comments,date,symbol
$WMUU saya dari masa depan minggu ini saham ini terbang,"23 Oct 22, 08:14",WMUU
"""BORO-BORO INVESTASI, BUAT SEHARI-HARI AJA PAS-PASAN."" Buku ini bisa membalikkan penyangkalanmu. Saat ini, pasar modal semakin terbuka untuk masyarakat. Dengan membeli saham di pasar modal, berarti kamu mengantungi kepemilikan sebuah perusahaan. Dengan uang Rp100.000,00 saja, kamu bisa mendapatkan 1 lot. Bahkan penulis Dimas Raka Prayudha menceritakan bagaimana dia yang tanpa modal mencari cara untuk menghasilkan tambahan uang jajan dari saham sejak masih kuliah. Karena banyak mengalami kegagalan dari berbagai percobaan, dia belajar untuk menemukan strategi dan memperdalam kemampuannya menganalisis saham di pasar modal. Penghasilannya dari investasi saham akhirnya bisa membantu perekonomian keluarga. Melalui buku ini, kamu dapat meniru cara-cara Dimas berinvestasi saham saat uang jajan terbatas bahkan tak memiliki modal sama sekali. Dilengkapi dengan berbagai tantangan pada akhir bab, buku ini jadi menarik untuk langsung dipraktikkan. Setelah membaca buku ini, mungkin kamu sudah jadi pemilik perusahaan.

Buku ini bisa di dapatkan Gramedia terdekat (Mall) atau di beberapa Marketplace.

Gramedia Official Store (Shoope)⤵️


Gramedia Official Store (Tokopedia)⤵️



Random Tag :","23 Oct 22, 08:07",WMUU
$WMUU,"22 Oct 22, 11:46",WMUU
$WMUU tahun baru waktunya potong ayam,"21 Oct 22, 18:45",WMUU
"Sesi 2

Layak Pantau

$CARS
$MPMX
$PTDU
$RALS
$WMUU","21 Oct 22, 11:40",WMUU
"Senggol 1 sektor

$CPIN $WMUU $JPFA $MAIN","21 Oct 22, 11:36",WMUU
$WMUU,"21 Oct 22, 11:00",WMUU
Ayam $WMUU ini jadi ngak ke singapura ngak? Kalo dari rsi sama macd udah ada kenaikan. Gimana menurut kalian?,"20 Oct 22, 22:32",WMUU
$WMUU apakah sampe?,"20 Oct 22, 15:09",WMUU
$WMUU aroma cuan...,"18 Oct 22, 13:29",WMUU
"REKOMENDASI SAHAM 18/10/2022
BANDAR AKUMULASI EKSTRA CUAN

$WMUU $MEDS $IATA $SICO $F&N / 3689 (FRASER & NEAVE HOLDINGS BHD) BIPI
https://cutt.ly/GBHd83D","17 Oct 22, 17:13",WMUU
"sepertinya agak ""unlikely"" kalau ARB karena lagi-lagi ""sepertinya"" sudah mulai ke harga wajarnya & terlihat kenaikan volume sejak 16 september lalu & ada volume lumayan besar di range 112-114 dan IF juga mulai nett buy minggu kemarin, saya nggak tau ini nyambung atau enggak tapi IF juga yang waktu itu mulai nett buy saudara WMUU yaitu WMPP di harga dasar / beberapa hari sebelum mulai naik kembali harganya.

tapi kalau memang ternyata $WMUU turun lagi minggu ini / sampe ARB layak banget masuk watchlist.

cuma insight pribadi, kebetulan kemarin sempat lihat-lihat, silahkan dicek kembali. ✌️😁","16 Oct 22, 19:38",WMUU
$WMUU Kemungkinan Senen ARB ….,"16 Oct 22, 15:28",WMUU
"$SICO masih area uptrend tapi tetap waspada, ada karungan besar , bagi yg cerdas bisa melihat peluang , SL ketat pastinya

$BACA akan melanjutkan trend dan sempat koreksi sehat tapi kog terlihat ada akumulasi ya

$WMUU diam diam merayap si ayam

$DYAN sangat nenarik di fast finger

big akum mau ngapain ya disini

boleh untuk di analisa kembali ya - hanya opini penerawangan , bukan ajakan buy - DISC on -

Yuu bisa intip penerawangan uptodet dengan cara support dan follow..
info lengkap penerawanganya ada di Bio , segera capcuss","16 Oct 22, 10:44 · Edited on 16 Oct 22, 10:44",WMUU
"Layak Pantau

$HMSP
$MAPI
$AMRT
$UFOE
$WMUU

Izin Ndar","14 Oct 22, 05:08",WMUU
"$WMUU transaksi besar terjadi di area 112 dan 113
siap siap meluncur ya
pegangan 😁 😍

yuk ndar bisa 😍

selalu ada $HOPE kalo klean percaya wkwkw","13 Oct 22, 14:42",WMUU
"$WMUU

BIAR JADI AYAM GEPREK","13 Oct 22, 11:38",WMUU
$WMUU,"12 Oct 22, 14:53",WMUU
$WMUU selalu ada transaksi 3B di open,"12 Oct 22, 09:43",WMUU
$WMUU gak di tag?,"12 Oct 22, 08:32",WMUU
"$WMUU
Secara teknikal membentuk pola falling wedge dan sudah berada di area support trendlinenya
Selama bertahan diatas 115, WMUU berpotensi reversal dengan target area 130

Untuk Menu Harian Gratis & info lebih lanjut silahkan join Telegram Channel Dapur Saham di http://bit.ly/38aQfY0

#DisclaimerOn
#EdukasiTeknikal","12 Oct 22, 00:13",WMUU
"DISCLAIMER ON
$WMUU","11 Oct 22, 22:49",WMUU
@herianto89 ntah apa yg mau di cicil harga ga kemana mana $WMUU HAHAHA,"11 Oct 22, 13:50",WMUU
"$WMUU cicil dari sekarang (potensi)

Target dekat di 120
Target mid di 130
Target jauh di 150

Sabar sabar wkwkw","11 Oct 22, 10:43",WMUU
"Kekayaan dimulai dengan keadaan pikiran. Jika ingin menjadi pertama-tama kita harus mengubah pikiran agar menjadi, seperti Napoleon Hill menyebutnya, sadar akan uang. la mengatakan bahwa kita harus benar-benar BERPIKIR diri kita sendiri kaya. Istilah kaya bisa berarti segala bentuk kekayaan seperti uang, kebahagiaan, hubungan yang sehat, kesuksesan bisnis, dan lain-lain.

Sukses datang kepada mereka yang menjadi sadar sukses. Kegagalan datang kepada mereka yang dengan acuh tak acuh membiarkan diri mereka menjadi gagal sadar. Think ond Grow Rich akan membantu semua yang mencarinya, untuk mempelajari seni mengubah pikiran mereka dari SADAR KEGAGALAN menjadi SADAR KESUKSESAN.


Sebelum dapat mengumpulkan kekayaan dalam jumlah besar, kita harus menarik pikiran kita dengan keinginan kuat untuk kekayaan, bermimpi, berharap, berangan-angan, MENGINGINKAN, dan MERENCANAKAN sebelum mengumpulkan uang. Kita harus menjadi ""sadar uang"" sampai keinginan terhadap uang mendorong kita membuat rencana pasti untuk memperolehnya. Anda tidak akan pernah bisa mendapatkan kekayaan dalam jumlah besar, KECUALI bisa berupaya MENGINGINKAN uang dengan amat sangat, dan benar-benar PERCAYA bahwa Anda akan memilikinya.

Buku ini bisa di dapatkan Gramedia terdekat (Mall) atau di beberapa Marketplace.

Gramedia Official Store (Shoope)⤵️


Gramedia Official Store (Tokopedia)⤵️


Random Tag :","11 Oct 22, 09:04",WMUU
"$CPIN - terbentuk morning star menjadi indikasi awal minor bullish reversal didukung golden cross pada Stochastic RSI di oversold area. Jika mampu kembali ke atas pivot 5500 dengan volume yang terjaga akan menjadi validasi sinyal minor buliish reversal.

Entry : >=5400
Stop-loss : <5200
Target : 5725

Resistance : 6000
Pivot : 5500
Support : 5300



By PHINTRACO SEKURITAS | Research
- Disclaimer On -","11 Oct 22, 09:00",WMUU
$WMUU sepertinya repo nih 😃,"11 Oct 22, 02:59",WMUU
"$JPFA balik ke harga awal tahun gih

Ya merapat lah plg ga

ayam2an $WMUU $ELSA $MAYA $WMPP","10 Oct 22, 22:31",WMUU
"gue punya $WMUU biasa aja
btw ikutan 🤞","10 Oct 22, 15:14 · Edited on 10 Oct 22, 15:14",WMUU
hangat2 tai ayam $WMUU,"10 Oct 22, 14:49",WMUU
$WMUU Kelilit tai ayam,"7 Oct 22, 20:56",WMUU
"Bagi kamu yang lahir pada tahun 1980-2000-an dan baru memasuki usia kerja dan berpenghasilan, jangan terbawa arus konsumerisme yang berlebihan. Manfaatkan penghasilanmu dengan sebaik-baiknya, salah satunya adalah berinvestasi.

Dengan pesatnya perkembangan teknologi digital terutama dalam hal layanan keuangan, kini berinvestasi tidak seperti zaman dahulu yang terbatas dilakukan oleh orang dengan keuangan yang mapan. Kamu tidak perlu menunggu memiliki uang puluhan atau ratusan juta untuk berinvestasi, bahkan banyak platform investasi yang menawarkan syarat pembukaan rekening dana investasi mulai hanya ratusan ribu hingga jutaan rupiah.

Masih bingung cara memulainya? Buku ini akan menjawabnya. Buku ini kami susun dan sesuaikan untuk kamu para Generasi Millenial yang ingin memulai investasi sedini mungkin untuk mempersiapkan kemapanan finansial di masa depan.

Buku ini membahas beragam jenis investasi beserta keunggulan dan kekurangannya. Dengan begitu, kami harap kamu dapat memilih produk investasi terbaik berdasarkan profil risiko yang kamu miliki.

Buku ini bisa didapatkan di beberapa Marketplace.

Shoope⤵️



Tokopedia⤵️


Random Tag :","7 Oct 22, 11:24",WMUU
"$WMUU layak cicil.....
Frequency Analyzer tertinggi sepanjang masa...... 😎","7 Oct 22, 08:48",WMUU
kan bener habis naik dikit balik lagi ke titik awal. $WMUU $IHSG,"6 Oct 22, 14:28",WMUU
"Harga ayam anjlok di pasaran sedangkan pakan nya mahal
Saat nya saham ayam turun
$JPFA $CPIN $DEWI $WMUU","6 Oct 22, 13:49",WMUU
"@gilberthan and all, ada reason fundamentalkah 'kejatuhan' $WMUU $WMPP ?

Forex debt?
higher cost?
less demand?

Yang mana?
Atau ada hal yang lain??","6 Oct 22, 13:20",WMUU
"$WMUU katanya si lebih bagus dari $WMPP , padahal balik ke harga IPO aja udh beruntung.","6 Oct 22, 09:53",WMUU
@ilhammuslim $WMUU kalo naik jangan fomo ya. nanti menyesal,"6 Oct 22, 09:33",WMUU
"$WMUU sekarang 113 kan? Hold aja, jgn jual atau beli.. Saya mau coba war terakhir kali.. diatas 140 baru silakan trade lagi.. kalau gakuat siap arb🙄","6 Oct 22, 08:57",WMUU
@pedagang saya juga berpikir begitu bro $WMUU mendekati thn baru akan naik mknya kemarin beli.,"5 Oct 22, 12:46",WMUU
$WMUU waduh sultan mg terdeteksi,"5 Oct 22, 08:26",WMUU
"Merdeka Copper (MDKA) hingga WMUU Masuk Daftar Saham Margin
https://bit.ly/147E996, JAKARTA — Deretan saham baru tercatat masuk dalam Daftar Efek yang dapat Ditransaksikan dan Dijaminkan dalam Rangka Transaksi Margin Bursa Efek Indonesia (BEI) periode perdagangan Oktober 2022.Kepala Divisi Pengaturan dan Operasional Perdagangan BEI, Pande Made Kusuma Ari mengatakan ti...","4 Oct 22, 15:41",WMUU
$WMUU yuk gocap yuk..ayo lah jgn malu2 gitu dong.,"4 Oct 22, 10:40",WMUU
$WMUU yg fundamental bagus cpin saja sepi ritel,"4 Oct 22, 10:24",WMUU
$WMUU siapa bilang pasar saham itu investasi? hahaha,"4 Oct 22, 09:55",WMUU
"$WMUU jangankan 200, 150 pun ga kuaaaat 🚑👨‍⚕","3 Oct 22, 14:07",WMUU
@YuanKris wkwkwk utk menutupi kerugian $WMPP x ya. tapi $WMUU yang untung ga di mainkan nya malah harganya makin ambless,"3 Oct 22, 14:01",WMUU
"SCREENING SAHAM: 3 Oct 2022 (87 saham) - With Disclaimer
Sektor Basic Materials: $INKP
Sektor Consumer Cyclicals: $INDR
Sektor Consumer Non-Cyclicals: $WMUU
Sektor Energy: $HRUM
Sektor Financials: $WOMF
Screening Saham (Full List): https://cutt.ly/2V95s55","3 Oct 22, 13:26",WMUU
$WMUU kalau sampai 100 All in saya,"3 Oct 22, 10:14",WMUU
"Join Channel Salam Cuan untuk dapet analisa saham GRATIS!

https://cutt.ly/kLTonUH

ANTM mantap so far bertahan di atas support 1900 ya. Saat ini ANTM sedang berada di area support yang cukup menarik dan low risk untuk dibeli. Secara bandarmology overall masih bagus ya, masih terlihat ada akumulasi 2:1 sejak awal bulan September kemarin. Keep hold aja selama nggak close di bawah 1900. Target masih sama ya ke are 2240 dulu.","2 Oct 22, 20:16",WMUU
"$WMUU nyoba dulu ah, murah tapi nga murahan","1 Oct 22, 19:59",WMUU
"$WMUU masih makan ayam kan?
ga jadi wmuu ke 50","1 Oct 22, 18:49",WMUU
Kenapa harga $WMPP lebih malah dari $WMUU bukanya lebih bagus $WMUU yaa?,"1 Oct 22, 09:25",WMUU
"Terkadang, terlalu rumit menganalisa pilihan saham bakal bikin galau mau masuk ke saham apa, yg awalnya niat buat longterm, krn galau liat fluktuasi harga harian, bimbang krn pemberitaan, dan belum benar benar memahami bisnis perusahaannya, akhirnya ada yg cutloss, jadi swing trade dadakan, bahkan maki maki emitennya yg berujung cutloss juga. Padahal keputusan buy atau sell suatu saham ada di pikiran dan tangan masing-masing pelaku bursa, kalo dia tertarik suatu saham dari omongan orang lain tanpa benar benar mempelajari bisnis perusahaannya, biasanya endingnya bakal kesel. Sayangi uangmu, dan pastikan uang itu emang buat invest, bukan yg dipikirin mau dipake bulan depan buat suatu kebutuhan.
Biarkan pasar modal ini menggiring uang dari orang yg tidak sabar, ke arah orang yg sabar.
Saya sendiri akhirnya berpikir simpel aja, semacam: kira-kira 5, 10 tahun dst bisnis nya bakal masih di butuhin orang atau enggak. dgn segala perubahan jamannya.
para senior investor selalu bilang soal conviction. mungkin itu yg saya coba sabar di salah satu porto yg buat invest, tanpa peduli dlm jangka pendek (<1thn) harganya turun.
.
.
sektor perbankan jadi sektor yg cukup aman buat masa depan, perputaran uang masuk dan keluar, dgn dukungan oleh 3 big bank, cuma bedanya dia bergerak di sektor syariah, dan rencana jadi BUMN dlm jangka panjang, kemungkinan keberadaannya bakalan ""dijagain"". Kayaknya masuk dca ke depannya dia bisa buat compounding.
.
menara telko, yg mulai berkembang ke serat optik. bersiap buat jaringan 5G, di masa depan kebutuhan ttg jaringan internet bakal makin tinggi terutama mobile internet, sbg salah satu emiten dgn menara terbanyak, recurrent income yg bisa dibilang stabil, masuk ekosistemnya telkom. kayaknya pelan-pelan di masa depan saat kinerja makin bagus, semoga juga eps bakal naik terus.
.
Mau Mobil energi fosil, atau mobil listrik, atau mobil terbang pun nantinya. Semuanya butuh servis, dan ada waktunya ganti spare part. Orang gak setiap tahun bakalan beli mobil, tapi mereka bakalan tetep servis dan ganti spare partnya tiap periode tertentu. sesimpel itu sih saya mikirnya selain analisa fundamentalnya masih oke, undervalue juga.
.
Bisa dibilang dia ini pabrik bikin start-up, bikin juga dah aplikasinya. Dengan banyaknya fear di jangka pendek ini, saya semakin senang. pemerintah merencanakan mayoritas bisnis besar sampai ke umkm di masa depan masuk era digitalisasi yg menyeluruh, mungkin dia scr valuasi bukan termasuk perusahaan yg undervalue, tp sektor teknologi kebanyakan emang PBV nya jumbo (mau di Indo, ataupun di US). jadi kita tinggu >3tahun dari sekarang dia bakal menggeliat kyk gimana.
.
Tukang Peternakan ayam, Tukang netesin ayam, Tukang potong ayam, rencana bikin energi dari kotoran ayam, bulunya di giling jadi tepung. Gak perlu di jelasin lg seberapa banyak orang yg suka ayam, kalo direksi dan manajemen amanah sama janjinya, pabrik full operasional di 2023, saya menunggu sampe 1H23 buat liat perubahannya dibanding 2022 ini. Dan berita yg bilang 2023 bakal kemarau panjang, yg berdampak ke krisis pangan, kayaknya dia masih cukup seru buat dipegang, apalagi harganya mulai diskon. Tinggal nyari sektor Beras dan CPO yg nyaman buat berinvest, Biar jadi lah Nasi + Ayam goreng + Telor dadar.
.
META konstruksi, jalan Tol. mungkin aset dan kepemilikan jalan tol mereka belum melimpah kyk Jasamarga, atau Citra Marga, pelan pelan sih beritanya katanya mau nambah, kyk rencana akuisis Tol layang MBZ yg molor. Yang sering saya dengar, di hari ini orang-orang ngeluh harga tol naik dan macet terus, tapi besoknya dia lewat tol lagi. Berarti selama pengelolaannya baik dan serius, tinggal sabar dan liat GCG nya diterapkan atau engga","1 Oct 22, 09:13",WMUU
@JohanTheo ha-ha sabar bang $WMUU,"30 Sep 22, 15:54",WMUU
"$WMUU Bandar nurunin barang nya kebanyakan
harus nya 145 - 16 = 129 selanjutnya
129-16 = 113 seharus nya low habis
hasil riset pribadi
ada potensi wmuu ke 200 tapi buat penumpang sabar","30 Sep 22, 15:08",WMUU
$WMUU saham ppk,"30 Sep 22, 15:05",WMUU
$WMUU saya tiap hari makan ayam terus saya yakin suatu saat wmuu akan to the moon,"30 Sep 22, 14:21",WMUU
$WMUU kyknya ada yg usil mau narik ini saham,"30 Sep 22, 13:50",WMUU
@CallMeSam yaudahh CL aja bg $WMUU,"30 Sep 22, 11:30",WMUU
@SmallTrader $WMUU Banyak lho dia nge reponya . Gwe seh gk tauk apa yg bikin owner gade2in saham kek gini . Cuman yg gwe tauk Owner politikus dan pernah ngikut nyalonin jadi kepala daerah cuman kalah,"30 Sep 22, 11:28",WMUU
"$WMUU Gila make new lower , repo terus PSPnya mao ngikut2 JSKY ma DUCK","30 Sep 22, 11:07",WMUU
$WMUU yang mana AYAM mu???🤪,"30 Sep 22, 10:24",WMUU
$WMUU apakah ada harapan di saham ini yang semakin turun harganya ?,"30 Sep 22, 09:50",WMUU
$WMUU serok dro,"30 Sep 22, 09:27",WMUU
"$WMUU akhirnya pada sadar bahwa tidak layak dibeli.. All time low itu sudah tidak masuk akal, apalagi terjadi berkali-kali... Disebut gorenganpun tidak layak karena tidak pernah naik signifikan.. Sudahlah biarkan hancur lebur aja sekalian, toh terbukti bahwa PSP dan orang2 didalamnya tidak terlalu peduli dengan investornya.. Saham seperti ini sebaiknya dihindari..","30 Sep 22, 09:22",WMUU
$WMUU,"29 Sep 22, 21:39",WMUU
"$WMUU jualan IF udah mulai berkurang, udah waktunya cicil buy blom yach ? 🤔 udah cl seh cm masih kepo ma mantan 😏","29 Sep 22, 21:30",WMUU
$WMUU dlu wmuu diatas $WMPP skrg malah dibawahnya...parah,"29 Sep 22, 18:27",WMUU
$WMUU,"29 Sep 22, 16:09",WMUU
"POLL
Yang lebih menggambarkan $IHSG saat ini...
$AGRS $WMUU $MCOR $BUMI 😳🧐😅🐌","29 Sep 22, 15:40",WMUU
@raisalouhan sepertinya mau turun lagi ke bawah 100. wns $WMUU,"29 Sep 22, 13:44 · Edited on 29 Sep 22, 13:45",WMUU
"$WMUU Sampai ketemu di 370, waktuny menunggu 😎","29 Sep 22, 09:27",WMUU
$WMUU untung aja udah cutlose kemarin2...pspnya muntah terus....,"29 Sep 22, 09:17",WMUU
"$WMPP

https://cutt.ly/hVGcUZv

$WMPP $WMUU $JPFA","28 Sep 22, 13:58",WMUU
"$WMUU hehehe nya beli ahhh, soal murah tapi nga murahan","28 Sep 22, 13:37",WMUU
"$WMUU buy sekarang jual maret
nilai buku sudah 120","28 Sep 22, 13:02",WMUU
$WMUU harusnya September itu ceria bukannya berduka hahahay,"28 Sep 22, 09:52",WMUU
$WMUU test buy,"28 Sep 22, 09:23",WMUU
"Ketika berita ayam tapi yang ditag sapi.. Bingung🤣 $WMUU $WMPP

Dahlah drpd nanti dibilang pom-pom..","28 Sep 22, 00:09",WMUU
@Tanwish rasa tanpa data hanya hampa bg. biarkan saja sampai dimana turun nih saham. kalo turun ke gocap saya all in deh $WMUU,"27 Sep 22, 15:56",WMUU
$WMUU saya rasa ini org dalam perusahaan lagi jualan...butuh duit untuk lunasin hutang kemarin...kebanyakan beli aset jadinya lupa ada hutang..,"27 Sep 22, 14:40",WMUU
"$WMUU ritel di suruh cutlos itu
mending w serok mentok mentok paling 100 perak
duit 10 jt dapat 1000 lot","27 Sep 22, 12:51",WMUU
"September market selalu crash?

Belajarlah dari George Soros, seorang market maker yang paham tentang seni kekacauan..

Pasang mindset bandar, goreng saat market crash karena jika digoreng saat market bagus maka akan sia-sia karena dia tidak terlihat bagus..

Ketik 1 untuk HAKI
Ketik 2 untuk HAKA
Ketik 3 untuk TP di 700 karena akan go private
Ketik 4 untuk mendukung perusahaan Tuna barunya

Setelah bakal goreng apa ya? Kemarin saya kena guyur di dan sih.. Just info.. jangan dibeli","26 Sep 22, 09:54",WMUU
"$JPFA $CPIN $WMUU
Turut berduka cita. 🙏Siapa penggantinya? Nantikan RUPSnya.","26 Sep 22, 09:41",WMUU
"$WMUU serok brow jual awal puasa
untung nya banyak","26 Sep 22, 09:40",WMUU
belum berani serok kalo begini turun terus $BSSR $WMUU,"26 Sep 22, 09:18",WMUU
"harga telur +30% yah akhir tahun?

$MAIN $JPFA $CPIN

sudah waktunya?","14 Dec 22, 16:32",MAIN
Laporan Bulanan Registrasi Pemegang Efek [MAIN],"12 Dec 22, 13:50",MAIN
"$MAIN apapun gosip dan beritamu..selama keuntungan per saham masi minus blm menarik!!
keuntungan per saham masih Rp -23","9 Dec 22, 22:40",MAIN
$TINS dr 1450 ke 1150 an .. BOD dan tim MI diem aja ... wkwkwk ... CAPEX nya gede .... potong aja om erick ... stop kerja .. suruh $MAIN 2 aja ... $MARI eksekusi om,"8 Dec 22, 09:44",MAIN
"Malindo Feedmill (MAIN) Bersiap Ekspor Ayam Beku ke Singapura
https://bit.ly/147E996, JAKARTA — Emiten unggas PT Malindo Feedmill Tbk. (MAIN) optimistis bisa segera merealisasikan ekspor karkas ayam beku dan olahan ke Singapura dalam waktu dekat. Badan Pangan Singapura atau Singapore Food Agency (SFA) telah melakukan proses audit pada fasilitas pengolahan ayam MAIN.Otor...","6 Dec 22, 13:55",MAIN
"$JPFA $MAIN $CPIN $GOTO $WIRG

IHSG lagi un-dressing.
meme-vesting.","5 Dec 22, 17:43",MAIN
"Skydrugz Corner: Emiten Pakan Ternak Undervalued?

Di postingan sebelumnya kita sudah bahas saham LQ45 https://cutt.ly/l1XlWpG

Di postingan kali ini kita bahas saja emiten pakan ternak. Mengapa? Karena sepanjang 2022, emiten ternak menjadi emiten yang terbuang. Bisa kita lihat sepanjang 2022 ini, emiten pakan ternak terbuang seperti tidak ada harganya. CPIN Si Raja Pakan saja minus 3,78% di 2022. WMUU yang paling sedih karena anjloknya sampai 33,33%.

Selengkapnya

Disclaimer:","5 Dec 22, 08:05",MAIN
"Emiten Unggas CPIN, JPFA, MAIN, Dkk Peluang Nikmati Kenaikan Laba 2023
https://bit.ly/147E996, JAKARTA — Emiten-emiten di sektor perunggasan diproyeksikan memiliki prospek positif tahun depan. Ruang margin yang lebih lebar untuk segmen pakan dan harga daging ayam yang lebih stabil menjadi pendorong utama perbaikan kinerja.Sampai akhir kuartal III/2022, mayoritas emiten unggas me...","5 Dec 22, 05:55",MAIN
"$WMUU sudah masuk SW tunggu BO 104 . area BUY 100-103 , mengingat mau Natalan & Tahun Baru harga daging2an pasti melonjak. colek kawannya $CPIN $JPFA $MAIN","3 Dec 22, 08:24",MAIN
"ayam-ayam 🐤

$JPFA kenapa lesu yah...

$MAIN $CPIN

memang semua sektor ada musimnya","2 Dec 22, 23:59",MAIN
"Auditor Singapura Kunjungi Malindo Grup
POULTRYINDONESIA, Jakarta – Auditor dari SingaporeFood Agency (SFA) tanggal 21-23 November 2022 mengunjungi PT Malindo Feedmill Tbk dalam rangkaian audit atas pengajuan permohonan izin ekspor ke Singapura untuk karkas ayam beku dan makanan olahan.Tim auditor melakukan audit di tiga lokasi yaitu pe...","2 Dec 22, 21:25",MAIN
@bamzat anda jangan $MAIN $MAIN ya😂😂,"2 Dec 22, 17:13",MAIN
untuk $BUKA $DADA $MAIN $KAYU,"2 Dec 22, 12:10",MAIN
"@ilhammuslim knp gak pilih $MAIN bang?
secara pbv, aset & sales jelas $MAIN lebih unggul","2 Dec 22, 11:54",MAIN
"@magicianseeker sip, thank you info nya

$MAIN $CPIN $JPFA $DNET $WIRG","30 Nov 22, 20:05",MAIN
@Panorama78 ihh enak bangettt mainin telur $JPFA $MAIN $CPIN $PNLF,"30 Nov 22, 13:36",MAIN
Lagi sedih2 nya saham ayam2an bang $JPFA $CPIN $WMUU $MAIN 😌,"29 Nov 22, 19:07",MAIN
"@mazami di sektor ayam ayam an ini, sy hanya bs blg bahwa harga saham kadang tdk sejalan dgn kinerja perusahaan Om. Kinerja emiten baik baik saja, tapi saya melihat harga sahamnya downtrend. Ini terlihat dari konsistensi lower high nya. Ini berlaku untuk $JPFA, $MAIN, $CPIN, $WMUU https://stockbit.com/post/9570633","28 Nov 22, 21:02",MAIN
"@cuanpenting sudah di follow om
mohon analisanya
terkait industri ayam2an $MAIN
atau $JPFA $CPIN $WMUU
saya lbh cenderung ke Main krn PBV paling murah","28 Nov 22, 20:22 · Edited on 28 Nov 22, 20:23",MAIN
"sharing terkait harga jagung yg jd sentimen dari emiten poultry. kira2 harga skg gmn dan kpn prediksi harga turun. poultry udh lumayan lama turunya

$CPIN $JPFA $MAIN $BISI","28 Nov 22, 16:55",MAIN
"@ussfbi benar sekali, $MAIN termasuk siklikal menurut saya. lebih enak gitu jadi kita bisa prediksi performa perusahaan dari faktor luar 😁","28 Nov 22, 15:02",MAIN
"@ELLIX
ko fellix, utk $MAIN berhubung pendapatan terbesarnya berasal dari pakan ternak, yg sedang tertekan krn tingginya harga jagung. berarti utk menghasilkan keuntungan sangan bergantung dr harga komodity jagung. berarti ini termasuk ke cyclical ya?","28 Nov 22, 14:34",MAIN
4500 lage $MAIN $KAYU sambil $BUKA $DADA $IRRA 🙊,"28 Nov 22, 11:03",MAIN
"untuk industri ayam-ayaman gmn pak?
$MAIN atau $WMUU yg layak dipilih?","27 Nov 22, 13:16",MAIN
