comments,date,symbol
$JARR,"12 Dec 22, 10:32",JARR
"$SLIS

neng slis kamu mau kemana 😁.
mau lanjut glow up ke atas. atau mau merendah dulu? 😁

Break 258-260 if bertahan kencang target swing 410+!

spec buy 244-252
SL <230

Take Profit 1 , 258+
Take Profit 2, 410+
Take profit 3 , 550+

disclaimer on","12 Dec 22, 10:09",JARR
"$JARR
Plan lengkap ada di channel telegram, Klik saja linknya di bio ya. Disana ada menu ODT, ARB hunter, swing dan live trade. Free tidak ada embel"" apapun😚😚","12 Dec 22, 08:22",JARR
"Proud of you my bro @juliusFang !
Member of VOLABILITY family !

Keep it up !
Terus lah mengedukasi para investor retail di Indonesia !

Buat yg berdomisili di Sumatera Utara yuk join !

Random tag :","10 Dec 22, 10:11",JARR
$JARR toloooong hooo hooo,"9 Dec 22, 14:22",JARR
$JARR compounding loss 😎,"8 Dec 22, 09:34",JARR
$JARR,"7 Dec 22, 14:40",JARR
"@natan88 kurang $JARR yang belum cuan, bantu bosku ☺️😊","7 Dec 22, 13:21",JARR
$JARR,"7 Dec 22, 11:00",JARR
$JARR bisa kek $CBUT ga? sama2 sawit kan,"7 Dec 22, 10:52",JARR
"$JARR yang panikan yuk jual aja.
$IMJS ini juga kalo panik saya sudah antri bawah semua.

Kesabaran adalah koentji.


@juliusFang @lindaayumna
Kalian jangan share analisa JARR , keluarga besar VOLABILITY nanti gak dapat barang 🤣","7 Dec 22, 10:48",JARR
"https://stockbit.com/post/10227197 $JARR helo, remember this post? ada di area ini ni, bagus kl dapat lebih murah dari area sayaa, kunpulin saja. santai saja, kalau di lihat dari kondisi hari ini, ya cicil cicil yah 272-282 area buynya luas. disesuaikan yaa porsinya 😁","7 Dec 22, 10:46",JARR
"$JARR org bilang CL jarrno wae, gue mah AVG trs","7 Dec 22, 09:59",JARR
"$ASHA
its time to hijau??
sL:95
disclaimer dyor
$NINE$JARR$FREN","7 Dec 22, 09:54",JARR
"$JARR

Mode akum


DYOR !
Disclaimer on !


Random tag :","7 Dec 22, 09:48",JARR
$JARR jemput di harga ARB ndar,"7 Dec 22, 09:36",JARR
"$MMIX pagi2 langsung tidur aja nih mix. 😁
$INDX $JARR $AMAR $BSBK","7 Dec 22, 09:33",JARR
"$JARR

You know I Know.

sebut saja sih jarr ini sih paling suka tiba-tiba tebar pesona *terbang tinggi buat tiang*

& si paling moodyan
pas lagi momment gak sorrr yah tau lah arahnya ke arb🥲

Terus tau"" closingnya ijo 🙈

👍 & comments
setuju teman""?","7 Dec 22, 09:08",JARR
Laporan Bulanan Registrasi Pemegang Efek [JARR],"7 Dec 22, 07:50",JARR
kena gocek ga tuh $JARR,"6 Dec 22, 16:48",JARR
"@cicilyora kami sudah move on berjamaah kak wkwkwk....
klw cuan sih, yah biar neng $ELPI & tuan $CRAB yg menjawab. eh $JARR juga deng 😅","6 Dec 22, 14:58",JARR
"$JARR

https://stockbit.com/post/10282008

paling pantang Disenggol 👆✔️

Bisa tiba-tiba ARB bisa tiba-tiba bangun dan terbang 🤣
kudu mental harus kuat atuhhh ..","6 Dec 22, 14:57",JARR
$JARR Bangkeeeee,"6 Dec 22, 14:49",JARR
ketika $IHSG merah $JARR langsung ARB .tapi ketika IHSG hijau JARR pura pura gak tau..bukan maen.,"6 Dec 22, 14:18",JARR
holder $JARR kudu teteg atine🤣,"6 Dec 22, 12:31",JARR
"$JARR suka buat Suprise tiba-tiba 🤣. bisa nanti Ijo pekat. bisa nanti arb 🤣.

jantung musti kuat","6 Dec 22, 11:15",JARR
,,JARR
"Takutlah ketika yg lain Serakah, Dan serakahlah ketika yang lain Takut. - Warrent Buffett
Bang Tjandra ganteng top markotop 😌 $UNTR $DLTA $ITMG","15 Dec 22, 22:04",DLTA
"Efek UU KUHP Baru Pada Ekonomi Indonesia?

Kita semua tahu bahwa pemerintah baru saja meloloskan RUU KUHP baru.

Saya belum baca dan pelajari undang-undang nya seperti apa. Saya baru sempat baca penjelasan dari Hotman Paris bahwa di UU KUHP baru, orang yang bikin mabok orang lain bisa terancam pidana.

Pengacara kondang Hotman Paris menyampaikan kritik terkait Pasal 424 Kitab Undang-Undang Hukum Pidana (KUHP).
Pasal 424 dalam draf terbaru KUHP tanggal 6 Desember berbunyi: 'setiap orang yang menjual atau memberi minuman atau bahan yang memabukkan kepada orang yang sedang dalam keadaan mabuk, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori II'.

Saya tidak heran kalau nanti emiten dan akan cabut dari Indonesia jika UU KUHP baru ini diterapkan.

Soal penjelasan tentang UU KUHP biar ahli hukum yang bahas.

Saya hanya ingin menyoroti respon negara lain terhadap UU KUHP baru.

Setelah disahkan draf RUUKUHP, beberapa negara langsung memberikan travel warning untuk perjalanan wisata ke Indonesia. Mulai dari Amerika Serikat hingga Australia.

Yang disoroti oleh AS dan Australia adalah kata mereka UU KUHP baru Indonesia cenderung akan mengkriminalisasi pelaku kumpul kebo dan tukang mabok di Indonesia. Jadi wisatawan asing harus berhati-hati ke Indonesia. Demikian travel advice dari negara lain untuk wisatawan yang mau ke Indonesia.

Bertahun-tahun Indonesia membangun image sebagai negara ramah wisatawan asing.

Saya jadi penasaran dengan kondisi bisnis wisata pasca-UU KUHP baru. Apakah akan tetap ramai wisatawan di Indonesia?

Pada tahun 2015 industri pariwisata berkontribusi cukup signifikan bagi perekonomian negeri. Devisa sebesar US$12,22 miliar disumbang dari industri yang satu ini. Nilai tersebut bahkan setara dengan 10% pendapatan domestik bruto Indonesia. Peluang bisnis industri pariwisata ini pun telah ditangkap mata oleh pemerintah. Pariwisata dijadikan sebagai sektor pembangunan prioritas yang diharapkan bisa mendulang banyak devisa darinya. Oleh Presiden Joko Widodo, industri pariwisata bahkan kerap disebut sebagai leading sector perekonomian bangsa.

Saya tidak dalam posisi mendukung ataupun menentang UU KUHP yang baru. Saya lebih memikirkan dampak ekonomi dari kebijakan ini.

Kita mungkin perlu melakukan studi banding ke negara - negara yang mengkriminalisasi kumpul kebo seperti Saudi Arabia, Iran, Brunei, Afghanistan, Sudan, Pakistan, 12 negara bagian Nigeria dari 36 negara bagian di Nigeria (di Northern Nigeria) dan Qatar.

Qatar yang memiliki undang-undang melarang kumpul kebo sepertinya adem ayem saja ketika menggelar Piala Dunia yang notabene banyak orang kumpul kebo ketika Piala Dunia berlangsung.

Jadi apakah ekonomi kita akan terganggu karena UU KUHP baru ini?

Disclaimer:","9 Dec 22, 15:09",DLTA
Laporan Bulanan Registrasi Pemegang Efek [DLTA],"8 Dec 22, 15:20",DLTA
$DLTA tidak bisa di sell?,"6 Dec 22, 10:48",DLTA
$DLTA,"30 Nov 22, 05:33",DLTA
"sales $DLTA ga terlalu capek dibanding $CAMP. Ga bolak balik kirim barang lebih sedikit 3x lipat dibanding sales $CAMP,dengan profit 1,5 x lebih besar dibanding $CAMP","29 Nov 22, 10:41",DLTA
"Setahun lebih megang $DLTA harganya ga kemana2.
Return segini juga belum nett krn harus dikurangi fee beli & potensi jual.

TAPI DEVIDENNYA BIKIN BETAH.

Udah 550 idr/saham.
Return 14% kalo deviden dianggap gain.
Return 17% kalo deviden dianggap cashback.

pada periode yg sama cuma sekitar ~8% plus ~2% wavg DY.","27 Nov 22, 17:20",DLTA
"Hasil analisis simulasi Machine Learning AWS selama 100x percobaan, Juara Piala Dunia adalah Belgia.

Karena Belgia adalah penghasil susu dan bir terkenal, sepertinya $ULTJ $MLBI $DLTA $CMRY to the moon","22 Nov 22, 19:35",DLTA
"wahh menarik, minum yah? apakah waktu nya koleksi $DLTA?","12 Nov 22, 12:04",DLTA
"Syarat saham syariah
https://cutt.ly/WMamCTu
$BUMI $TBLA $MLBI $DLTA $GGRM","11 Nov 22, 22:50",DLTA
@Adabriyan PPKM consumer-mall-beer downtrend again $MLBI $DLTA $RALS $ACES $MYOR,"11 Nov 22, 14:48",DLTA
Laporan Bulanan Registrasi Pemegang Efek [DLTA],"7 Nov 22, 14:30",DLTA
"PE Ratio disetahunkan jd cuma 10x dari sebelumnya 15x di Q2.. dan juga masih dibawah $DLTA yg 12x..

Kesamaan keduanya adl saham go public yg dimiliki mayoritas oleh Pemda dki.

$PJAA","1 Nov 22, 07:21",DLTA
"$DLTA

bisa gk ya??? 🤔

https://cutt.ly/PNQSLpN","31 Oct 22, 10:45",DLTA
"KINERJA EMITEN 9M22

$CMRY
PENDAPATAN Rp4,756.8 miliar (9M22) vs. Rp2,704.1 miliar (9M21)
LABA BERSIH* Rp878.6 miliar (9M22) vs. Rp605.5 miliar (9M21)

$DAYA
PENDAPATAN Rp852.2 miliar (9M22) vs. Rp707.3 miliar (9M21)
LABA BERSIH* -Rp13.2 miliar (9M22) vs. -Rp37.1 miliar (9M21)


PENDAPATAN Rp587.6 miliar (9M22) vs. Rp482.9 miliar (9M21)
LABA BERSIH* Rp181.8 miliar (9M22) vs. Rp141.6 miliar (9M21)


PENDAPATAN Rp382.4 miliar (9M22) vs. Rp183.0 miliar (9M21)
LABA BERSIH* Rp154.0 miliar (9M22) vs. Rp21.9 miliar (9M21)


PENDAPATAN US$89.2 juta (9M22) vs. US$62.0 juta (9M21)
LABA BERSIH* -US$2.9 juta (9M22) vs. -US$4.4 juta (9M21)

*Laba bersih yang diatribusikan kepada pemilik entitas induk
Sumber: Emiten,","31 Oct 22, 05:05",DLTA
"Surplus 28 Persen, Kuartal III-2022 Delta Djakarta (DLTA) Catat Laba Rp181,75 Miliar
https://bit.ly/2fel7Aq - PT Delta Djakarta (DLTA) per 30 September 2022 mencatat laba bersih Rp181,75 miliar. Melejit 28 persen dari periode sama tahun lalu Rp141,56 miliar. Laba per saham dasar melesat menjadi Rp227 dari edisi sebelumnya Rp177.

Penjualan bersih Rp587,57 miliar, naik 21 persen dari period...","30 Oct 22, 10:41",DLTA
"$WINS pada sibuk pelepasan
Pelepasan pegal pegal kali

$DLTA spa @bamzat","28 Oct 22, 20:05",DLTA
Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [DLTA],"28 Oct 22, 15:10",DLTA
$DLTA Q3 EPS +28% YOY siap2 to the moon,"28 Oct 22, 14:50",DLTA
$DLTA,"28 Oct 22, 10:10",DLTA
"Tandain dulu saham laggard yg mulai naik
$HMSP
$CASS
$DLTA
$MLBI
$BRPT","27 Oct 22, 16:13",DLTA
ga jadi dijual $DLTA bisa turun ga nih harga sahamnya?,"27 Oct 22, 08:03",DLTA
@ardhatopan ngudut sambil minum $DLTA 🤣🤣🤣,"22 Oct 22, 18:30",DLTA
"@Stockbit User ooohh bisa jadi mereka rugi karna kembung perutnya minum air mineral campur susu kak 🤣
mungkin akan cuan kalo minumnya dari $DLTA $CMRY wkwkwk

tapi kayaknya grup premium yg pompom gitu kudu punya tim khusus utk bergerilya pompom wkwk","21 Oct 22, 12:57",DLTA
"Janji Anies Jual Saham Perusahaan Bir Milik DKI Nggak Terpenuhi, Heru Budi Jawab Soal Kelanjutannya: Ketika Mau Dijual...
Warta Ekonomi, Jakarta -
Eks Gubernur DKI Jakarta Anies Baswedan pernah menjanjikan untuk menjual saham perusahaan bir, PT Delta Djakarta, saat kampanyenya dulu. Kini penerusnya, yakni Heru Budi Hartono sebagai penjabat (Pj.) sementara Gubernur DKI Jakarta memberi jawaban soal kemungkinan kelanjut...","20 Oct 22, 00:25",DLTA
@bamzat HAKA yang nyuplai minuman nya aja lah $DLTA $MLBI,"17 Oct 22, 12:00",DLTA
"$IHSG wih pada happy cuan nih
$AKSI $IFSH $DLTA $ANTM","17 Oct 22, 09:12",DLTA
$DLTA $MLBI,"15 Oct 22, 20:06",DLTA
"$SIDO $ DMAS $DLTA
Dana buat Avg down 1, Avg down 2, + Dana kiamat klo belum di gunakan bisa di simpen dlu di reksadana obligasi. contoh RDO Danamas Stabil return 5-6% setahun..

Ritel hanya bisa berencana, kang bandar yang menentukan..","13 Oct 22, 02:07",DLTA
"@Elite $KMDS $DLTA $MLBI , masi cari emiten yg jualan ciu","10 Oct 22, 11:58",DLTA
Laporan Bulanan Registrasi Pemegang Efek [DLTA],"6 Oct 22, 15:20",DLTA
"@chikum1986 secara ratio DER $MLBI memang lebih besar daripada $DLTA karena posisi equity MLBI lebih kecil secara persentase dibandingkan DLTA. Ini karena MLBI sangat royal bagi dividen secara terus-terusan, sama seperti DLTA, tetapi bahkan laba ditahan pun dikuras terus secara bertahap. Ini terjadi juga di $HEXA dimana tahun lalu juga menguras laba ditahan sehingga special dividennya maknyus.

Beda dengan $DLTA dimana mereka tidak mau keluarin laba ditahan, karena kasih duit gratis ke Pemprov DKI yang ngakunya mau jual. Kayanya lebih elok kalau San Miguel buyback aja saham Pemprov, menggunakan budget uang kas yang ada. daripada kasih cuma-cuma begitu.","5 Oct 22, 13:00",DLTA
$DLTA,"1 Oct 22, 20:39",DLTA
$DLTA,"30 Sep 22, 23:51",DLTA
"$IHSG udah di 6900an
$BMRI
$ADRO
$BRIS
$DLTA","30 Sep 22, 09:07",DLTA
Bangun Woooi $DLTA tidur mulu nir si $DLTA Pemalas,"22 Sep 22, 14:04",DLTA
"Cukai naik 27% tidak jadi masalah, selama industri rokok juga ikut menaikkan harganya 27% dan pemerintah bisa menjamin tidak ada rokok ilegal. Realitanya kemampuan dan kemauan industri rokok hanya bisa cover kenaikkan setara 60% dari kenaikkan cukai. Itupun secara bertahap. Antar mereka saling wait n see. Takut kehilangan market. Karena mereka sadar, mayoritas marketnya adalah kalangan miskin. Ibu Ani juga tahu. The Global Adult Tobacco Survey (GATS) dibawah World Health Organization (WHO) juga tahu. Dari data pengeluaran rata² bulanan untuk rokok putih dan rokok kretek dari 2011 sampai 2021, kita bisa tahu kemampuan daya beli perokok Indonesia nyaris tidak berubah. Disaat bersamaan, pemerintah mendulang pendapatan dari rakyat miskin perokok melalui kenaikkan cukai rata² 10% per tahun.

Contoh lain soal kenaikkan cukai yang tidak berimbang, yaitu cukai alkohol. Emiten bir per 2019 dikenakan kenaikkan cukai 15%. Padahal produk dengan alkohol di atas bir, tidak dikenakan kenaikkan cukai 15%. Kondisi tersebut dibarengi dengan RUU tentang alkohol yang dibahas di parlemen. Pemerintah sendiri punya target wisatawan 20 juta, tapi belum memahami peranan dan pentingnya industri bir yang menunjang industri parawisata. Justru malah memberi angin segar kepada minuman import beralkohol tinggi (kadar di atas bir) untuk berpesta.

Dari rokok dan bir, kita akhirnya paham. Butuh peranan pemerintah yang bisa memberikan kebijakan berkesinambungan, tanpa mengorbankan kepentingan kesehatan dan budaya lokal.","15 Sep 22, 13:53",DLTA
"Update portofolio 14 September 2022
Major changes
1. Property
2. Constructicons
3. Coal/Energy
4. $SPTO
5. $GGRM
6. $HMSP
7. $DLTA
8.","14 Sep 22, 11:47",DLTA
Laporan Bulanan Registrasi Pemegang Efek [DLTA],"8 Sep 22, 12:10",DLTA
udah berapa kali dividen bro $DLTA ny ?,"5 Sep 22, 15:57",DLTA
,,DLTA
"Beban Bengkak, Mahkota Group (MGRO) Tanggung Kerugian Rp48,11 Miliar
EmitenNews.com—PT Mahkota Group Tbk (MGRO) yang bergerak di bisnis perkebunan kelapa sawit, membukukan rugi di sepanjang sembilan bulan pertama tahun ini. Melansir laporan keuangan perusahaan, rugi bersih perseroan tercatat sebesar Rp48,11 miliar, berbalik dari periode yang sama tahun sebelumnya d...","14 Dec 22, 07:55",MGRO
Laporan Bulanan Registrasi Pemegang Efek [MGRO],"8 Dec 22, 18:00",MGRO
"KINERJA EMITEN 9M22

$TNCA
PENDAPATAN Rp50.9 miliar (9M22) vs. Rp55.3 miliar (9M21)
LABA BERSIH* Rp0.9 miliar (9M22) vs. Rp2.2 miliar (9M21)

$BBYB
PENDAPATAN BUNGA BERSIH Rp989.3 miliar (9M22) vs. Rp202.9 miliar (9M21)
LABA BERSIH* -Rp601.2 miliar (9M22) vs. -Rp264.7 miliar (9M21)


PENDAPATAN Rp29.0 miliar (9M22) vs. Rp7.2 miliar (9M21)
LABA BERSIH* -Rp3.0 miliar (9M22) vs. Rp0.2 miliar (9M21)


PENDAPATAN Rp5,618.4 miliar (9M22) vs. Rp4,769.9 miliar (9M21)
LABA BERSIH* -Rp48.1 miliar (9M22) vs. Rp49.5 miliar (9M21)


PENDAPATAN BUNGA BERSIH Rp474.7 miliar (9M22) vs. Rp385.0 miliar (9M21)
LABA BERSIH* Rp75.4 miliar (9M22) vs. Rp50.6 miliar (9M21)

*Laba bersih yang diatribusikan kepada pemilik entitas induk
Sumber: Emiten,","7 Dec 22, 03:45",MGRO
$MGRO stabil alias lelet...,"6 Dec 22, 11:42",MGRO
"PT Mahkota Group Tbk (MGRO) Catat Penjualan Rp5,62 Triliun Hingga September 2022
PT Mahkota Group Tbk (MGRO) mencatat penjualan Rp5,62 triliun hingga periode 30 September 2022 meningkat dari penjualan Rp4,77 triliun di periode yang sama tahun sebelumnya.Laporan keuangan perseroan Senin menyebutkan, beban pokok penjualan naik menjadi Rp5,03 triliun dari Rp4,17 triliun dan laba br...","5 Dec 22, 07:56",MGRO
"Mahkota Group (MGRO) Cetak Pendapatan Rp 5,61 Triliun
JAKARTA, https://bit.ly/2xtw1Yt – PT Mahkota Group Tbk (MGRO), emiten yang bergerak di bidang pabrik kelapa sawit dan perkebunan, membukukan kenaikan pendapatan menjadi Rp 5,61 triliun sampai kuartal III-2022, dibandingkan periode sama tahun sebelumnya Rp 4,76 triliun.Baca juga: Genjot Produksi, Mahkota Grou...","4 Dec 22, 21:09",MGRO
"Berikut rangkuman untuk update laporan keuangan Q3 Tahun 2022 yang keluar pada tanggal
2 Desember 2022

- Data dalam milyaran rupiah
- Sort berdasarkan ROE tertinggi
- Data sudah update untuk Laporan Keuangan Q3 adalah 700 Emiten dari 820 Emiten

Cara untuk mendapatkan data lebih lengkap silahkan chat.","3 Dec 22, 10:13",MGRO
Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [MGRO],"2 Dec 22, 17:10",MGRO
"@Karunasankaraa $STAA $LSIP $MGRO $ANJT borong semua aja haha
mmpung masih diobral 😁","30 Nov 22, 19:25",MGRO
Rencana Penyampaian Laporan Keuangan Kuartal III 2022 Ditelaah secara terbatas [MGRO],"30 Nov 22, 18:10",MGRO
"@Karunasankaraa kyknya $STAA sm $MGRO menarik hehe 😬
mantau dlu ini","30 Nov 22, 12:38",MGRO
"$MGRO $PALM $STAA kira"" bgusan mna klo buat longterm??","29 Nov 22, 20:22",MGRO
Laporan Hasil Public Expose - Tahunan [MGRO],"29 Nov 22, 16:40",MGRO
"[BERITA MGRO 28 NOVEMBER 2022]

Info Saham Terbaik LINK DI BIO YA! 👈

MGRO OPTIMIS TAHUN INI ?❗️

PT Mahkota Group ($MGRO) optimistis tahun ini dapat membukukan total pendapatan lebih tinggi dibanding tahun lalu. Adapun pendapatan yang targetkan sebesar Rp8 triliun di akhir Desember 2022.

Direktur Utama PT Mahkota Group Tbk, Usli, mengatakan, target pendapatan tersebut diiringi dengan target laba bersih Perseroan sebesar Rp 100 miliar sampai akhir tahun ini.

""Namun (pencapaian target) itu sangat tergantung pada keadaan-keadaan harga internasional RBDPO maupun di CPO,"" ungkap Usli dalam acara Public Expose MGRO, di Jakarta,Jumat (25/11/2022).

Berdasarkan informasi laporan keuangan MGRO per kuartal III-2022, Perseroan membukukan pendapatan Rp7,31 triliun dengan laba bersih tahun berjalan Rp89,78 miliar. Tahun lalu, laba bersih tahun berjalan yang dapat diatribusikan kepada pemilik entitas induk tercatat Rp78,53 miliar.

""Untuk mencapai target tahun ini, MGRO telah memacu produktivitas di semua lini produk MGRO sejak Januari hingga Oktober 2022, yang mengalami kenaikan dibanding periode sama tahun lalu,""ungkapnya.

Secara rinci dipaparkan, kenaikan terjadi di produksi crude palm oil (CPO) MGRO yang mengalami kenaikan 16,5% yoy dari semula 194.000 ton di Januari-Oktober 2021 menjadi 226.149 ton di Januari-Oktober 2022.

Kemudian, produksi refined bleached deodorized palm oil (RBDPO) MGRO naik 13,8% yoy dari semula 254.976 ton di Januari-Oktober 2021 menjadi 290.354 ton di Januari-Oktober 2022.

""Volume produksi dan penjualan dari Januari hingga Oktobr 2022 disumbang paling besar dari volume produksi dan penjualan lokal sebesar 76%, sedangkan segmen pasar ekspor sebesar 24%,"" tuturnya.

Peningkatan juga diiringi dengan kenaikan produksi palm fatty acid distillate ( PFAD ) yang tumbuh 21,5% yoy dari 13.551 ton di Januari - Oktober 2021 menjadi 16.465 ton di Januari-Oktober 2022, maupun pada produk-produk lain yaitu palm kernel (PK), palm kernel expeller (PKE), dan palm kernel oil (PKO).

Namun, diakui penjualan CPO MGRO menciut di 10 bulan pertama tahun 2022. MGRO mencatatkan penjualan CPO MGRO pada Januari-Oktober 2022 hanya mencapai 90.097 ton, turun 41,3% dibanding realisasi penjualan Januari-Oktober 2021 yang mencapai 154.469 ton. Begitu pula dengan penjualan PK yang menyusut 42,0% yoy dari semula 42.969 ton di Januari-Oktober 2021 menjadi 24.887 ton di Januari-Oktober 2022.

Sementara itu, volume penjualan pada lini produk lainnya masih mengalami kenaikan. Secara rinci, penjualan RBDPO MGRO naik 6,2% yoy dari semula 251.004 ton di Januari-Oktober 2021 menjadi 266.637 ton di Januari-Oktober 2022.

Selain itu, PFAD naik 39,2% yoy dari semula 12.471 ton di Januari-Oktober 2021 menjadi 17.362 ton di Januari-Oktober 2022. Adapun penjualan PKE melesat 340,5% secara tahunan dari semula 5.573 ton di Januari-Oktober 2021 menjadi 24.555 ton di Januari-Oktober 2022.Sementara itu, penjualan PKO naik 171,3% secara tahunan dari 5.142 tondi Januari-Oktober 2021 menjadi 13.951 ton di Januari-Oktober 2022.

""Sedangkan prospek kelapa sawit di tahun 2023 Perseroan tetap optimis ditengah resesi global yang akan menjadi tantangan global tetapi perseroan yakin harga akan tetap stabil dengan demand yang tetap tinggi , baik di dalam negeri bahkan luar negeri,"" tutupnya.

[INFO SAHAM TERBAIK LINK DI BIO]

Analisa kembali, bukan ajakan membeli dan hanya opini disc on

Pantauan Lain","28 Nov 22, 11:26",MGRO
"Produksi Meningkat, Mahkota Group (MGRO) Pede Rauh Pendapatan Rp8 T di Akhir Tahun
EmitenNews.com—PT Mahkota Group (MGRO) optimistis tahun ini dapat membukukan total pendapatan lebih tinggi dibanding tahun lalu. Adapun pendapatan yang targetkan sebesar Rp8 triliun di akhir Desember 2022.

Direktur Utama PT Mahkota Group Tbk, Usli, mengatakan, target pendapatan tersebut diiringi ...","28 Nov 22, 10:55",MGRO
"Genjot Produksi, Mahkota Group (MGRO) Optimistis Raup Pendapatan Rp 8 Triliun
JAKARTA, PT Mahkota Group (MGRO) optimistis tahun ini dapat membukukan total pendapatan lebih tinggi dibanding tahun lalu. Adapun pendapatan yang targetkan sebesar Rp8 triliun di akhir Desember 2022.Direktur Utama PT Mahkota Group Tbk, Usli, mengatakan, target pendapatan tersebut diiringi dengan tar...","26 Nov 22, 10:26",MGRO
Penyampaian Materi Public Expose - Tahunan [MGRO],"21 Nov 22, 12:40",MGRO
"Public Expose Tahun 2022 PT. Mahkota Group Tbk ($MGRO)

Hari/Tanggal : 25 November 2022
Waktu : 10:00 WIB
Agenda : Kinerja Operasional dan Keuangan Perseroan
Tempat : Online melalui Aplikasi ZOOM Meeting https://cutt.ly/HMJgpcu","19 Nov 22, 23:55",MGRO
"📝 Daftar Investor Jumbo Yang Masuk Ke Saham IPO

Beberapa investor institusi turut ambil bagian dalam maraknya perhelatan IPO yang digelar belakangan ini. Nilai investasi yang ditanamkan oleh investor-investor tersebut juga terbilang cukup besar, masing-masing di atas 100 miliar rupiah.

Fakta menarik lainnya, sebagian dari investor institusi ini sebelumnya pernah tercatat sebagai pemegang saham di emiten-emiten lain. Berikut adalah detailnya:

: Maybank Singapore Ltd tercatat muncul dalam daftar pemegang saham di Citra Borneo Utama. Institusi ini menggenggam 320,5 juta lembar saham CBUT (setara dengan 10,26% dari total saham) yang mengindikasikan nilai investasi sebesar 221,2 miliar rupiah. Berdasarkan fitur Insider Stockbit, nama Maybank Singapore Ltd juga tercatat sebagai pemegang saham di Mahkota Group ().

: Lembaga keuangan Asian Development Bank (ADB) membeli ~1 miliar lembar saham Jayamas Medica Industri senilai 12 juta dolar AS (~190 miliar rupiah) saat IPO emiten tersebut. Dengan nilai kapitalisasi pasar OMED yang mencapai 5,5 triliun rupiah saat IPO, nilai pembelian ini mengindikasikan kepemilikan ADB sebesar ~3,4%. Pihak ADB mengatakan bahwa dukungannya ke OMED akan membantu industri layanan kesehatan Indonesia dan memberikan hasil yang lebih baik bagi masyarakat. Adapun ADB juga sebelumnya juga pernah turut berpartisipasi sebagai investor pada IPO saham Cisarua Mountain Dairy ().

: Sebuah perusahaan modal ventura bernama Glory Venture Capital tercatat menjadi salah satu pemegang saham di Wulandari Bangun Laksana. Kepemilikan Glory Venture Capital tersebut didapatkan melalui skema konversi utang menjadi saham. Sebelumnya, kedua pihak telah menandatangani fasilitas pinjaman dengan plafon 150 miliar rupiah pada November 2020. Setelah konversi yang dilakukan berbarengan dengan proses IPO, Glory Venture kini menggenggam 5,23% saham BSBK.

MKTR: Hartman International, sebuah perusahaan yang berdomisili di Singapura, masuk sebagai investor di Menthobi Karyatama Raya dengan porsi kepemilikan 9,49% atau 1,14 miliar lembar saham. Mengacu harga IPO MKTR di 120 rupiah per lembar, maka nilai investasi Hartman International tersebut mencapai 136,7 miliar rupiah. Selain di MKTR, Hartman juga tercatat pernah membeli saham Bumi Resources Minerals (BRMS) pada Oktober 2021 silam.

Key Takeaway

Di tengah ramainya aksi korporasi IPO pada November ini, partisipasi dari investor-investor besar menjadi angin segar bagi pasar modal Indonesia. Tak hanya karena nilai investasinya yang cukup besar, investor institusi juga umumnya mengambil posisi sebagai partner strategis dengan jangka waktu investasi lebih panjang.

Dengan tingkat suku bunga yang berada dalam tren kenaikan, IPO berpotensi menjadi salah satu pilihan yang menarik bagi perusahaan-perusahaan untuk menggalang dana. Hingga 10 November 2022, sudah ada 54 emiten baru yang melantai di BEI. Jumlah tersebut hampir mencapai target IPO 2022 sebanyak 55 emiten.

Simak Stockbit Snips selengkapnya di sini:","10 Nov 22, 21:47",MGRO
Rencana Penyelenggaraan Public Expose - Tahunan [MGRO],"10 Nov 22, 15:40",MGRO
Laporan Bulanan Registrasi Pemegang Efek [MGRO],"9 Nov 22, 17:10",MGRO
Laporan Informasi atau Fakta Material Rencana Penyampaian Laporan Keuangan Interim Kuartal Ke-3 Tahun 2022 Yang Ditelaah secara Terbatas (Limited Review) [MGRO],"31 Oct 22, 09:50",MGRO
Laporan Bulanan Registrasi Pemegang Efek [MGRO],"7 Oct 22, 12:10",MGRO
Laporan Bulanan Registrasi Pemegang Efek [MGRO],"12 Sep 22, 09:41",MGRO
"Ini Mahkota Group (MGRO) Genjot Kinerja di Sisa Tahun 2022
. PT Mahkota Group Tbk (MGRO) menyiapkan strategi untuk memaksimalkan kinerjanya di sisa tahun 2022. Salah satunya dengan menggenjot penjualan stok minyak sawit mentah dan turunannya.  ""Selama sisa bulan menuju akhir tahun 2022, MGRO akan menggenjot penjualan atas stok persediaan yang tercatat mas...","3 Sep 22, 07:55",MGRO
"Mahkota Group (MGRO) akan Genjot Penjualan Minyak Sawit Mentah dan Turunnya
. Emiten sawit, PT Mahkota Group Tbk (MGRO) menyiapkan rencana untuk memaksimalkan kinerjanya di sisa tahun ini. Salah satunya dengan menggenjot penjualan stok minyak sawit mentah dan turunannya.  ""Selama sisa bulan menuju akhir tahun 2022, MGRO akan menggenjot penjualan atas stok persediaan yang ...","2 Sep 22, 20:25",MGRO
