,date,comment,symbol
81,"1 Dec 22, 03:15","KINERJA EMITEN 9M22

$ICBP
PENDAPATAN Rp48,909.1 miliar (9M22) vs. Rp42,622.1 miliar (9M21)
LABA BERSIH* Rp3,309.2 miliar (9M22) vs. Rp4,969.5 miliar (9M21)

$INCI
PENDAPATAN Rp393.8 miliar (9M22) vs. Rp365.5 miliar (9M21)
LABA BERSIH* Rp22.5 miliar (9M22) vs. Rp2.3 miliar (9M21)


PENDAPATAN Rp97.5 miliar (9M22) vs. Rp87.5 miliar (9M21)
LABA BERSIH* Rp10.1 miliar (9M22) vs. Rp6.6 miliar (9M21)


PENDAPATAN Rp80,821.6 miliar (9M22) vs. Rp72,808.3 miliar (9M21)
LABA BERSIH* Rp4,646.0 miliar (9M22) vs. Rp5,409.6 miliar (9M21)


PENDAPATAN Rp3.3 miliar (9M22) vs. Rp3.0 miliar (9M21)
LABA BERSIH* -Rp3.5 miliar (9M22) vs. Rp0.0 miliar (9M21)

*Laba bersih yang diatribusikan kepada pemilik entitas induk
Sumber: Emiten,",ICBP
82,"1 Dec 22, 00:02 · Edited on 1 Dec 22, 00:02","Itu kemarin LK 2 minus sekarang malah naik banyak $ICBP ,emang market kadang bisa aja ngga rasional,karena ada kepentingan beberapa orang",ICBP
83,"30 Nov 22, 19:53 · Edited on 30 Nov 22, 20:11",$ICBP di Haka 10.100 dengan volume besar pada menit terakhir 15.00 ; bagaimana Analisanya ??,ICBP
84,"30 Nov 22, 19:04","$INDF $ICBP, lumayaaan...
Revenue YOY Q3 naik 11%, QOQ naik 10,6%

Tapi net profitnya YOY turun (6,7 T vs 8 T) ?
Iya karena kena beban keuangan sebesar 5,4 T dimana 3,1 T nya itu adalah RUGI NETO atas SELISIH NILAI TUKAR MATA UANG (lihat catatan kaki 31). Simplenya karena dollarnya sekarang ada di Rp. 15,727, kalau nanti dollar balik ke Rp 13,600 ya RUGI NETO 3,1 T ini semua hilang karena rugi kurs ini BELUM di REALIZED sampai jatuhnya tempo pembayaran obligasi INDF di 2031 dan 2051

Kalau rugi kurs ini kita abaikan, artinya net profit INDF harusnya 9,8 T... Dimana artinya naik sekitar 20% dibandingkan tahun lalu.. Yaa not bad lah...

Other issue ? Profit divisi CBP sepertinya masih tergerus efek harga bahan baku... Gross Profit Margin masih blum bisa balik ke 2021.. Moga2 cepet beres deh issue harga gandum dkk..

Ajakan membeli ? Bukan lah, ini cuma diskusi doang kok..
Kalo ada yg salah silahkan disanggah ya",ICBP
85,"30 Nov 22, 18:47","Kapan bisa FINANCIAL FREEDOM kayak Lo Kheng Hong?

Bapak LKH merupakan salah satu panutan saya dalam berinvestasi di pasar modal.
Saya juga percaya untuk menang dengan cara lebih 'cepat' dan cerdas, kita harus melihat sejarah seseorang atau suatu negara.

Saya membeli buku Bpk Lukas Setia Atmaja berjudul Lo Kheng Hong. Dimana buku ini secara lengkap menjelaskan perjalanan investasi Bapak LKH dan juga cara beliau analisa perusahaan.

LKH mulai investasi di tahun 1989.
Sama seperti investor pemula, beragam gaya dicoba dulu, mulai dari trading iya, hingga berebut saham IPO juga iya. Udah mana antri panjang ,eh malah harus cutloss hehehe

Sampai akhirnya LKH mendengar kisah Warren Buffett dan mulai belajar value investing. Dimana ilmu tersebut ia praktikkan khususnya ketika krisis moneter di 1998, dimana ia membeli suatu saham sekitar 300 jutaan yang kemudian bertumbuh menjadi 1.5 milyar

1.5 milyar inilah yang kemudian digunakan LKH untuk membeli . Saham yang 6 tahun kemudian mampu merubah seluruh hidup LKH dari yang pas menjadi Super Pass (Alias bisa kemana ajah kapan ajah) hehehe

Dalam buku ini, ada 1 halaman yang mencatat daftar saham yang dimiliki oleh LKH, dari tahun ke tahun, jumlah pembelian dan persentase keuntungan.

Saya menemukan rata-rata pegangan saham pak LKH adalah 2 tahunan dengan persentase profit sekitar 200-800%. Sedangkan yang benar-benar bagger hingga ribuan persen itu didapat dengan lama investasi sekitar 6 tahun.

Ada sih yang dibawah 2 tahun, tetapi LKH pun mengakui, memang pas ajah momentumnya alias ada unsur keberuntungan (hoki)

Dari data ini, kebebasan finansial dari saham sangatlah mungkin asalkan kita mau bersabar dan belajar cara memilih saham yang baik dan benar.

Bukan berarti pula, jika dalam 6 tahun anda tidak financial freedom anda gagal yah. BUKAN! hehehe.. jangan membandingkan diri yah gaes.

Tapi yang paling penting diawal adalah membangun rasa percaya diri dalam pemilihan saham. Sama seperti LKH, pegang UNTR bisa hampir 6 tahun. Kalau anda mau gak pegang selama itu ketika lihat saham yang lain pada naik tinggi? Jangankan anda, saya ajah masih kesel, sampai suka ngerasa salah pilih.. hahahaha.

Dan itulah indahnya investasi. Ketika anda fokus untuk mengembangkan rasa percaya diri dan belajar memilih keputusan yang lebih baik, saya percaya kita semua akan memiliki kehidupan yang lebih baik dan lebih kaya , baik materi dan rohani .

Bagaimana menurut anda?
---
Hello, saya Intan seorang istri yang bercita-cita menjadi full time investor
Saya berharap bisa bertemu dengan komunitas yang memiliki visi serupa agar bisa bertumbuh bersama.
Let's be friends

Cheers
---",ICBP
86,"30 Nov 22, 18:16 · Edited on 30 Nov 22, 18:23","$INDF
Saya senang LK Indofood sudah keluar Q3. Saya perlu akui, hebat manajemen dalam arungi penjualan di 2022 ini. Saya sebagai pedagang Indomie, sih, tahun ini puji Tuhan, lancar. Orang masih ambil barang sama saya. Harga saya masih bisa lepas murah dibanding supermarket. Saya kagum dengan produknya, animo masyarakat masih suka mie nya.


sukses terus pak Salim. Pengen kerja di perusahaan bapak, tapi ditolak HRD bapak, yang masih muda dan single itu.

saya akhirnya dagang indomie aja, supply ke org yg butuh.",ICBP
87,"30 Nov 22, 18:12","lk q3 guys
$INDF $ICBP $HMSP $SULI $ELSA",ICBP
88,"30 Nov 22, 18:10","Laba Produsen Indomie Indofood CBP (ICBP) Turun Tipis Jadi Rp5,15 Triliun
https://bit.ly/147E996, JAKARTA — Duo emiten milik Grup Salim PT Indofood Sukses Makmur Tbk. (INDF) dan PT Indofood CBP Sukses Makmur Tbk. (ICBP) membukukan kinerja yang cukup berbeda hingga akhir kuartal III/2022. Laba ICBP terpantau masih terkoreksi per September 2022, sementara INDF memperlihatkan kenaikan...",ICBP
89,"30 Nov 22, 18:10","$ICBP !

volume hari ini kembali masuk dengan porsi besar, ICBP yang kenaikannya tertahan sejak juli kemarin akhirnya bisa membuat HIGHER HIGH dan berpotensi untuk melanjutkan kenaikan ke next resistance di area 10600 !

Good luck ! #AnalisaKembali #NoPomPom #DisclaimerOn #NFA #DYOR",ICBP
90,"30 Nov 22, 18:00",$ICBP,ICBP
91,"30 Nov 22, 17:57",$ICBP,ICBP
92,"30 Nov 22, 17:42","Kumpulan Artikel Pengaruh Jumlah Kepemilikan Saham Investor Ritel terhadap Pergerakan Harga Saham

1. Kisah Ritel $ICBP https://cutt.ly/e1ekimQ
2. Kisah Ritel $ITMG https://cutt.ly/a1qvrgJ
3. Kisah Ritel TCPI https://cutt.ly/U1eT4Dj
4. Kisah Ritel $ACES https://cutt.ly/T1tCpNs
5. Kisah Ritel $HMSP https://cutt.ly/61t2QZ7
6. Kisah Investor Tunggu Tanggal Mainnya BACA https://cutt.ly/W1t9Jh0
7. Kisah Ritel BBCA
8. Kisah Ritel BBRI

Untuk membuktikan validitas maka harus lihat setidaknya data >500 saham untuk tahu pengaruh jumlah investor ritel pada pergerakan saham.

Thesis awalnya adalah makin banyak investor ritel di sebuah saham maka sulit saham bergerak naik. Sedangkan makin sedikit investor ritel maka makin ringan saham diangkat.

Jadi kalau pengen sahamnya cepat terbang, jangan ajak orang 1 kampung beli saham.

Bonus BMRI BBNI

Disclaimer:",ICBP
93,"30 Nov 22, 17:28","@skydrugz27 Betul, keliatan pergerakan jumlah pemegang sahamnya.

di Stockbit juga ada data historis holding compositionnya, individu / institusi, lokal / asing

$BBRI $BBCA $ICBP $ITMG $ACES",ICBP
94,"30 Nov 22, 17:25","Thesis Investor Ritel Adalah Pemberat Saham Juga Berlaku di $BBRI

Setelah investor ritel-nya berkurang, BBRI tembus All Time High seperti $BBCA

Thesis yang sama di saham lain, terbang setelah ditinggal investor ritel
1. Saham $ICBP https://cutt.ly/e1ekimQ
2. Saham $ITMG https://cutt.ly/a1qvrgJ
3. Saham TCPI https://cutt.ly/U1eT4Dj

Anjlok setelah investor ritel-nya banyak
1.
2. BACA
3. HMSP

Silahkan cek saham lain untuk cek validitas-nya

Disclaimer:",ICBP
95,"30 Nov 22, 17:12",$ICBP ZP ayo borong terus,ICBP
96,"30 Nov 22, 17:10","Thesis Makin Banyak Ritel, Harga Anjlok. Makin Sedikit Ritel, Harga Terbang. Valid di $BBCA
https://cutt.ly/O1RmS4E

Saham BBCA All Time High setelah investor ritel-nya kabur.

Investor ritel yang jadi pemberat saham, langsung hilang.
https://cutt.ly/O1RmS4E

Makin banyak investor ritel, makin berat saham gerak.

Same stories di

Disclaimer:",ICBP
97,"30 Nov 22, 17:10",Laporan Informasi atau Fakta Material Penyampaian Siaran Pers Kinerja Keuangan PT Indofood CBP Sukses Makmur Tbk untuk Periode yang Berakhir pada Tanggal 30 September 2022 [ICBP],ICBP
98,"30 Nov 22, 17:10",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [ICBP],ICBP
99,"30 Nov 22, 15:26 · Edited on 30 Nov 22, 15:26","@Panorama78 mansek jarang dibuka om semenjak fiturnya tertutup banyak, pindah ipot buat main eh ini tadi mau rekap aset buat laporan pajak buka deh mansek baru inget beli $BBRI sama $ICBP",ICBP
100,"30 Nov 22, 15:23",$ICBP selamat kepada top holding stockbit yang beli avg 10.000,ICBP
101,"30 Nov 22, 15:23","$ICBP ditutup menguat 125 hari ini, masa depan sungguh ada dan harapan tidak akan hilang 💪",ICBP
102,"30 Nov 22, 10:53","juara 2 dipegang $ICBP , yuk siapa yg dpt medali perunggu nih $BBNI atau $MBAP ???",ICBP
103,"30 Nov 22, 10:33","$INDF $ICBP laporan keuangannya mana yaa..
kalo mepet2 akhir gini biasa sih hancur ini..",ICBP
104,"29 Nov 22, 22:05","Menganalisa Keunggulan Kompetitif Perusahaan

Keunggulan kompetitif (competitive advantage) adalah keunggulan-keunggulan yang dimiliki suatu perusahaan dibandingkan dengan para pesaingnya, yang memungkinkannya memenangkan persaingan yang ada, dan menguasai pangsa pasarnya dalam jangka panjang. Warren Buffett menyebut keunggulan kompetitif itu dengan istilah ""economic moat"" (parit ekonomi). Dia menggambarkan keunggulan kompetitif itu laksana parit besar yang mengelilingi sebuah kastil pada masa lalu. Pada masa lalu seorang raja atau bangsawan biasanya membuat parit yang besar dan dalam di sekeliling kastilnya, supaya kastilnya tidak mudah diserang dan dapat bertahan lama dalam peperangan. Semakin besar dan dalam parit yang mengelilinginya, semakin sukarlah kastil itu diserang dan diruntuhkan. (Untuk melihat salah satu contoh kastil yang dikelilingi parit seperti itu, silahkan kunjungi .)

Demikian pula halnya dalam dunia bisnis. Bisnis yang bagus, yang dapat menghasilkan banyak keuntungan, biasanya juga sarat akan persaingan. Karena itu, untuk dapat bertahan dan memenangkan persaingan itu, suatu perusahaan harus memiliki keunggulan dibandingkan dengan para pesaingnya. Perusahaan yang tak memiliki keunggulan kompetitif akan runtuh pada masa-masa sulit. Sebaliknya, perusahaan yang memiliki keunggulan kompetitif akan dapat bertahan pada masa-masa sulit, mampu menarik dan mempertahankan para pelanggannya secara konsisten, mampu menghasilkan keuntungan yang luar biasa pada masa-masa baik, dan pada akhirnya mampu menyingkirkan para pesaingnya.

Sebagai investor, kita perlu memeriksa apakah suatu perusahaan memiliki keunggulan kompetitif atau tidak. Bila ya, keunggulan kompetitif apa saja yang dimilikinya? Pemahaman ini penting setidaknya untuk 2 hal:
1. Untuk menambah keyakinan kita dalam berinvestasi, dan
2. untuk mengantisipasi kalau suatu saat keunggulan kompetitif itu mulai memudar.

Masalahnya, keunggulan kompetitif itu bukanlah aset yang secara eksplisit tercatat di laporan tahunan atau laporan keuangan perusahaan. Untuk dapat mengenalinya, kita harus benar-benar mengenali bisnis perusahaan itu dan menganalisanya secara cermat. Sebagai alat bantu, kita dapat mengajukan 5 pertanyaan berikut ini dalam proses analisa kita*:

1. Secara spesifik, apakah produk dan jasa yang ditawarkan perusahaan ini?

Kita harus dapat menjawab pertanyaan ini dengan baik. Bila tidak, itu berarti kita tidak benar-benar mengenal bisnis perusahaan tersebut.

2. Apakah produk dan jasa itu juga ditawarkan oleh perusahaan lain?

Bila jawabannya adalah ""ya"", maka kita perlu bertanya: perusahaan mana sajakah yang menjadi pesaing perusahaan ini? Lalu, kita lanjutkan ke pertanyaan nomor 3.

Bila jawabannya adalah ""tidak"", maka kita telah menemukan perusahaan yang memonopoli industrinya. Dalam hal ini kita perlu bertanya, mengapa tidak ada perusahaan lain yang bergerak dalam bisnis itu? Mengapa dan bagaimana perusahaan ini dapat menjadi pemain tunggal dalam bisnis itu?

3. Bila saya membutuhkannya, akankah saya memilih produk dan jasa dari perusahaan ini atau dari perusahaan lain? Atau, apakah produk dan jasa dari perusahaan manapun tidak terlalu masalah bagi saya?

Bila kita memilih untuk menggunakan produk dan jasa dari perusahaan ini, kita mungkin menemukan perusahaan yang memiliki keunggulan kompetitif. Kita dapat melanjutkan ke pertanyaan nomor 4.

Bila kita memilih untuk menggunakan produk dan jasa dari perusahaan lain, perusahaan ini mungkin tidak memiliki keunggulan kompetitif. Mungkin perusahaan lain itulah yang memiliki keunggulan kompetitif, lebih-lebih bila perusahaan lain itulah yang segera muncul dalam benak kita saat memikirkan produk dan jasa yang bersangkutan.

Bila tidak masalah bagi kita untuk menggunakan produk dan jasa dari perusahaan yang manapun, maka ada 2 kemungkinan:

Pertama, kita mungkin tidak benar-benar memahami kualitas dari produk dan jasa yang ditawarkan itu. Karena kita tidak memahaminya, maka kita tidak terlalu memperhatikan detail-detail pada produk dan jasa itu. Kita menganggap semuanya sama saja, sehingga tak masalah bagi kita menggunakan produk dan jasa dari perusahaan yang manapun.

Kedua, mungkin pada dasarnya produk dan jasa yang ditawarkan memang sama saja, sehingga harga menjadi satu-satunya faktor penentu dalam pengambilan keputusan kita. Dengan kata lain, perusahaan ini mungkin bergerak dalam industri yang sarat akan persaingan harga. Di mana ada harga yang lebih murah, ke sanalah para pelanggan akan pergi. Tak ada loyalitas pelanggan karena tak ada diferensiasi produk. Kita sebaiknya menghindari perusahaan yang bergerak dalam industri seperti ini, kecuali perusahaan itu adalah produsen berbiaya rendah (low-cost producer) yang mampu menjual dengan harga yang lebih murah daripada para pesaingnya dan tetap memperoleh keuntungan yang signifikan.

4. Mengapa saya lebih memilih menggunakan produk dan jasa dari perusahaan ini, bukannya dari perusahaan lain?

Jawaban atas pertanyaan ini merupakan keunggulan-keunggulan kompetitif yang mungkin dimiliki oleh perusahaan itu. Semakin banyak dan semakin detail jawaban kita atas pertanyaan ini, semakin baik. 

5. Akankah keunggulan-keunggulan itu akan dapat bertahan dalam jangka panjang? Mengapa?

Pertanyaan ini bermanfaat untuk semakin mempertajam analisa kita atas keunggulan kompetitif perusahaan ini. Kita ingin memastikan bahwa keunggulan kompetitif yang dimiliki perusahaan ini benar-benar kuat dan tahan lama, tidak hanya bersifat sementara saja. Selain itu, kita juga ingin memastikan bahwa perusahaan ini mampu mempertahankan dan meningkatkan pangsa pasarnya secara terus-menerus. Penurunan pangsa pasar dapat mengindikasikan bahwa keunggulan kompetitif perusahaan mulai melemah.

Sebenarnya, hasil analisa kita sejauh ini barulah bersifat dugaan semata. Kita masih perlu memeriksa rekam jejak kinerja dan keuangan perusahaan itu untuk menguji dan mengonfirmasi kebenaran dugaan kita. Walaupun demikian, proses analisa ini perlu kita lalui untuk memastikan bahwa kita benar-benar memahami model bisnis perusahaan itu dan keunggulan-keunggulan yang dimilikinya, sehingga kita dapat menjelaskan — terutama kepada diri kita sendiri — mengapa kita ingin berinvestasi pada perusahaan itu.

Jadi, sudahkah Anda mengenal keunggulan kompetitif dari perusahaan yang sahamnya Anda pegang?

Keep learning, be excellent, and achieve your dream!

Posted by


Catatan:
* 5 pertanyaan ini saya adaptasi dari buku ""Gone Fishing with Buffett"" karya Sean Seah.


Random tag:",ICBP
105,"29 Nov 22, 13:00 · Edited on 29 Nov 22, 16:57","Fenomena Window Dressing (Fakta atau mitos?)
=======================================

Ketika kita mulai terjun dalam berinvestasi atau melakukan trading saham, akan banyak istilah yang kita temui dimana dengan mengetahui istilah-istilah tersebut kita akan dapat memanfaatkan peluang atau menghindari resiko yang lebih tinggi di bursa efek.

Salah satu yang akan kita jumpai di akhir tahun ini adalah fenomena window dressing.
Apa itu window dressing?fenomena window dressing adalah kejadian dimana ada suatu keyakinan oleh banyak investor atau trader dimana akan terjadi trend kenaikan harga saham di akhir tahun (pada bulan Desember).

Berikut saya rangkum untuk beberapa faktor dimana fenomena window dressing diyakini terjadi :

1. Perusahaan yang ada di bursa mencoba mempercantik Laporan Keuangan
Perusahaan berusaha memoles performa LK sebelum dipublish ke publik, dimana beberapa strategi diterapkan seperti berusaha mengecilkan pajak (dengan melakukan pengakuan pendapatan dalam tahun berjalan sebagai pendapatan tahun sebelumnya, mengakui biaya lebih cepat) atau mempengaruhi investor/calon investor terhadap valuasi perusahaan (melakukan pengakuan pendapatan lebih cepat/prematur, mencatat pendapatan palsu, melakukan penjualan aset tetap yang mengalami penyusutan nilai, mengakui biaya lebih lambat, menampilkan jumlah utang tak tertagih dengan nominal rendah agar angka piutang terkesan lebih besar, tidak mengungkap semua kewajiban yang dimiliki perusahaan, dsb).

2. Fund Manager ingin mempercantik portofolio
Fund Manager berusaha masuk ke saham-saham tertentu (biasanya big caps dengan fundamental bagus) daripada saham lini kedua dan ketiga, biasanya karena balancing portofolio dan dipengaruhi kebijakan perusahaan. Sehingga hal ini mempengaruhi kenaikan harga dari saham-saham yang masuk dalam portofolio big fund.

3. Self Fulfilling Prophecy
Hal ini berkaitan dengan harapan para investor itu sendiri, dimana banyak investor yang meyakini fenomena window dressing akan terjadi sehingga pembelian saham dalam jumlah besar mempengaruhi kenaikan saham di akhir tahun.

Apabila kita lihat dari fitur seasonality Stockbit , seperti yang ada di lampiran, maka untuk IHSG dan LQ45 pada 10 tahun terakhir memang 100% dimana cenderung harganya selalu naik pada bulan Desember. Anda bisa memanfaatkan fitur ini untuk screening lebih detail masing-masing saham pilihan anda.

Penulis sendiri pada setiap fenomena di pasar saham selalu mencoba melakukan analisa lebih detail sebelum memutuskan masuk pada suatu saham, apalagi dalam jumlah yang besar. Dan sebaiknya kita tidak hanya berpatokan pada satu Laporan Keuangan di Q4, tetapi juga melihat LK pada kuartal sebelumnya.
Tetapi apabila anda tertarik memanfaatkan fenomena ini, maka pilihan yang lebih baik adalah mempertimbangkan untuk masuk pada saham bluechip yang masih bervaluasi murah. Saat ini saya merasa masih ada beberapa saham bluechip yang belum diapresiasi pasar dengan melihat history valuasi sebelumnya.

Adapun untuk cara menentukan valuasi masih murah, beberapa rekan sempat chat melaui DM. Saya akan coba jelaskan beberapa metode di tulisan berikutnya.

Semoga tulisan ini bisa membantu untuk memahami fenomena window dressing, apakah anda tertarik untuk memanfaatkan fenomena ini?please kindly DYOR.",ICBP
106,"29 Nov 22, 11:38 · Edited on 29 Nov 22, 11:47","$ICBP Definisi beli bawah, jual pucuk.
(Jika jual pucuk, siapa yg membeli?💡)

https://stockbit.com/post/9488730",ICBP
107,"29 Nov 22, 07:40","Analisa Saham ICBP | 29 November 2022
Analisa Saham ICBPICBP saat ini berhasil break resisten konsolidasinya di 9900. Kedepan, selama harganya mampu bergerak dan bertahan di atas area 9900, terbuka peluang bagi ICBP bergerak naik lebih tinggi menuju 10600 dengan minor target 10225 (skenario panah biru).Namun, bagaimana jika ternyata tid...",ICBP
108,"29 Nov 22, 07:13","Harga CPO Malaysia sudah hampir memastikan akan mengakhiri Downtrend. Untuk mengawali Uptrend, CPO Malaysia harus Breakout Resistance di MYR4,500 dan memasuki Uptrend menuju MYR5,500.

Saat ini ada SMA 20 sudah di atas SMA 60 dan harga CPO Malaysia pun di atas SMA 60. Hal ini menambah peluang CPO Malaysia untuk Breakout Resistance.

Uptrend-nya CPO Malaysia selain memberikan sentimen positif pada saham sektor CPO ($STAA,$DSNG), saham Retail ($LPPF) dan FMCG ($ICBP) termasuk Auto ($ASII) pun berpotensi mendapat sentimen positif. Hal ini karena kenaikan harga CPO mendorong kenaikan pendapatan petani atau masyarakat di luar Jawa.

Karena itu, Uptrend CPO Malaysia dapat menjadi katalis positif untuk IHSG.

Disclaimer On",ICBP
109,"28 Nov 22, 18:25","ICBP Break Resisten Konsolidasi, Lanjut Rally?
ICBP Break Resisten Konsolidasi, Lanjut Rally? by galerisaham on TradingView.comICBP saat ini berhasil break resisten konsolidasinya di 9900. Kedepan, selama harganya mampu bergerak dan bertahan di atas area 9900, terbuka peluang bagi ICBP bergerak naik lebih tinggi menuju 10600 dengan minor targ...",ICBP
110,"28 Nov 22, 14:56","Menarik melihat pergerakan amerika yang berencana memperlambat kenaikan suku bunga kedepannya. Dimana semua orang berekspektasi suku bunga sudah peaking dan akan bertahan mungkin bertambah lebih lambat atau bertahan di atas sana dan pelan pelan pasti akan turun entah tahun depan atau di 2024. Hal ini berpengaruh terhadap nilai dollar amerika yang diharapkan akan pelan- pelan melemah kedepannya.

Jika ini terjadi, banyak perusahaan dengan bahan material impor diharapkan akan berperforma lebih baik. Karena kemarin walau soft commodity harganya sudah banyak berguguran namun dollar masih tinggi sehingga cost of materials masih tinggi.

Apa jadinya nanti jika kemarin saat harga jual naik dan COGS menurun? Tentu higher profit.

Perusahaan consumer seperti yang mungkin menggunakan wheat diharapkan bisa menekan cost dan menaikan laba.

Perusahaan industri seperti dan yang mengimpor seperti soda ash dan oil dan cotton diharapkan juga bisa mnurunkan biaya dan menaikan margin dan sales.

Utang utang dollar seperti AMFG pun diharapkan bisa menurunkan beban keuangan atau selisih kurs.


Tinggal kita lihat performa masing masing perusahaan untuk melakukan yang terbaik untuk menaikan performa perusahaan nya",ICBP
111,"28 Nov 22, 08:23","$ICBP
Kembali mencoba breakout!
Doain yak",ICBP
112,"28 Nov 22, 07:09","$ICBP technical view, bisa dilihat di chart ya guys untuk support dan resistantnya

disclaimer on
$INDF $MYOR $ICBP $UNVR $JPFA",ICBP
113,"28 Nov 22, 07:04","Saham menarik hari ini
$SIDO $ICBP $LPPF $MEDS
Coretannya nyusul

Disclaimer on",ICBP
114,"27 Nov 22, 21:57","StockPick 28 November 2022
(https://bit.ly/bernardidz)
(https://bit.ly/room-cuancommunity)

$ICBP » BUY IF BREAK 9900 » CL BELOW 9700 » RES 10450
$INTP » BUY IF BREAK 9900 » CL BELOW 9525 » RES 10700
$KLBF » BUY IF BREAK 2110 » CL BELOW 2000 » RES 2210
$SMGR » BUY IF BREAK 7775 » CL BELOW 7525 » RES 8300
$SMRA » BUY IF BREAK 625 » CL BELOW 610 » RES 685

Note:
RES » RESISTEN
CL » CUTLOSS

Update Info Saham Terbaru:
➡️ ⬅️

Belajar Trading Saham Gratis:
➡️ ⬅️

Untuk informasi lebih lengkap, kamu boleh tanyakan ke:
Juni ()
Viona ()

(Disclaimer On)

Cek disini:",ICBP
115,"27 Nov 22, 19:31","Note: Nope I don't gamble, but I do love playing some casino games, lets say Blackjack 🤏.

$ACES $FREN $ICBP $HEXA $ADHI",ICBP
116,"27 Nov 22, 17:08","Resesi, resesi dan resesi.

Sebuah kata yang maknanya ""netral"" (yang membuat arti itu pikiran kita, btw) dan bagian dari siklus ekonomi, menjadi kata yang bikin jengah. Semua media, semua orang sibuk membahas ini. Sayangnya, cara dan perspektif yang ditawarkan mayoritas lebih sebagai (maaf) ""melacurkan diri"" demi konten belaka. Bukannya mencerahkan sambil tetap waspada, yang ada hanyalah ketakutan tanpa dasar yang kuat - hanya berbekal pidato Presiden yang dipotong maknanya.

Kasus menakut-nakuti (istilah kerennya fear mongering) semacam resesi dan dunia gelap 2023 ini bukan sekali. Ada fear mongering Jouska tentang biaya pendidikan dan ""biaya masa depan"" lain. Keluar dari keuangan, hampir setiap hari ada saja berita atau informasi yang cenderung dibingkai atau disetting menakutkan. Mengapa ini terjadi dan bagaimana kita melihat fenomena ketakutan, kepanikan dan FOMO akibat fenomena ini?

=====

Secara natur, manusia cenderung memandang berita negatif dengan bobot yang lebih besar. Hal ini sudah sejak jaman nenek moyang dulu, dimana manusia terbiasa menghadapi beragam kondisi negatif. Hal ini mempengaruhi perkembangan otak dalam merespon - menjadi lebih sensitif. Belum di tambah dengan faktor eksternal yang mempertajam, seperti media dan konten yang hidupnya tergantung pada reaksi pemirsa atau pembaca.

Berita negatif biasanya diframe dan disetting dengan sejumlah cara. Misalnya, melebih lebihkan konteks atau makna, menjelaskan hanya satu sisi saja, membuka ruang lowong atau gantung untuk membuat spekulasi hingga logika yang lompat - cenderung cocoklogi. Apapun caranya, intinya 2 : menambah konteks atau mengurangi hal penting. Hal ini bukan hanya berbahaya dalam memahami konten-konten tertentu yang punya teori dasar, namun juga bermasalah dalam sudut pandang atau perspektif yang diangkat.

Misalnya soal resesi tadi. Jika kita memahami teori ekonomi makro, resesi adalah satu bagian berulang dari ekonomi. Resesi telah terjadi berkali kali dan ekonomi kembali recover setelahnya. Namun karena istilah ini terdengar ""keren"" untuk orang awam dan tidak semua ngerti, resesi ditempelkan dengan makna yang negatif. Resesi dianggap sama dengan krisis ekonomi, yang maknanya jelas jelas beda.

Berita negatif dimunculkan untuk beberapa hal. Misalnya mempengaruhi persepsi dan mendorong kewaspadaan. Dalam beberapa segi, berita negatif adalah balancing dari berita positif. Waspada juga menjadi koentji agar tak terlena dengan ancaman kedepan. Apalagi jika ancaman itu signifikan secara fundamental.

Namun demikian, reaksi psikologis dan emosi biasanya lebih besar dari rasionalitas - apalagi jika tidak diimbangi dengan pengetahuan soal hal tersebut. Alih alih khawatir resesi dan ancaman, kita malah lebih khawatir terhadap informasi yang beredar. Apalagi dengan informasi sekarang yang jauh lebih cepat menyebar daripada kecepatan cahaya. Bukan berarti kita terus hanya memilih berita positif. Kita kadang perlu berita negatif agar balance melihat realitas atau data yang ada. Karena itu, informasi yang mencerahkan lebih dibutuhkan.

Misal soal resesi tadi. Alih alih hanya membuat informasi yang cenderung memilih satu perspektif - menganggap resesi tidak ada vs resesi itu bakal ada, mengapa kita tak membahas topik yang lebih general tentang resesi itu sendiri? Misalnya membahas cycle ekonomi untuk menerangkan tentang resesi yang menjadi bagian dari siklus tersebut atau membahas bagaimana cara kita bertindak dan menanggapi isu tersebut. Banyak topik menarik yang bisa digali dari resesi yang bisa mencerahkan dan sekaligus tetap aware.

Karena tidak semua orang awam ngerti (dan mau ngerti) soal ekonomi, seharusnya kita menggunakan istilah yang lebih umum dan penjelasan yang sederhana. Ini mengurangi gap dan menghindari spekulasi yang menciptakan persepsi (positif atau negatif). Istilah resesi adalah istilah ekonomi makro yang terlalu luas dan kurang umum.

Lagipula, apakah semua orang akan kena rata? Jawabannya tidak. Secara mikro, kita biasanya akan menemukan banyak fakta fakta menarik tentang resilience (tangguh) dari mereka mereka di akar rumput yang kuat karena keadaan telah menempa mereka di berbagai kondisi. Itulah mengapa sering disebut dalam berbagai kesulitan selalu ada peluang. Ini bukan berarti mengabaikan mereka yang lemah dan harus dibantu, namun kita bisa melihat bahwa ada kondisi bervariatif yang tentu perlu penanganan dan perspektif yang beda.

Pada akhirnya, setiap peristiwa itu maknanya netral. Pikiran kita yang menjadikan peristiwa itu secara otomatis bermakna positif dan negatif. Karena itulah, kita perlu melihat lebih luas, selalu mengupgrade diri dan memilah informasi untuk memberi makna yang lebih baik atas segala peristiwa yang ada.

Konten serupa tentang cerita dibalik berita, bisa baca di

Topik mengenai saham, investasi dan bisnis lainnya bisa cek dan follow Instagram dan Tiktok .",ICBP
