date,comment,symbol
"9 Nov 22, 13:43","$PANI Saldo kalian di SB udah pada balik belum ya?
Kok saya masih belum, udah sesi 2",PANI
"9 Nov 22, 13:38","Kemarin, jam sekarang, $PANI menarik di strong support. Sudah buy kemarin di 995, lumayan 6%+. Happy cuan yg ikut beli di strong support kemarin",PANI
"9 Nov 22, 13:05","tebak2 gangguan SB yukkk ahh...

https://stockbit.com/post/10058172

random tag
$PDPP $BRMS $BSBK $BUMI $PANI",PANI
"9 Nov 22, 12:32",$PANI,PANI
"9 Nov 22, 12:26",$PANI,PANI
"9 Nov 22, 10:18","$PANI book value nya 3 perak, segini aja udah bagus :V
#Nakut-nakutin",PANI
"9 Nov 22, 09:09","Yuk kita coba predict $PANI lagi, see you in 3 months (hopefully less) 👀",PANI
"9 Nov 22, 08:52 · Edited on 9 Nov 22, 08:53","@Stockbit ini duit balance gue ilang
bikin $PANI k $BOSS
gue kemaren cm sell $SICO kok ada transaksi buy sico ??? erot sih eror tp ga gini jg woooooi",PANI
"8 Nov 22, 20:34",$PANI CL.😅,PANI
"8 Nov 22, 19:38",$PANI,PANI
"8 Nov 22, 18:05",$PANI cuma mau kasi tau book value nya 3 rupiah,PANI
"8 Nov 22, 15:07",$PANI kemungkinan besar pdpp akan ara beberapa kali.pani akan ikut ara ngak ya???,PANI
"8 Nov 22, 14:47","$PANI kenapa lapkeu nya lama? karena orang auditnya bingung, fisiknya pabrik kaleng tapi ngakunya perusahaan properti wkwkwk",PANI
"8 Nov 22, 14:40 · Edited on 8 Nov 22, 14:52",$PANI tidur dulu.......audit paling kelar nya nanti akhir November......gapapa saya nunggu desembernya saja......,PANI
"8 Nov 22, 14:32",$PANI lama benar ya laporan keuangannya pani.masa audit ngak selesai selesai???,PANI
"8 Nov 22, 13:46","$PANI di strong support. Kalo jebol CL, kalo bertahan, potensi up tinggi. Atur sendiri trading plan dan MM nya ya, jangan asal HAKA",PANI
"8 Nov 22, 13:44",$PANI arb coi,PANI
"8 Nov 22, 13:41","ada yg antri jual $PANI 1 frekuensi = 1 ID = 1 org 478 lot, CL pak? 🤣 😆 scalping di saham yg volatile tinggi, yg IPO lagi rame tuhh, bisa utk scalping. klopun ini rebound, woles aja. trs fomo dan jadi CL kan ?? 😂 😆

bandar belum dateng, masih ritel scalper

478 lot skitar 47,8 jt.
feel the magic in the air 😂 😆",PANI
"8 Nov 22, 10:04","@stockbit tolong cek chat ke CS, saya selisih 1 lot di $PANI, padahal tdk ada order buy dan sell. jgn sampai saya berpikir @stockbit curi lot saya. segera selesaikan masalah ini!!",PANI
"8 Nov 22, 06:18","Tentang Gaji Rata-rata

Setelah membuat artikel tentang gaji rata-rata $BBCA banyak yang protes bilang kurang oke pakai data rata-rata, harus pakai median dll.
https://cutt.ly/GN3Yg5U

Jadi begini, mengapa saya menggunakan kata rata-rata, karena

Pertama, itu sangat simpel. Hanya menggunakan jumlah total gaji bagi jumlah pegawai tetap. Selesai. Tidak peduli itu mau level manager atau staf.

Kedua, di Laporan Keuangan BBCA, adanya hanya data gaji total dan jumlah karyawan. Dari mana saya harus ambil data gaji staf atau gaji manager? Emangnya di LK ada datanya? Sebenarnya data gaji karyawan BBCA bisa dicek di aplikasi lain seperti Gajimu, Jobplanet, Payscale, dll. Tapi itu kan butuh effort lagi. Kalau emang niat banget cari median gaji karyawan BBCA yang 25.000an orang itu, silahkan lakukan riset masing-masing.

Sebagai investor, kita harus bisa memanfaatkan informasi yang terbatas untuk mengambil keputusan investasi. Oleh karena itu dalam investasi, selalu ada yang namanya unsur spekulasi karena kita tidak tahu bagaimana masa depan dan kita tidak tahu semua informasi dalam sebuah perusahaan. Tapi kadar spekulasi dalam sebuah investasi bisa berbeda-beda tergantung informasi yang kita miliki, jenis saham dan level harga. Misalnya investasi di dan di harga 1500 itu mungkin kadar spekulasinya hanya 5% ketimbang investasi dl harga 100 itu kadar spekulasinya bisa 90%. Investasi di BEKS harga 50 mungkin kadar spekulasinya 80%, sedangkan investasi di BEKS harga 168 itu kadar spekulasinya 99,999999%. Sekali lagi itu hanya permisalan karena spekulasi atau tidak tergantung pada informasi yang kita miliki, jenis saham dan level harga.

Seperti misalnya investor beli di harga 100 - 200


Bagi orang yang tidak punya informasi bahwa PANI akan jadi backdoor listing akan menganggap beli PANI di harga 100-200 adalah spekulasi 90%. Tapi buat orang yang punya informasi bahwa PANI akan digoreng lewat skema backdoor listing, akan beranggapan bahwa beli PANI di harga 100-200 kadar spekulasinya adalah 0,0000001%.

Meskipun sama-sama beli di level harga yang sama, tingkat dan kadar spekulasinya bisa berbeda hanya karena informasi yang dimiliki berbeda.

Itulah mengapa dalam saham, Knowledge is Power. Banyak investor kakap yang rela bayar biaya langganan Bloomberg Terminal 2000 Dollar per bulan atau 24.000 dollar per tahun hanya untuk bisa mendapatkan informasi terupdate dan insider.

Kalau investor ritel modal hanya 10 juta - 500 juta, ngapain coba langganan Bloomberg Terminal? Tidak sebanding antara Cost vs Benefit. Karena itu bagaimana memanfaatkan informasi yang ada di jalanan untuk dijadikan sebagai sarana untuk mengambil keputusan.

Stockbit adalah sarana untuk mendapatkan informasi gratisan. Kalau dikasi informasi, ya tinggal di cross check sendiri. Benar atau tidak informasi tersebut. Sekalian sharing informasi juga biar ada azas resiprokal. Kalau kata Philip Fisher, cari informasi di jalanan itu adalah Scuttlebutt alias ghibah emiten.



Ndak ghibah, ndak cuan. Tapi kalau bisa ghibahnya jangan sampai kejeblos UU ITE aja.

Disclaimer:",PANI
"8 Nov 22, 00:56","@sheva2000 $PANI

(owner Sedayu property)",PANI
"7 Nov 22, 20:55",$PANI trun kesini dlu,PANI
"7 Nov 22, 17:36","Auto Rejection Bawah: 7 Nov 2022 (17 saham)
$PICO -6,87%
$GLVA -6,86%
$PANI -6,73%
$MAYA -6,72%
$INPP -6,7%
Historikal ARA & ARB: https://cutt.ly/LN2jBXQ",PANI
"7 Nov 22, 15:34",$PANI info A1 besok pembukaan langsung merah,PANI
"7 Nov 22, 14:26","$PANI nya mumpung diskon, ntr mantul jangan dikejer",PANI
"7 Nov 22, 14:20","$PANI, jangan2 bukan jadi persh property pik 2 nih. Hahahaha tetap persh kaleng2 an 😜😜",PANI
"7 Nov 22, 14:11",$PANI SPBU ⛽,PANI
"7 Nov 22, 11:29","$BELL masih malu malu yah

$PBRX $BIPI $EURO $PANI",PANI
"7 Nov 22, 11:28 · Edited on 7 Nov 22, 11:28","Contoh cara yang bagus dan simple buat menilai sebuah bisnis / perusahaan itu murah atau enggak. Sayangnya, ini lebih berlaku buat bisnis yang sudah ""dewasa"" atau mature, seperti di dalem postnya disebut - menyampingkan Corp. Action dan lain lain.

Kebetulan di kasus $PANI, baru habis Corp. Action (rada besar), jadinya pake metode ini gak berlaku deh karena apa yang ada disana (laporan keuangan, asset dan lain lain) belum mencerminkan apa yang ada di dalam PT. PANI.

Bener, laporan keuangan Q3 juga belum keluar. Jadi emang agak unik ini emiten.",PANI
"7 Nov 22, 11:20","ntr tggu aset PIK 2 ud masuk pembukuan malah kemurahan harga segini $PANI , HOLD $KRAS",PANI
"7 Nov 22, 10:59","Itu masih data $PANI perusahaan kaleng, belum diupdate data properti karena perolehannya bulan Agustus.

nanti LK q3 baru update beserta bisnis baru properti PIK 2. Itu pun pembukuan menggunakan harga perolehan tanah dulu, bukan harga sekarang yang minimal 20 jt /m2",PANI
"7 Nov 22, 10:47","Belajar Valuasi Berdasarkan Data Paling Sederhana, Studi Kasus $PANI

Untuk memperkirakan sebuah harga saham itu kita anggap murah atau mahal, bisa saja cukup menggunakan data simpel yg sudah tersedia di aplikasi RTI Bussiness seperti contoh dibawah ini. Sebelumnya, cara ini mengesampingkan dulu aksi korporasi, dan model bisnis perusahaan, murni menilai hanya dari indikator paling sederhana saja. Cara membacanya sebagai berikut.

Jika membeli $PANI diharga sekarang, artinya :

1. Kita membeli sebuah perusahaan seharga 14T.
2. Perusahaan seharga 14T ini, sampai dengan 1H22 ini, berhasil memperoleh penjualan 175M.
3. Perusahaan seharga 14T ini, mempunyai total aset 178M, hutang 135M, sehingga total ekuitasnya menjadi cuma 42M saja.
4. Perusahaan seharga 14T ini, mampu menghasilkan laba operasi sebesar 1,5M sampai 1H22.
5. Perusahaan seharga 14T ini, hanya mampu menghasilkan laba bersih 950 Juta, yg jika disetahunkan dengan asumsi sama dengan setengah tahun sebelumnya, labanya jadi 1,9M untuk 2022 FY.
6. Perusahaan seharga 14T ini, sampai dengan 1H22 ini, mencetak cash flow minus 11,22M.

Jadi silahkan disimpulkan sendiri berdasarkan data sederhana yg disajikan diatas, apakah saham ini murah atau mahal. Pastikan juga menilai prospek bisnis kedepannya, karena bisa saja ada peluang yg bisa membuat perusahaan bisa menghasilkan kenaikan laba yg besar pada tahun-tahun berikutnya.

Good luck, Investor!",PANI
"7 Nov 22, 10:44",$PANI balik dl kesini,PANI
"7 Nov 22, 10:12",$PANI kembali lagi ke 900 an . segera amankan danamu,PANI
"7 Nov 22, 09:51",$PANI,PANI
"7 Nov 22, 09:45","$BELL akankah hari ini to the moon?

$WINS $SRAJ $PBRX $PANI",PANI
"7 Nov 22, 09:45","$PANI udah di kasih info A1 secara tersirat, masih aja ngga percaya ahaha",PANI
"7 Nov 22, 09:43","$PANI yang punya PANI cari pullbacknya dimana using teknikal harusnya kebaca, tetep jual beli pake area suppy & demand 😘.",PANI
"7 Nov 22, 09:40",haka $PANI pas ARB 😌😌,PANI
"7 Nov 22, 09:39","$PANI kalau ngeliat ada rekomendasi sinyal untuk saham ini, mendingan hati"" karena artinya sudah mengundang scalper, jadi agak susah untuk naiknya 😂😂, jadi disarankan hindarin dulu",PANI
"7 Nov 22, 09:31",udah gue bilangin jumat kemarin kalau Senin bakal merah $PANI . Tinggal lu percaya info A1 dari gue atau dari orang lain 🤣🤣,PANI
"7 Nov 22, 09:26","$PANI sedang dimainkan retail scalper Dan potensi ARB,

RTI bisnis di antrian,
Avol = jumlah lot
Afreq = jumlah I'd hit ke papan antrian
Ask = harga offer

contoh di Ask harga offer 1085, hnya 1 org atau 1 I'd yg hit sebanyak 300 lot

300 lot dgn offer 1085 skitar 32 jutaan. Si empunya 300 lot estimasi saya bukan pejuang 1 lot. 😂",PANI
"7 Nov 22, 08:57",$PANI yok HR ini tembus 1200☺️☺️,PANI
"7 Nov 22, 08:57","$PANI hati"" kalau diliat sudah banyak scalper"" melirik, kemngkinan akan koreksi minggu ini",PANI
"7 Nov 22, 07:07","$PANI
Akankah menguji resisten selanjutnya?
Kalau berhasil breakout next target 1570

Resisten 1215
Support 1030

Disclaimer on
High risk!",PANI
"6 Nov 22, 21:43","UNVR secara TA berada di support 4500 di mana sebelumnya merupakan support masa sidewaysnya juga. UNVR sudah berhenti membuat lower low dan mulai membuat higher high lagi secara perlahan. Outflow asing pun yang sebelumnya sangat masif sudah berhenti dan asing sudah mulai kembali inflow lagi meskipun nominalnya masih minim. Posisi asing saat ini ada sekitar 2.4T dengan average pembelian di 4600an. Melihat kondisi FF saat ini dan juga TA, UNVR juga termasuk ke dalam saham yang sangat amat menarik untuk di beli. Tinggal beli aja di harga saat ini, CL jika close under 4500. Karena asing aja masih ada barang 2T lebih dengan average di atas harga saat ini, tentunya masih ada kepentingan untuk mereka menggoreng UNVR supaya bisa cuan ya. Jadi kita ikutin aja pergerakan mereka.



Cek analisa saham gratis lainnya di Channel Salam Cuan!",PANI
"6 Nov 22, 14:04 · Edited on 6 Nov 22, 14:19","$OASA
(Serious Thread - No Troll)

di saham ini sebenarnya ada keanehan serius yg perlu sama"" kita analisa,
tentu saja dengan tidak mencampur-adukkan subjektivitas terutama dari yg suka menebar fear, hingga dari yg berharap ara berjilid seperti $PANI

keanehan pertama yang sangat mengganjal adalah crossing barang mr. CEO (bobby gafur) antara broker YP dengan II,
tetapi entitas dari II ini tidak muncul di keterbukaan informasi.

keanehan kedua yg juga mengganjal pikiran gw, adalah kenapa kalau ara, II itu malah jualan banyak?

apa jangan"" entitas dibalik II ini sebenernya adalah mr. bobby itu sendiri?
apakah aksi crossing nego kemarin sebenarnya memang cuma akal""an mr. bobby utk memecah barangnya ke banyak nominee, supaya gak ketauan kalau beliau sedang distribusi?

lanjut ke keanehan ketiga yang sangat mengganjal, yaitu penggunaan dana RI-nya yg kesemuanya bermuara ke kantongnya mr. bobby lagi.

from mr bobby, to mr bobby again.

kesannya RI ini seperti RI sandiwara saja,
duit muter"" di kantong yg sama,
tapi in the end, mr. bobby akan dapat saham yg sangat banyak, karena saham yg diterbitkan lewat RI ada sebesar 16.7x lebih banyak dari existing.

gw punya posisi yg lumayan gede disini,
avg 900
dengan ketersediaan bid oasa saat ini, jika gw guyur habis maka bisa tinggal tersisa bid di ARB saja.

tapi gw mau tunggu sampai tanggal cum,
gw mau bener"" nunggu sampai titik terakhir,
karna to be honest, gw sebenernya masih mau percaya dgn perusahaan ini,
tapi gw juga paham kalau ini opini yg subjektif.

so, gw mau denger pendapat stockbitor disini,
apakah keanehan ini juga dirasakan oleh yg lain?

what do you think",PANI
"6 Nov 22, 11:02","$PANI
> Berhasil breakout resisten dengan volume yg tinggi disertai dengan akumulasi Dari YP dan BK
> Price to Volume bagus, harga naik volume naik, harga turun volume turun (bullish)


Random tag:
$PBRX $PICO $MPPA $PANI $NANO",PANI
"6 Nov 22, 10:36","$SLIS
> High-risk posisi ARB dengan full candle
> Dari Volume menarik karna harga turun dengan volume kecil (bullish)
> Yang mau Spek Buy bisa coba di area EMA100 di harga 238. Disana juga ada support minor di 228-238
> Disiplin cutloss jika harga <228


Random tag:",PANI
"6 Nov 22, 09:42 · Edited on 6 Nov 22, 09:51","$SMKM
> Emiten ini sedang dalam momentum naik yg bagus dimana pada 3 bulan terakhir terjadi kenaikan sebesar 150%
> Setelah mencapai all time high dan sempat di suspend, sekarang emiten ini sedang retest dengan volume yg kecil disertai dengan akumulasi konsisten dari KK
> Dari chart juga dilihat ada rejection di fibo 61.8
> Jika sudah punya barang bisa pasang TS di 438, jika belum punya bisa masuk dengan tetap memperhatikan bandarmology karna dengan harga sekarang KK sudah FP 70%


Random tag:",PANI
"6 Nov 22, 05:22 · Edited on 6 Nov 22, 05:28","$MPPA
> Ada indikasi terbertuknya inverted head n shoulder dengan neckline di 151-152
> Kenaikan harga diikuti dengan kenaikan volume, Dan penurunan harga juga diikuti dengan penurunan volume (bullish)
> Pada hari perdagangan terakhir ada akumulasi Dari BK
> Bisa Spek Buy hanya bila harga berhasil menembus neckline 152 yg juga merupakan resisten dan EMA 50
> Target terdekat ada di 158 atau juga bisa menargetkan untuk swing di target ihns di 190


Random tag:",PANI
"5 Nov 22, 17:15","@tariputram tergantung STYLE dan STRATEGI (rencana based on-time frame) nya kaka...

Buat saya (ini rasanya berlaku umum dipraktikkan oleh seluruh trader profesional), rencana stoploss (CL) sbb.

scalping (day trade): kalau nggak kuat nanjak ya langsung BEP/ sell harga sama, atau maks 1-2 ticks (- 1% - 2%)

momentum trading (hype beberapa hari):
bottom fishing atau breakout buying CL -1 ticks maksimal kisaran -3% an

swing trading (beberapa minggu): buy support area, titip sandal, bila jebol support (base-line) CL sekitaran -2% maks -5%.

position trading/ semi investing (beberapa bulan, bisa setahun lebih) : CL -5% maks -10%

Kuncinya sih DISIPLIN MEKANIS waktu eksekusinya, terutama bila kemudian fakta pasar harga saham terlebih dulu kena yang bawah (level CL) = risiko terbatas/ kecil = jaga modal.

Good Luck !

random tag",PANI
"5 Nov 22, 09:57",target 2 $PANI 1500,PANI
"4 Nov 22, 21:40","yuukkk gabung yukkk...

https://cutt.ly/2NZK2Gf


$PANI",PANI
"4 Nov 22, 18:03 · Edited on 8 Nov 22, 16:18","PBRX
> Naik menembus EMA200 di 126, tanda ada pembalikan arah trend menjadi naik
> Ada support kuat juga di 126
> Hari ini, 4/11 gagal menembus resist di 135
> RSI sudah overbought
> Dari bandarmology pada saat mulai kenaikan tgl 4/10 sampai sekarang, bandar melakukan distribusi besar
Kesimpulan : kemungkinan akan turun terlebih dahulu ke support 126 dalam waktu dekat

Random tag:",PANI
"4 Nov 22, 17:26","@Panjinur08 teori zero-sum game dalam dunia saham itu terlalu ""menyederhanakan"" hal yang kompleks.

Juga opini ""bisnis = judi"" terlalu menyederhanakan hal yang kompleks (biasanya karena malas mengkalkulasi dan atau malas usaha/ kerja dll).

Trading/ investing saham imho = bisnis.
Karena ada 'nilai-tambah' nya dan juga ada 'biaya nya'.
Contoh nilai tambah misal IPO saham dapat waran. Kemudian emiten kasih dividen.
Biayanya adalah fee transaksi.

Bisnis (termasuk trading/ investing saham) itu ujung-ujungnya profit (reward) or loss (risk)... bukan sola benar atau salah (judi atau bukan).

Just my point of view...

random tag yang rame.

Good Luck !",PANI
"4 Nov 22, 16:29",$PANI BK YP lg kah ???,PANI
"4 Nov 22, 15:40",$PANI Senin sampai Jumat minggu depan koreksi,PANI
"4 Nov 22, 15:11","$PANI Naiknya jangan kenceng kenceng dulu dong, stay in 800 an aja dulu 😁",PANI
"4 Nov 22, 14:36",$PANI peganag roket mau terbang nih,PANI
"4 Nov 22, 14:25",$PANI hari ini mau ditutup angka berapa ya xixixixi,PANI
"4 Nov 22, 14:22",$PANI pegangan roket akan melaju,PANI
"4 Nov 22, 14:17 · Edited on 4 Nov 22, 14:17",@joshuajis pas banget bikin usaha kerupuk. plastik Aya kaleng $PANI juga Aya 🤣🤣🤣🤣,PANI
"4 Nov 22, 14:00",$PANI ma 50 range 1190-1200,PANI
"4 Nov 22, 13:39","koh @andryhakim ,koh @dglsgh $PANI 🚀🚀🚀",PANI
"4 Nov 22, 13:23",sesi 2 $IPPE $PBRX $PANI,PANI
"4 Nov 22, 13:07","RAHASIA JITU SCALPING
( Perlahan perlahan akan saya bahas )

Hal utama yang harus diperhatikan sebelum melakukan scalping ialah :
1. Saham nya rame dan sedang hijau
2. Kenaikan harga sahamnya tidak lebih dari 10% agar aman tidak kena guyuran
3. Perhatikan Averages Transaksinya


Nah contohnya ada di gambar ini,saya pakai RTI BUSINESS untuk aplikasi tambahan,selain memantau runing trade dan order book,membaca Price Voume Frequency itu juga perlu loh.

Tujuannya untuk apa?
Biar kalian tahu,transaksi terbesarnya ada diharga berapa,jika transaksi besarnya ada diharga bawah dan harga sahamnya sudah naik 10% keatas dari averages transaksi hariannya ya resiko kita kena guyur.

Contoh gambar dibawah ini
Volume transaksinya besar di harga atas yakni harga 129-134 dan averages rata rata transaksi hariannya berada dikisaran harga 131,sedangkan sahamnya sekarang berada diposisi harga 132,nah disitulah kesempatan kalian untuk masuk karena apa? Probabilitasnya tinggi untuk naik lagi,karena tentunya jika ada transaksi besar maka sang bandar juga ingin cuan dan juga distribusi,caranya gmn? ya harus markup harga.

Bagaimana strategi untuk masuknya?
Kita bahas di postingan berikutnya....
Stay tuned!",PANI
"4 Nov 22, 11:40","Mulai bulan ini ga ada lagi yang namanya jual merah.

$BUMI $SICO $JKON $PBRX $PANI",PANI
"4 Nov 22, 11:36","Siang hari ini kami akan mereview saham $PANI
Namun sebelum masuk ke previewnya , kami ucapkan happy cuan bagi yang bergabung di private channel mimin dengan total FP senilai +31% .

Mari kita kembali ke topik pembahasan , sesi ini saham PANI close bullish senilai +16,16% di harga 1150 . Dari sudut pandang teknikal , saham ini hari ini sukses breakout dari resistance fibonaccinya di harga 1045 dengan rate 50% , asumsi saat ini saham PANI seharusnya mengejar target selanjutnya dari fibonaccinya yaitu rate 61,80% di harga 1270 , namun masih di halangi oleh resistance dinamisnya di area 1185 .
Kenaikan di saham ini juga di dukung oleh domestic yang melakukan nett buy senilai +2M dan asing +2M dalam seminggu terakhir .

Sebelum masuk ke How To Trade kami mengucapkan happy cuan dengan rekap trade hari ini sebagai berikut
04/11/2022
1.TKIM : +18% / 4%
2.INKP : +42% / 4%
3.SMDR : +4%
4.PANI : +32%
5.DSNG : +8%

Top Bagger Creepy
1.PNBN : +271%
2.PNLF : 111%
3,MEDC : +111%
4.CLEO :+50%
5.MBSS : +71%
6.HOMI : +54%
7.KRYA : +200% /34%
8.INCO : +40%
9.BUMI :+300% (CLOSE TRADE)
10.PGAS : +40-27%
11.AKRA : +111% / +20/7%/43%
12.BMRI : +43%
13.BBNI : +32%
14.BBCA : +25%
15.AKRA : +73%
16.INKP : +42%
17. FILM : +300%
18.KIOS : +94%
19.RMKE : +171%

Bagi yang ingin bergabung silahkan bisa japri atau klik link berikut ke channel telegram mimin : (100%) FREE .

Lantas How To Trade ???
Cara tradenya sebenarnya akan sangat beresiko , dan lebih baik di skip .
Dengan asumsi Entry untuk scalping dengan menunggu koreksi di area 1045 atau menunggu breakout 1185 , untuk targetnya sendiri akan berada di area 1270 .

DISCON DYOR

NOTES : Lakukan riset secara mandiri terlebih dahulu sebelum melakukan tindakan aksi jual beli , catatan ini hanya sebagai alat / tolak ukur sebagai tindakan asisten yang membantu dalam mengambil keputusan tapi tidak dalam membuat keputusan .
Kepastian hanya berada di tangan masing masing dengan resiko dan ketetapan yang juga di atur oleh pribadi yang bersangkutan .

Terimakasih telah terus bersama mimin selama ini dengan total Followers dan verified badge baik untuk stockbit dan telegram , dan terimakasih sebesar besarnya untuk keluarga mimin yang tergabung dalam creepyvesment private maupun creepystocks .Untuk rekap trade selengkapnya bisa di lihat melalui link berikut
info selanjutnya silahkan bergabung di channel telegram kami di link berikut :

(100%) FREE

Di dalam di sertakan rekap trade yang sebenarnya baru di rekap walaupun sejauh ini creepy sudah berdiri kurang lebih 1 tahunan dengan posisi FLOATING TERTINGGI 70-90% akurat
Terimakasih sudah mendukung mimin selama ini dengan niat membantu kamu

SLIDE GAMBAR UNTUK MELIHAT CHART",PANI
"4 Nov 22, 11:25","$PANI yang punya PANI pas naik jgn terlalu hype, pas turun jgn terlalu stress, just enjoy 😎😎 😎

tetep entry pake Money management 😁",PANI
"4 Nov 22, 11:23","happy cuan $PANI, jumat berkah 16%, alhamdulillah",PANI
"4 Nov 22, 11:18 · Edited on 4 Nov 22, 11:23","PEDAGANG SAHAM 🌿
BUKAN PEDAGANG GRUP PREMIUM 💕

Namanya pedagang, jualan ga harus selalu cuan gede kan?
kadang ya cuan ratusan ribu, kadang jutaan.
dan semua tercatat di dalam catatan kayangan milik kerajaanku 🤣.

Cuan gede tentu pernah.
tapi ga selalu, tak seperti influencer artis saham yg kalo pompom sambil nunjukin portofolio cuannya ratusan juta, miliaran dan rasanya kok semua saham yg ada diportonya jadi cuan gede semua 💕.

kalo soal cutloss gausah ditanya, uda sering ku ceritain.

cari cuan ini lho yg jadi tantangan tuh.
abis beli saham, eh nyusruk.
abis nyusruk masih dihajar prosesi sideways.
1 bulan kemudian baru jalan.
masi enak klo sebulan jalan, lha kalo berbulan2 apa ga kontraksi dan kejiwaanku terguncang 🤣.

contoh nyata yg baru terjadi, jadi kisahnya masih fresh dam uda ku tulis.
soal saham ESSA yg ku beli dari 1170 diseret sampe 900.
gimana ga tertekan jiwa kemanjaanku hahaha.
nahan siksaan sebulan ada tuh, ato malah lebih.
lha belinya sebelum LK rilis.
begitu LK rilis, naik bentar lalu remuk lagi.
ya baru sekarang ini jalan.

kenapa kisahku berbeda dengan para artis stockbit yg baru beli saham, lempar mejikom balik jadi HRV.
kok aku ama koko lempar CRV balik malah jadi motor rongsokan.
🤣🤣🤣🤣🤣

apalagi yg di Stockbit bisa cuan Miliaran,
cuan ratusan persen, cuan ribuan persen.

aku pernah juga cuan besar ratusan persen,
tapi itu tak perlu dipamerkan.
pamernya kisah drama kegondokan batin aja 🤣.

tengoklah beberapa lembar catatan kitab kayangan ini.
belom ada seujung kukunya portofolio para artis saham yg punya grup premium.
yg cuannya selalu konsisten.
ribuan persen.
minimal ratusan persen gitu.
dan konsisten cuan luber melimpah, ga cuman koper-koper.
ku rasa mereka itu pada jadi nasabah prioritas di semua Bank yg ada di negara kita.
lha cuannya aja ribuan persen.
belom lagi duit SPP dan Uang Gedung dari member.
eh belom lagi kalo ngadain seminar yekan.

Happy Friday 🌿🌿🌿🌿
salam.sayang dari aku yg hari Jumat nya masih super sibuk ngurusin berbagai hal demi menjaga kestabilan kemanjaan duniawi.

random tag biaf manjalita ulala",PANI
"4 Nov 22, 11:15 · Edited on 4 Nov 22, 11:16",$PANI Pumpung masih diskon yok serok otw 2000🚀,PANI
"4 Nov 22, 11:00",$PANI,PANI
"4 Nov 22, 10:59","$PANI dapat info mau dikerek ke 15 000 , aku pilih blok c",PANI
"4 Nov 22, 10:50","HOLDERS PANI di bawah 850 mana suaranya ☺️
.
INGET,, jgn nambah pas ARA😂.
Yg nebar fear saat ARB berjiilid2 banyak sekali .

pahami apa yg kamu beli, jangan ikut ikutan orang yg ngasih harapan.😂

holders always win 💎👑.",PANI
"4 Nov 22, 10:41","$PANI kalau Hijau trus, dipuja puja. kalau Merah trus dihina hina. 🤭🤣🤣 Holders always win 💎💎",PANI
"4 Nov 22, 10:35","$PANI angkatan 890 mah selow...slebew...mau diangkat yuk mau diturunin yuk,,..candaaa...😁",PANI
"4 Nov 22, 10:29",$PANI in aguan we trust wekeke,PANI
"4 Nov 22, 10:27",$PANI Ahahahahahahahahahahahah I Am So Happy Today 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,PANI
"4 Nov 22, 10:22","kita bicara hype dan technical view nya dulu deh... (sebelum bicara go ceng)...

$PANI MA50 nya di berapa?
Jangka pendek (less than 1 year) harus bisa bertahan di atas MA50 sekarang dulu deh... baru pikirkan 2K... 5K... 10K...

Goodluck PANI lovers ✌",PANI
"4 Nov 22, 10:06",$PANI cuan ..cuan ..cuan .. makasih om bandar hohohoho akum lah di saat kepala 800 jual lah klo udah diatas 1000 hohohohoho,PANI
"4 Nov 22, 10:02","kalo $PANI tembus 1150, bakal ARA domininannya 🚀🚀🤲🤲",PANI
"4 Nov 22, 09:56",$PANI ahahahahahahahah happy happy today 🤣🤣🤣🤣🤣🤣🤣🤣,PANI
"4 Nov 22, 09:55",$PANI gak mau sombong dulu.......masih jauh dari 2000........dinikmati saja perjalanannya.......yang pasti akan saya tunggu semoga dugaan saya ada right issue jilid selanjutnya untuk masukin lebih banyak area PIK 2.......,PANI
"4 Nov 22, 09:45",$PANI 🎁🎁🎁Ahahahahahahhahahahahahahahah 🤣🤣🤣🤣🤣🤣🏆🏆🏆🏆🏆🥰,PANI
"4 Nov 22, 09:43",haka $PANI,PANI
"4 Nov 22, 09:42",Siapa yang kemarin berani bilang jelek? 🐉 $PANI,PANI
"4 Nov 22, 09:41",$PDPP dan $PANI 🐉,PANI
"4 Nov 22, 09:37",Nah loh 🐉 $PANI,PANI
"4 Nov 22, 09:33",$PANI mulai dah ugal2an supirnya wkwkw,PANI
"4 Nov 22, 09:32","@dglsgh sudah saatnya kembali manggung $PANI , setelah sekian lama 🤣",PANI
"4 Nov 22, 09:29",$PANI balik 4 digit 👍🏻,PANI
"4 Nov 22, 09:29",$PANI otw 2000 nih 🥳🥳,PANI
"4 Nov 22, 09:28","jaraaanggg pamer bukan berarti gak bisa jadi scalper, sold $PBRX

kalo $PANI hold keras, dibawa turun ke 800-880 beli, kalo naikk ya tahan.

#nantihijausendiri
#ngopidulu",PANI
"4 Nov 22, 09:24 · Edited on 4 Nov 22, 09:25","$PANI , jika memilih-mu adalah sebuah KESALAHAN, maka AKU RELA menjadi salah dan SELALU DISALAH-SALAHIN MULU asalkan cicilan Tanah Kavling Rp. 184 juta per-bulan di PIK 2 bisa Kau bayar tepat waktu dengan CUAN ijo-mu yang selalu aku tunggu sampe Halu.... 😀😀😀
Sungguh, Aku rela PANI !! Thanks to Bandar, Happy Friday, Happy Cuan, Mingkem dan
tetep : iri ?? Bilang $BOSS",PANI
"4 Nov 22, 09:11","$PANI Yeahhhhh.. 🚀

who loves $PANI raise your hands 🙌🏻",PANI
