,comments,date
63,"Urutan 37 Emiten High DY Edisi Sept 2022 Secara Ringkas
=============
Ngopi Santai 41

Tanggal 25 September 2022 kemarin saya memposting 30-an Emiten High Dividend Yield  Edisi September 2022. Dari 37 emiten High DY tersebut sebagian telah dibahas secara singkat apakah tahun depan akan memberikan DPS (Dividend per Share) yang sama atau akan meningkat. Daftar itu juga disertai rasio-rasio keuangan didasarkan harga penutupan Jumat 23 September 2022 serta dibahas pula stabilitas DPR (Dividend Pay Out Ratio) dan tentu saja yang khas dari saya yaitu AEPD (Angka Efiensi Perolehan Dividend). Angka Efisiensi Perolehan Dividend telah saya bantu hitung. Tulisan mengeni 30-an Emiten High DY itu terbagi dalam 2 bagian.
💠 Bagian Pertama ➡️
💠 Bagian Kedua ➡️
Tulisan seperti itu adalah tradisi tahunan yang saya lakukan di SB sejak akhir 2018 yang saya lestarikan sampai sekarang. Selama hampir 4 tahun bergulat dengan emiten-emiten High Dividend Yield tentu banyak hal-hal yang menarik. Hal-hal yang menarik itu kadang adalah realitas di bursa yang tidak banyak diketahui orang terutama oleh mereka yang terbiasa investasi atau trading di emiten yang hanya masuk anggota LQ 45. Kalau ada investor yang mengatakan emiten A yang memberikan yield atau lengkapnya Dividend Yield 2,5% sebagai saham yang masih murah tentu suatu hal yang mestinya perlu dipertanyajan. Mungkin punya kepentingan, mungkin juga karena tidak tahu. Kadang justifikasi emiten murah disertai dalih bahwa emiten di sektor tersebut PER dan PBV nya memang tinggi-tinggi. Padahal saya bisa menemukan emiten sejenis yang DY-nya 6% bahkan tahun depan akan menuju 10%. Kalau ada yang mengatakan emiten A dengan DY 2,5% padahal DPR (Dividend Pay Out Ratio) 50% sebagai emiten yang masih murah,  maka pendapat itu tidak bisa dibenarkan. Dengan DPR 50% seharusnya bisa memberikan DY minimal 5%, kalau cuma memberikan DY 2,5% berarti mahal. Di BEI banyak emiten yang bisa memberikan DY 6% ke atas apalagi cuma 3% ke atas. Emiten yang saya posting kemarin yang berisi 37 emiten itu saya pilih dari 72 emiten yang DY-nya di atas 4%. Itu belum memasukkan emiten rokok atau BISI, kalau menurut Anda layak silahkan masukkan sendiri. Banyaknya emiten High DY adalah kenyataan di bursa hari ini. Jangan terpaku pada LQ45. Emiten yang dulunya tidak liquid seperti BSSR saat harganya masih 1600 sekarang lebih liquid. Likuiditas tidak akan dijadikan alasan utama oleh investor dividen seperti saya. Ada juga emiten yang DPR-nya 80% tapi DY hanya 6% sebaliknya ada emiten lain dengan DPR 60% bisa memberikan DY sekitar 8%. Seperti ini adalah kenyataan di bursa yang sering tidak diketahui oleh mereka yang terpaku di LQ45.

Selain itu selama hampir 4 tahun menggeluti data-data emiten High DY di BEI, saya sering menemukan bahwa sebagian emiten High DY adalah emiten yang under value dengan PBV dan PER kecil, bahkan juga DER kecil sehingga layak investasi. Investor dividen seperti saya kadang bertemu dengan value investor pada pilihan yang sama. Selama hampir 4 tahun itu pula emiten yang di tahun awal saya sebut sudah mengalami minimal one bagger seperti PSSI, SMDR, BMRI, SCMA, RANC, PGAS, BBTN, BUDI, HEXA dll.

Dalam tulisan kali ini saya hanya menyampaikan ringkasan dari 37 emiten High DY yang urutannya didasarkan harga saham Jumat 23 September 2022.

___________
Disclaimer on
Saya hanya menulis untuk yang mencari passive income dari dividen tanpa berpikir menjual sahamnya. Jangan ikut-ikutan. Pahami terlebih dahulu bila ingin membeli. Ini bukan stock pick untuk trader. Tulisan saya tidak cocok untuk trading.

Dalam berbagai tulisan sering saya menyertakan link tulisan lama agar mewbie mudah mempelajari selain itu juga karena saya belum tampil di channel youtube dan belum membentuk group berbayar.  Semua ilmu saya paparkan di SB. Dari pada Anda ikut Group berbayar lebih baik Anda memberi tip suka rela kepada penulis-penulis di SB yang bermanfaat bagi Anda yang berpotensi dan terbukti telah membuat Anda menjadi kaya.

Demikian juga di bagian bawah saya sampaikan sample komentar Stockbitor dan link tulisan saya. Komentar Stockbitor adalah cermin dan feedback bagi pemahanan Anda.

💠💠💠Berikut ringkasan 37 Emiten High DY ➡️

=======================================
💠01💠 BSSR  DY4730 adl ➡️ 28,06%  AEPD 2,37
Stabilitas DPR ⭐⭐
✅ Q2 EPS 136-594 anualized 1459 ⬆️ vs 1119
______________________________________

=======================================
💠02💠 MBAP DY9250 adl ➡️ 16,79%  AEPD 1,26
Stabilitas DPR ⭐⭐
✅ Q2: EPS 521-833 anualized 2709 ⬆️ vs 1170
______________________________________

=======================================
💠03💠 PTBA  DY4300 adl ➡️16,01%  AEPD 1,60
Stabilitas DPR ⭐⭐⭐
✅ Q2 EPS 198-337 anualized 1069 ⬆️ vs 687
______________________________________

=====================================
💠04💠 AMAG  DY366 adl ➡️13,66%  AEPD 0,82
Stabilitas DPR: NOL Bintang
✅ Q2: EPS 7-9 anualized 32 ⬆️ vs 30
_______________________________

=====================================
💠05💠 LPGI  DY5000 adl ➡️13,33%  AEPD 1,31
Stabilitas DPR: ⭐⭐⭐
✅ Q2: EPS 207-411 annualized ⬆️1237 vs 656
__________________________________

=====================================
💠06💠 INDR  DY7450 adl ➡️12,62%  AEPD 2,47
Stabilitas DPR ⭐
✅ Q2: EPS 745-480 anualized 2451 ⬆️ vs 1844
______________________________________


=======================================
💠07💠 HEXA  DY7275 adl ➡️ 10,81%  AEPD 1,35
Stabilitas DPR: ⭐⭐
✅ Sdh sd Juni 2022
___________________________________

=====================================
💠08💠 KDSI  DY990 adl ➡️10,10%  AEPD 1,45
Stabilitas DPR: NOL Bintang
✅ Q2 EPS 41-41 annualized ⬇️ 164 vs 179
_______________________________

=====================================
💠09💠 ITMG  DY43250 ➡️9,85%  AEPD 1,40
Stabilitas DPR ⭐⭐⭐
✅ Q2: EPS 2708-3347 anlzd 12111 ⬆️ vs 6053
_____________________________________

=====================================
💠10💠 DUTI  DY4050 adl ➡️9,38 %  AEPD 0,88
Stabilitas DPR: ⭐
✅ Q2 EPS 54-85 anualized 279 ⬇️ vs 357
__________________________________

=======================================
💠11💠 MPMX* DY1075 adl ➡️9,30%  AEPD N.A
Stabilitas DPR: NOL Bintang
✅ Q2 EPS 33-36 anualized 137 ⬆️ vs 92
*)Saya menggunakan DPS 100
__________________________________

=====================================
💠12💠 SPTO  DY565 adl ➡️8,85%  AEPD 1,29
Stabilitas DPR: ⭐⭐⭐⭐
✅ Q2, EPS 19-11 anualized 59 ⬇️ vs 73
__________________________________

=====================================
💠13💠 POWR  DY710 adl➡️ 8,59%  AEPD 1,13
Stabilitas DPR: ⭐⭐⭐⭐
✅ Q2, EPS 21-16 annualized 75 ⬇️ vs 80
___________________________________

=======================================
💠14💠 NELY  DY294adl ➡️8,50 %  AEPD 0,74
Stabilitas DPR: ⭐
✅ Q2, EPS 8-9 annualized 33 ⬇️ vs 22
_____________________________________

=====================================
💠15💠 BNGA  DY1115 adl ➡️8,44%  AEPD 1,46
Stabilitas DPR: ⭐⭐⭐
✅ Q2, EPS 48-53 anualized 202 ⬆️ vs 163
_____________________________________________
Rating Stabilitas DPR: ⭐⭐⭐

======================================
💠16💠 PANS  DY1860 adl ➡️8,06%  AEPD 1,13
Stabilitas DPR ⭐⭐
✅ Q2, EPS 87-93 anualized 359 ⬆️ vs 211
__________________________________

=====================================
💠17💠 DMAS  DY183 adl ➡️ 7,92%  AEPD 0,82
Stabilitas DPR: ⭐
✅ Q2 EPS 8-6 annualized 27 ⬆️ vs 15
________________________________

=====================================
💠18💠 DLTA  DY3860 adl ➡️7,77%  AEPD 0,61
Stabilitas DPR:  NOL Bintang
✅ Q2 EPS 77-71 anualized 296 ⬆️ vs 235
__________________________________

======================================
💠19💠 PRDA  DY5250 adl ➡️7,58%  AEPD 1,26
Stabilitas DPR: ⭐⭐⭐⭐
✅ Q2 EPS 112-58 anualized 341 ⬇️ vs 663
___________________________________

======================================
💠20💠 PPGL  DY119 adl ➡️7,56%  AEPD 1,85
Stabilitas DPR:  ⭐
✅ Q2 EPS 9-5 anualized 26 ⬆️ vs 22
______________________________

======================================
💠21💠 PBSA  DY312 adl ➡️7,53%  AEPD 0,90
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 13-11 anualized 47 ⬆️ vs 28
_________________________________

=====================================
💠22💠 CLPI  DY955 adl ➡️7,46%  AEPD 1,47
Stabilitas DPR: ⭐⭐⭐
✅ Q2 EPS 26-1 anualized 54 ⬇️ vs 140
________________________________

=====================================
💠23💠 ADRO  DY4050 adl ➡️7,45%  AEPD 1,02
Stabilitas DPR: ⭐⭐⭐
✅ Q2 EPS 180-385 anualized 1129 ⬆️ vs 416
_____________________________________

======================================
💠24💠 ASDM  DY975 adl ➡️7,38%  AEPD 1,09
Stabilitas DPR: ⭐⭐⭐
✅ Q2 EPS 12-25 anualized 74 ⬇️ vs 106
_________________________________

======================================
💠25💠 EPMT  DY2790 adl ➡️7,35%  AEPD 1,12
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 87-63 anualized 320 ⬆️ vs 312
__________________________________

======================================
💠26💠 IPCM  DY284 adl ➡️7,29%  AEPD 0,91
Stabilitas DPR: ⭐⭐⭐
✅ Q2 EPS 7-5 anualized 24 ⬇️ vs 26
______________________________

=====================================
💠27💠 BJTM  DY720 adl ➡️7,24% AEPD 1,40
Stabilitas DPR: ⭐⭐⭐
✅ Q2 EPS 30-24 anualized 109 ⬆️ vs 101
__________________________________

=====================================
💠28💠 BJBR  DY1385 adl ➡️7,16%  AEPD 1,49
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 57-60 anualized 234 ⬆️ vs 207
__________________________________

=====================================
💠29💠 ADMF  DY8525 adl ➡️7,12%  AEPD 1,42
Stabilitas DPR: ⭐⭐⭐⭐⭐
✅ Q2 EPS 305-357 anualized 1322 ⬆️ vs 1213
______________________________________

======================================
💠30💠 MEGA  DY5375 adl ➡️7,04%  AEPD 1,00
Stabilitas DPR: ⭐⭐⭐⭐
✅ Q2 EPS 60-67 anualized 254 ⬇️ vs 576
_________________________________

=====================================
💠31💠 PGAS  DY1780 adl ➡️6,99%  AEPD 1,00
Stabilitas DPR: ⭐
✅ Q2 EPS 70-76 anualized 292 ⬆️ vs 179
_______________________________

======================================
💠32💠 PBID  DY1655 adl ➡️ 6,65 %  AEPD 1,30
Stabilitas DPR: ⭐⭐⭐⭐
✅ Q2 EPS 62-52 anualized 229 ⬆️ vs 219
__________________________________

======================================
💠33💠 TBLA  DY760 adl ➡️6,58%  AEPD 1,96
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 38-34 anualized 143 ⬇️ vs 149
__________________________________

=======================================
💠34💠 SMAR  DY4720 adl ➡️6,57%  AEPD 2,02
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 317-353 anualized 1341 ⬆️ vs 984
______________________________________

======================================
💠35💠 MCOL  DY7200 adl ➡️6,39%  AEPD 1,07
Stabilitas DPR:  NOL Bintang
✅ Q2 EPS 371-417 anualized 1575 ⬆️ vs 1089
______________________________________

======================================
💠36💠 KKGI  DY645 adl ➡️6,20 %  AEPD 1,02
Stabilitas DPR:  ⭐
✅ Q2 EPS 19-40 anualized 119 ⬆️ vs 66
__________________________________

=======================================
💠37💠 MARK  DY810 adl ➡️6,17 %  AEPD 1,27
Stabilitas DPR: ⭐⭐
✅ Q2 EPS 33-31 anualized 107 ⬆️ vs 103
__________________________________

Happy Monday. Happy Investing.
Semoga TUHAN memberkati kita semua. 🙏

Random Tag:


💠💠💠
===============
Bagian Lampiran
===============

✅ Sample Komentar Stockbitor

💠 Komentar Stockbitor tgl 10 Sept 2022
________________________________________
Dan saya ada salah satu penganut ilmu yg anda share, sejak 2020 lalu 🙂 baca bagian ditawari robot trading, yg setaun ""?"" potensi profitnya vs bagger/multi bagger di High DY emiten...well, respon saya sama persis dengan Pak Hani 🤣

taun 2021 saya profit 250% dalam setahun, hati tenang dalam proses menunggunya, karena sudah paham How To and What To choose nya.

Taun ini sudah multi bagger capital gain (bukan floating profit). Floating profitnya cuma 30% an tapi capital sudah berlipat2, karena hasil jual beli dari kemampuan membaca behaviour gerak emiten High DY.

Thanks once again sir 👍
=====================



💠Komentar Stockbitor Tgl 2 Juli 2022
______________________________________
jangan pernah lelah berbagi Pak 🙏🙏
Sekarang saya jadi tau bagaimana rasanya floating profit ratusan persen, plus dapat dividen yield lumayan tinggi, hanya dengan strategi simpel “buy n hold” di SMDR dan AMAG sejak tahun lalu hehe
=======================

💠Komentar Stockbitor lain 12 Sept 21
______________________________________
terima kasih tulisannya. sangat membuka wawasan saya kalau ada cara lain di bursa ini selain trading dan value investing. Gbu
==================================

💠Komentator lain 25 Juni 22
______________________________
687/2200 = 31 % 😀 terima kasih Pak pencerahannya tentang keajaiban dividen yield yg ternyata bisa berkembang sebesar itu klo kita hodl saham jangka lama. Bayangin dapet saham grow yg kita simpen lama trus yieldnya bisa 100% artinya tiap tahun bagger disaham itu wkwkwkw
===================================

Sengaja nama komentator saya sembunyikan untuk menjaga privasi mereka. Kalau ingin dikenal silahkan nulis di kolom komentar.


✅ Daftar Tulisan Saya dan Link-nya

✔
Tulisan hangat:
============
💠Ngopi Santai 26
Mungkinkah Semua Investor Saham Sukses?


💠Ngopi Santai 32
False Dividend Hunter?


💠Ngopi Santai 33
Bila ""Pujaan Hati"" Terbang Bersama Asing.
Tambah Wawasan dengan Mengenali 70-an Emiten High Dividend Yield


💠Ngopi Santai 34
Mau Berhasil atau Mau Bertualang?


💠Ngopi Santai 37
Bagger, SB, Medsos Lain, dan Jejak Digital


💠 Ngopi Santai 38
Bagger dan Club Berbayar?


💠 Ngopi Santai 40
Harga Jatuh Tanpa Krisis Fundamental?



✔
Kiat JHP (Mesti dipelajari dari Kiat 1 sd 7)
==================================
💠 Kiat JHP 1
Kuncinya adalah High DY,  BUKAN High Dividend. Kiat JHP 1. Kiat Aman Investasi Saham dengan Hasil Memuaskan


💠 Kiat JHP 2
Mengapa Perlu Diversifikasi Lebar? Kiat JHP 2


💠 Kiat JHP 3
Perhitungan Balik Modal dari Dividen dan Keuntungan Hold Forever. Kiat JHP 3

💠 Kiat JHP 4
Hal yang Harus Diperhatikan Bila Riset DPS dari Tahun Buku Jadul. Kiat JHP 4

💠 Kiat JHP 5
Investasi Saham Seharusnya Juga Berarti Penghematan dan Re-alokasi Aset. Kiat JHP 5

💠 Kiat JHP 6
Strategi Belanja Bila Harga Saham Sudah Terbang Tidak di Sekitar Bottom

💠Kiat JHP 7
""Cash is King"" dalam Kiat JHP
=============================
Kiat JHP7  ➡️ Kiat Aman Investasi Saham dengan Hasil Memuaskan


✔
Tulisan Lama yg Populer
====================
💠 Ngopi Santai 7
Saat Masih Ambisius Sering Rugi, Ketika Tidak Berambisi Malah Cuan 200%


💠 Masuk Sebagai Investor Keluar Sebagai Trader?

💠Prinsip Dasar Investasi, Investasi Saham, dan Daftar 37 Emiten High DY

✔
Tulisan Mendasar
===============
💠Angka Efisiensi Perolehan Dividen (AEPD)
Diposting 18 Mei 2019","26 Sep 22, 09:08 · Edited on 26 Sep 22, 09:10"
64,"$SMAR saya tunggu di PE 1 koma, biar bau2nya mirip $INKP dan $TKIM 2016,
mana 1 group pula... goreng terus pak minyaknya!

$BSDE $GEMS","22 Sep 22, 15:00"
65,"waduh,sektor ini mah bagus,kan demand-nya tinggi ya, tapi ingat, perusahaan CPO gak semuanya punya divisi upstream dan downstream.jadi gak semua juga export.satu lagi pemain CPO sudah banyak,kalau invest dari 2015 ya bagger kalau sekarang,tapi kalau masuk sekarang berharap bagger,jangan lah.lama. example $SMAR kalau masuk beberapa tahun lalu waduh udah puluhan % sekarang,belum lagi dari dividen yield nya 5 tahun terakhir,coba kalau masuk sekarang waduh,3 tahun ke depan BEP belum tentu, $TAPG pas IPO 2 tahun lalu harga 200, udah 200% bagger,belum lagi dividen 25% harga IPO, masuk sekarang maksimal minus 50% investasi.demand and supply,semakin banyak pemain dan banyak pilihan,dana para investor berpencar ke beberapa emiten yang serupa.terkecuali ada proyeksi, sentimen dan news positif,CPO go digital.atau CPO go","21 Sep 22, 22:18"
66,"@again saya setuju kok sawit ini tetap akan bagus jangka panjangnya. Kekayaan Indonesia kan Laut, Batubara, Logam&Emas, Kayu/kertas, Tanah, Sawit, Migas. Ga mungkin konglomerat-konglomerat investasi di sawit kalau ini bukan emas kuning nya Indonesia.

Saya bersabar akumulasi perlahan-lahan terus. $AALI $TAPG $SMAR $UNSP $LSIP","20 Sep 22, 12:51"
67,"Bebas Pungutan Ekspor CPO, Apa Dampaknya ke Kebun Sinar Mas (SMAR)?
Emiten perkebunan Grup Sinar Mas, PT Sinar Mas Agro Resources & Technology Tbk (SMAR) akan fokus dalam penjualan produk dengan nilai tambah dan peremajaan tanaman di tengah perpanjangan kebijakan pembebasan pungutan ekspor CPO.Pinta S. Chandra, Investor Relations Sinar Mas Agro Resources & Technolo...","16 Sep 22, 06:25"
68,"$OKAS
OKAS

ada support kotak kuning
entry 170 - 190
SL 160

disc.on","14 Sep 22, 23:54"
69,$SMAR,"13 Sep 22, 23:56"
70,"$SMAR entah kenapa saya suka emiten ini

10 tahun di dunia perkebunan sawit saya menilai dari rekan yang pindah kapal ke $SMAR rata-rata memiliki kesan yang sama, perusahaan ini memanusiakan pekerjanya (turn over karyawan sangat rendah) dan sangat established

#kebunnya yang sering saya lewati di daerah kuayan, Kalteng juga sangat Bagus dan memang World class 👍","13 Sep 22, 21:46 · Edited on 13 Sep 22, 22:19"
71,"setuju om mon...
gak semua saham bisa diterapkan anti cut loss

saham gue yg nyangkut dalam dan anti cut loss
$BRIS
$PRDA
emank rencana dijadikan core stock eh turun terus, gue cicil tiap bulan selot selot dah, $BRIS dah hampir setahun, pernah gue swing pake akun berbeda pas diharga 1200an mayan profit nya buat avg down di akun utama😅

saham yg gue cut loss waktu turun dr 800 ke 700 an krn LK jelek, Alhamdulillah dah cut loss, skarang dah brapa tu harga
sisanya gue CL krn perubahan status dr saham syar'i ke non syar'i, sebagian malah gak CL sih malah TP, ,","13 Sep 22, 07:34"
72,"KKGI

dekat supportnya
entry 605 - 630
SL 580

disc.on

$KKGI $BUMI $BRMS $SMAR","12 Sep 22, 05:17"
73,"Harga CPO Turun, Cek Rekomendasi Saham SMAR, SSMS hingga AALI
Analis merekomendasikan emiten-emiten minyak sawit (crude palm oil/CPO) yang masih menarik di tengah pelemahan harga CPO dan juga tekanan sentimen global.Analis Komoditas dan Founder https://bit.ly/37rnDdS Wahyu Laksono mengungkapkan walaupun harga komoditas termasuk CPO saat ini mengalami pelemahan dan ju...","9 Sep 22, 04:55"
74,Laporan Bulanan Registrasi Pemegang Efek [SMAR],"8 Sep 22, 11:10"
75,"$SMAR $LSIP $TAPG $SGRO $ANJT yang domestik player eps stabil.

Kelemahan pemain cpo ekspor sensitif dengan dua kebijakan pemerintah, 1) Kebiajakan ekspor impor 2) Pajak ekspor kalau tidak diperpanjang. EPS terjun bebas.","4 Sep 22, 13:30"
76,"Fluktuasi Harga CPO Global Berperan Penting Bagi Kinerja SMART di Sisa Tahun 2022
. PT Sinar Mas Agro Resources & Technology Tbk (SMAR) atau SMART optimistis masih mampu mencetak kinerja yang positif pada sisa tahun 2022. Pergerakan harga CPO global bakal berperan penting terhadap kelangsungan bisnis dan kinerja perusahaan tersebut. Penjualan bersih SMART meningkat 51,80% secara...","2 Sep 22, 17:55"
77,"Cb deh influencer2 kalian yg bahas $TKIM atau $INKP, tau ga bedanya emiten2 tersebut? Kenapa sinarmas buat entitas2 itu? (+ lontar Papyrus + Oki + pindo deli)
kalo mereka gatau, hati2, berarti risetnya dangkal.

$SMAR $DMAS $FREN","1 Sep 22, 17:02"
78,"$SMAR mid / long term Rp 5200
first entry","1 Sep 22, 16:00"
79,"@cumancuan Maaf bro. Alasannya logis namun kurang tepat atau kurang sreg buat saya. Karena emiten sawit yang lain, bahkan yang porsi ekspornya lumayan besar juga seperti $SMAR, tetap meningkat kok laba bersihnya di Q2 ini walaupun regulasi diperketat dsb. Kenapa dari sekian banyak emiten sawit, sepertinya hanya SSMS ini yang laba Q2 nya turun drastis?

Ada lagi yang berdalih bahwa minyak sawitnya ""disimpan"" dulu sebagai persediaan yang banyak di Q2 ini barulah dijual ketika harga sawit naik atau regulasi dilonggarkan dan masuk ke laba bersih Q3 dan Q4. Nah pertanyaannya, tindakan seperti itu memangnya boleh ya? Apakah gak akan melanggar UU No. 5 /1999 tentang larangan praktik monopoli dan persaingan usaha tidak sehat? Mengingat sawit yang ""disimpan"" itu pastinya sangat masif sampai-sampai laba Q2 nya turun sedrastis itu.

Saya tidak bermaksud apa-apa, cuman mau bertanya sekalian belajar saja. Soalnya pasar modal ini menurut saya sangat unik sekali 🙏🏻😁","31 Aug 22, 16:48"
80,$SMAR,"30 Aug 22, 13:44"
81,"$SMAR

Alasan mengapa $SMAR ini menarik:

1. penjualan ekspor tertinggi di antara emiten sawit lain
2. Resmi pungutan ekspor 0 rupiah diperpanjang hingga oktober (Q3 gratis pungutan ekspor)
3. Saham masih undervalue dan belom likuid
4. Highest net profit in CPO sector di semester 1 taon 2022 >>>

gambar hanya pemanis","30 Aug 22, 10:58 · Edited on 31 Aug 22, 20:09"
82,"$SMAR
Sawit masih bagus saat ini?

https://cutt.ly/BX2BmUN","28 Aug 22, 15:26"
83,"@CallMeSam betul, alasannya gula merugi trs pdhl gak gcg. ptpn 3 termasuk palmco anaknya ini produksinya rendah, pohon sawitnya tua & gagal memenuhi penugasan pemerintah untuk menurunkan harga migor bapak. ptpn 3 termasuk palmco ini udah kalah sm $CEKA $SMAR $AALI $LSIP bapak 🤣🤣🤣","25 Aug 22, 15:56"
84,"Produsen Minyak Goreng Filma (SMAR) Siap Lunasi Obligasi Rp477 Miliar
https://bit.ly/147E996, JAKARTA — Produsen minyak goreng Filma PT Sinar Mas Agro Resources and Technology Tbk. (SMAR) akan menggunakan dana yang dihimpun dari penerbitan Obligasi Berkelanjutan IV SMART Tahap I Tahun 2022 untuk melunasi utang obligasi yang akan jatuh tempo pada Oktober 2022.Pada 19 Oktober 202...","24 Aug 22, 14:25"
85,"$PBSA baru di topang Pendapatan Dari PT $SMAR
sedangkan Project STORAGE TANK MARVEL dr PT $UNVR Dan Civil Work n Structure PT Karya Agung BK blm di hitung sebagai pendapatan di Q2...

Artinya Potensi Pendapatan Q3 dan Q4??? 🤩🤩

GAK JADI BUKIIII 🥳🥳🥳🥳","24 Aug 22, 08:24"
86,"Produk yg diekspor apa sama dgn yg dimaksud dgn DMO bang ? Krn tidak ada bea keluar yg dibayarkan perusahaan bang.

Cuba abang bandingkan dgn $SMAR yg pajak ekspornya berapa banyak yg dibayarkan.","22 Aug 22, 11:40"
87,"PBV
Ingat book value ga memperhitukan intangible assets (cuma diakui dalam laporan keuangan jika ada M&A), seperti:

Trademark
Patent
Intellectual Property
Management Quality / Human Capital
Brand Equity
Customer & Supplier Relationship
Customer Data
Distribution System
Network Effect
Research and Development
etc

Kalo cuma memvaluasi perusahaan dari PBV, you're already one step behind","13 Aug 22, 12:12"
88,$SMAR,"12 Aug 22, 14:16"
89,"@DhitaBim haha iya namanya hampir sama om 😅

kalau dr LK Q1 mungkin msh terkait dgn project storage tank marvel dr $UNVR

tank farm upperstructure, ME ISBL, dan OSBL miliknya $SMAR

beberapa loker yg dibuka kayaknya harus qualified untuk proyek2 itu....","11 Aug 22, 16:10"
90,"Sinar Mas Agro Resources (SMAR) Pakai Dana Penerbitan Obligasi untuk Bayar Utang
PT Sinar Mas Agro Resources and Technology Tbk (SMAR) bakal menggunakan seluruh dana hasil Obligasi Berkelanjutan IV SMART Tahap I Tahun 2022 untuk pembayaran sebagian pokok utang bank jangka panjang perusahaan.  Hal ini diungkapkan oleh Investor Relations SMAR, Pinta S. Chandra saat dihubungi Kon...","10 Aug 22, 21:10"
91,Laporan Bulanan Registrasi Pemegang Efek [SMAR],"10 Aug 22, 18:10"
92,apakah kasus Surya Darmadi ada hubungannya dengan $SMAR ? Mudah2an tidak,"10 Aug 22, 15:55 · Edited on 10 Aug 22, 15:58"
93,"$SMAR asem.. pada pinter2 beli di cum date kejar deviden, abis itu ex date langsung dijual. Kalah cepat jual nya keburu turun. Awas aja tar gua balas 🙃","10 Aug 22, 13:44"
94,waduh sinar mas group... $SMAR $BSDE $INKP $TKIM... keseret nga yah,"10 Aug 22, 12:16"
95,"@yantmr Pas nongkrong di coffee shop, air mineralnya ini, ga sengaja liat ada logo produksi $SMAR, pesaing $ADES. FNB.","9 Aug 22, 15:09"
96,@Stockbit User Tp $SMAR knp bisa ttp on fire ya 🔥 🔥 🔥 ..Pdhl gede juga porsi ekspornya,"9 Aug 22, 08:58"
97,$SMAR gak salah baca ya gw? dividennya june dan Aug? 2 bulan sekali ada dividen?,"8 Aug 22, 10:45"
98,"M
$MORA masih sister company grup Sinarmas,semua perusahaan Sinarmas menggunakan service moratelindo,chek aja di tiap perusahaan grup Sinarmas pasti backup koneksi internet menggunakan moratel,selain itu moratel juga penyedia interkoneksi fiber bawah laut,tidak banyak perusahaan yang punya jasa pelayanan ini,mau tahu kebutuhan interkoneksi internet antar pulau,baca prospektus MORA,untuk long term hold keras,kenapa?mana mungkin sekelas grup Sinarmas emiten nya akan delisting?anda percaya?jangan kan delisting,anak perusahaan Sinarmas walaupun ada beberapa dengan DER tinggi,belum pernah bangkrut.salah satu anak perusahaan terbesar dengan join venture dengan cepsa Spanyol sekelas dengan BP/Pertamina ada di Riau dan itu under .seperlima kehidupan Indonesia milik grup ini,kalau Sinarmas bangkrut,ekonomi Indonesia juga bangkrut.hanya opini","7 Aug 22, 18:08"
99,"para dividen hunter, bagi yg ingin mendapatkannya pastiin kalian punya saham tersebut pada tanggal cum date dan tidak menjualnya saat bursa tutup hari tersebut. ini asumsi jika membeli 10 lot.

$SMAR $SMDR $IRRA $ERTX

$NTBK walaupun mereka di Rp 50 tapi merek amembagikan Dividen, salut hehehe","5 Aug 22, 15:36"
100,,
