,comments,date
87,"Kalo $ULTJ gmn wak? Investor nya segitu"" aja tp hrg nya ndolosor diiris tipis""

Apa yg jual beli org nya itu"" aja? 🙄","30 Nov 22, 19:25"
88,$ULTJ nyungsep,"30 Nov 22, 17:35"
89,"@grazzung halo Grazz, kamu fundamentalis? mau join group kami ? Di group, kami juga sama2 bahas saham untuk diskusi baik fundamental dan teknikal/sinyal. Kalau mau join, boleh dikirimkan linknya @ArieDialovaalova

@maxlong @midnight0909

$KMDS $ULTJ $BBCA $MYOR $MTLA","30 Nov 22, 15:16 · Edited on 30 Nov 22, 15:17"
90,"$ULTJ kelihatannya masih stagnan. Terlihat margin menurun (gross profit margin, operating margin, net profit margin). Masih kena imbas bahan baku tinggi sepertinya. Tapi bisnis akan terus berjalan, jadi masih tetap hold panjang. Belakangan ini lanjut belanja pelan2 di harga 1330-1370. Alhasil average menjadi 1500. Cash position 20% dari total equity.","30 Nov 22, 13:10"
91,Siap melaksanakan perintah market maker pak Will ke 550 harga wajarnya $ULTJ sesuai valuasi machine learning Windows not activated,"30 Nov 22, 11:48"
92,Tag Bandar $ULTJ nih @bamzat,"30 Nov 22, 11:06"
93,$BBRI $BMRI The power of window dressing VS $ULTJ The power of apestor 😟,"30 Nov 22, 11:02 · Edited on 30 Nov 22, 11:06"
94,"Saya hari ini baca berita. Ternyata harga telur mahal, di-""main"" kan yah? saya uda mau setengah abad, baru tahu.... kalau seperti ini mainnya, jadi ada ""kartel"" kah? Yang harganya dinaiki sesuai keinginan.

Kasian tau ayam nya... belum musti mati jadi mati. Itu telur kan kebutuhan setiap orang, masak, FITNESS dll.

Kalau murah yah bagus donk, ekonomi bisa muter. orang bisa dagang mie, kue, kebutuhan telur terjamin supply nya dan harganya, ga bikin jalur inflasi baru . seingat saya , telur masih dapat dulu 21000, sekarang mainnya 31000.

Harga naik, susah turun.","30 Nov 22, 10:56"
95,"@Hyukhu kamu kuku nya dipotong. rapi yah...

$ADES $ULTJ","30 Nov 22, 09:37"
96,"$ULTJ turun kok hari ini ?

@midnight0909","30 Nov 22, 09:37"
97,"@felixzelin efeknya nih saham tiap tahun bagi dividen 2x, utangnya 0. Wajib di pantau
$KMDS
$GOTO
$EMTK
$ELSA
$ULTJ","29 Nov 22, 17:01"
98,"@danielprasetya Halo saya influencer produknya $ADES dan $ULTJ di stockbit..silahkan diminum dahulu nestle, mujigae, sama ultra putihnya biar lbih jernih pikirannya","29 Nov 22, 13:47"
99,"$TSPC

bnyk hal yg meresahkan dari LK tspc:

- persediaan meningkat besar saat dollar dan harga bahan baku mahal
- piutang membengkak
- biaya iklan membengkak tanpa dibarengi kenaikan sales yg signifikan.
- ekspansi di segmen yg diramalkan akan sunset (susu)
- akuntan publiknya sama dengan $GIAA
- cash menumpuk tapi tidak menaikkan dividen ataupun buyback saham pertanda manajemen tidak efisien dalam alokasi modal.

ada lagi mohon ditambahkan","29 Nov 22, 11:28"
100,"$ADES

KEEP ON SAILING IN THE MIDDLE OF HAILING SEA STORM

Jika sebelumnya pada LKQ2 2022 saya dibuat tercengang, pada LKQ3 2022 saya menjadi melotot dan tercengang

Di tengah kondisi ekonomi sulit, ADES berhasil mencetak performa yang sangat memuaskan.

Pertama, dalam kondisi harga bahan baku serba naik, dan melakukan ekaspansi, saldo kas masih terjaga,

Cash and cash equivalent > Current + Non Current Liabilities (Pic 1 & 4)

Kedua, growth rate EPS melebihi total penjualannya. Dilihat dari penjabarannya, ini bukan masalah efisiensi tapi kemampuan manajemen melakukan money management dalam aspek cost. Tak lupa dalam kenaikkan tersebut terdapat komponen kenaikkan dari non operasional, tapi saya tidak ambil pusing karena jumlahnya tidak material

Growth EPS 68.59%
OI Growth 69.46%
GP Growth 52.79%
Revenue Growth 50.01%
(Pic 2)

Ketiga, yang membuat saya angkat topi adalah (pic 3)

Total EPS Q1Q2Q3 2022 = 408
Sementara EPS FY 2021 = 451

Dan jika mengikuti tren 3 tahun terakhir, bulan Okt - Des merupakan kontribusi tertinggi dalam EPS FY.

LK FY 2022 ADES asalah hal yang patut ditunggu sambil meminum Nestle dan susu

Luar biasa, perusahaan yang berekspansi dilengkapi dengan tantangan naikknya bahan baku, masih mencetak performa yang mentereng.

Jika ada yang bertanya

1. saham ini murah atau bukan?
2.sudah di pucuk?
3.masih boleh entry?

, cukup jawab

""kamu nanya? kamu bertanya tanya?""

Sekali lagi, silahkan skip bagi yang mau cari saham murah, tapi bisa dipertimbangkan bagi yang mau cari growth stock

Salam tiang

Tag yang LKnya masih saya tunggu","28 Nov 22, 23:52 · Edited on 29 Nov 22, 06:08"
101,tetap mimik cucu $ULTJ,"28 Nov 22, 18:52"
102,$OIL $ELSA $MEDC $ULTJ maka nya nurut sama kakek sugiono sakti mandraguna!!!!,"28 Nov 22, 15:15"
103,$ULTJ tumben volume miliaran,"28 Nov 22, 10:28"
104,"“If you know the enemy and know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory gained you will also suffer a defeat. If you know neither the enemy nor yourself, you will succumb in every battle.” - Sun Tzu

$MEDC $BBCA $ULTJ $MYOR $ADMF","27 Nov 22, 17:39"
105,@walabamba tetap lebih suram $ULTJ ada yg keluar dari Forbes 500 Indonesia dan terancam jadi juru parkir krna bangkrut pegang nih saham,"27 Nov 22, 09:15"
106,"Hikmah apa yang bisa dipetik saat kita masih berada di garis kemiskinan ?
hikmahnya adalah jadi orang kaya jauh lebih menyenangkan.

Eitsss jadi orang kaya tuh Tidak gratis lho... bayar pajaknya beda.
gak dapat subsidi listrik, BLT gak dapat, bpjs bayar.

jadi kalau mau serba gratis .tetaplah anda di garis kemiskinan. kerena akan banyak fasilitas gratisan untuk anda. tapi ya itu.. anda tidak akan bisa menikmati hidup menjadi manusia seutuhnya dan menjadi Manusia Mulia .

jadi orang kaya itu penting dan perlu sebab :
anda akan lebih berguna untuk masyarakat.
mampu membantu membangun tempat ibadah .
bisa beramal suka suka
masih banyak lagi keuntungannya

cuma itu syarat jadi orang kayanya harus dengan cara jujur dan bebas korupsi ya baru berkah harta anda.

Pilihan ada di tangan anda.

happy weekend all dan selamat gajian
Tag banyak pekerja lagi liburan sambil menikmati produk2 :","26 Nov 22, 12:45 · Edited on 26 Nov 22, 12:50"
107,$ULTJ kerja keras gw minum teh kotak tiap hari pasti akan tergantikan.,"25 Nov 22, 19:36"
108,"""Jika Anda merasa sedih atau kurang beruntung, ingatlah masih ada Apestor dan Pak Sabana di luar sana yang malah beli $ULTJ nyungsep saat siklus coal."" - Bamzat","25 Nov 22, 18:48"
109,"Seneng gw punya saham $ULTJ & $COAL disaat saham² lain di porto gw kebakaran, mereka ijo merona... Kamsahamnida ! 💃🏻💃🏻💃🏻","25 Nov 22, 17:50"
110,"$CMRY trend centre, orang orang yg sudah sepuh mana tau apa itu foodfess
$ULTJ $DMND $INDF","25 Nov 22, 15:11"
111,"Saran dalam menghadapi pom-pomers

Pom-pomers itu..
1. Saham bagus di fear biar bisa serok $INDR
2. Saham jelek dikatain bagus biar bisa keluar $WMUU
3. Saham wondeful company dihold sampai gocap seakan-akan pasti wonderful selamanya $ULTJ

Intinya buat ngehadapin pom-pomers tetap harus bisa analisa.. Minim paham beli saham apa, konsumennya siapa, kompetitornya siapa, termasuk dalam apa bisnisnya saat ini.. Question mark, star, dog, atau cashcow?

Peluang yang bisa bagger sampai 100x itu ada di question mark sebenarnya, dengan catetan ada dukungan dari pihak eksternal baik konsumen atau agen. Kalau growth bangun pabrik terus tapi demandnya gak ada ya ujung2nya blunder sendiri, pemasukan gada tapi harus bayar ini dan itu. Makanya gak salah juga kalau banyak orang yang bilang setidaknya kamu paham bidang bisnis perusahaan yang kamu beli.. Kenapa? Ya gampangnya kamu bisa menilai bisa jadi rising star apa nggak.. Kalau masuk ke kuadran star inipun gabisa invest trus ditinggal, takutnya kalau minat konsumen/market tiba2 berubah ya bubar balik ke question mark lagi.. Jadi bisa disimpulkan semi trading gitu..

Satu2nya yang bisa diinvest tinggal tutup mata ya yang ada di cashcow doang.. Udah susah untuk tumbuh lagi, tinggal perah aja susunya.. Kalau misal market share berkurang terus ya keluar aja, orang gabisa tumbuh lagi..

Dog >> Sahamnya biasa tidur, bangun bisa jadi agresif kalau diajak main2 aja sama majikannya (bandar). Salesnya gk tumbuh2, profit juga disitu2 aja..

Question mark >> Sahamnya biasa disitu2 aja, cenderung tidak terlalu likuid, sepi peminat tapi ya jarang ada yang mau jual karena penuh dengan ketidakpastian terutama dari sisi konsumen. Aktif ekspansi dan promosi. Berisiko lumayan tinggi. Perlu diwaspadai karena pertumbuhan bisnis tanpa diiringi serapan permintaan ya bubar jalan, apalagi kalau pengembangan usaha dilakukan menggunakan utang bisa kelilit bahkan blunder sendiri kalau profitnya aja belum mampu nutup bunganya..

Star >> Persaingan industrinya ketat diiringi demand terus menerus.. Perusahan terbaik akan cenderung rally.. Aktif ekspansi sesuai dengan tuntutan kebutuhan konsumen..

Cashcow >> Paling menguntungkan karena tinggal perah susunya untuk dipanen. Bukan tidak mau bertumbuh tapi memang sudah mentok aja. Perlu diwaspadai kecenderungan naik turunnya market sharenya..

Contoh yang selalu ada di kuadran star.. Bisnis telekomunikasi.. Mau ga mau pasti ada demandnya dan ada tuntutan perkembangan zaman, mulai dari kebutuhan telepon, internet, 3G sampai 5G, dll. Tinggal bisa gak dapetin pangsa pasarnya dengan persaingan begitu ketat..

Contoh yang sekarang ini ada di kuadran question mark bisnis metaverse.. Dikembangkan terus tapi masalahnya sudah siapkah pasarnya?

Contoh yang di kuadran dog.. Yang berhubungan dengan mainan.. Saya mencontohkan mainan kenapa? Soalnya jaman sekarang hiburan bukan lagi melalui mainan tapi gadget seperti game/film.. Jadi ya mau nambah produksi udah pasti jadi question mark yang gagal soalnya marketnya sangat terbatas..

Contoh yang di kuadran Cashcow.. Mungkin bisa dibilang kayak consumer goods seperti udah stabil dan udah pasti ada demandnya walaupun pertumbuhannya ya kecil.. Selama bisa mempertahankan marketshare maka aman sentosa..

Sekedar pendapat pribadi, ada beberapa industri yang tidak bisa masuk ke semua kuadran. Contoh:
1. Provider simcard, tuntutan kebutuhan pelanggannya hanya membuat perusahaan bisa di kuadran question mark ataupun star.. Industri yang berhubungan dengan teknologi gk mungkin berhenti growth, pasti akan dicari terus menerus teknologi yang lebih bagus jika ada demandnya.. Dalam kasus ini kebutuhan komunikasi ya akan selalu tetap ada..
2. Tambang batubara, kalau nggak di cashcow ya di dog. Beli tambang masa tiap kali? Ya nggak kan.. Tapi ya tergantung demandnya juga.. Kalau perusahaan tersebut bisa dapet kontrak supply terus menerus ya dia tinggal keruk aja tambangnya.. Kalau gabisa jual barubaranya ya otomatis di kuadran dog karena biaya operasional dan administrasi pasti tetap ada..

Lucunya retail jaman sekarang.. Beli saham karena bilang semua terserah bandar.. Lah kalau bisnisnya emang bagus ngapain bandar keluar modal duit buat goreng sahamnya? Tinggal hubungi aja fund manager2 lain trus pompomin pakai analisa yang masuk akal dan komprehensif.. Ntar kan juga ikutan fomo..

Paling kesel kalau ditanya ""Beli/punya saham ... ga?""
Padahal jelas2 perusahaannya ANJING (maksud saya di kuadran dog) wkwk
Bener gak sih ?

BCG sebenarnya ini biasa digunakan perusahaan untuk menilai produknya mana yang harus dikembangakan ataupun didivestasi. Lebih ke strategi marketing aja sih, tapi saya rasa cukup relevan kalau diterapkan di penilaian saham juga karena toh juga ujung2nya tau mana yang profitable mana yang ga.. Bahkan kalau sudah menguasai bisa tau kira2 perusahaan harus ngapain dan bakal ngapain..

Btw hati2 juga.. Perlu diwaspadai bahwa jika ada perusahaan IPO punya produk hanya satu tipe dan produk tersebut tipenya ada di kuadran dog.. Saya sarankan JANGAN DIBELI! Bisa jadi emang karena perusahaannya mau exit.. sesimple itu..

Salam hangat,
-Mr.G-","25 Nov 22, 12:04"
112,"""A wise man will be master of his mind,
A fool will be its slave.""
-- Publilius Syrus

Tag;
$ADES
$ULTJ
$ICBP
$LTLS","24 Nov 22, 19:47"
113,Aowowowk apestor $ULTJ,"24 Nov 22, 19:25"
114,"$ULTJ

Kalau ngerasa

""wah hidup gua gini gini aja padahal tahun baru 2023 bentar lagi tinggal mehitung 30-an hari""

Itu berarti kalian termasuk investor ULTJ.","24 Nov 22, 18:18"
115,Yu yang dekat merapat $ULTJ $CMRY $DMND,"24 Nov 22, 18:05 · Edited on 24 Nov 22, 18:09"
116,Ancur lah sangkuker $BEST $ULTJ $WINS $ELSA,"24 Nov 22, 12:02 · Edited on 24 Nov 22, 14:26"
117,@Tamami29 pas bangun udah 130 dishort KPKB (Konsorsium Penegak Keadilan Bursa) karena $ULTJ belum tutup gap up di 130 melanggar prinsip teknikal,"24 Nov 22, 11:05"
118,HAKA susu aja $ULTJ pasti tidur nyenyak,"24 Nov 22, 11:04"
119,"Resep bangkrut di usia muda:

percaya influenser haka $ULTJ $WINS $LEAD $BEST dan $ADES

kena karung ngoahahahaha

Anda beli, saya guyur","24 Nov 22, 10:26 · Edited on 24 Nov 22, 10:27"
120,$ULTJ nanti pas MTN nya lunas semua 🥳🥳🥳,"23 Nov 22, 22:55"
121,"-Membeli saham dengan konsep membeli perusahaan.-

Mungkin gak begitu keren di dengernya dikalangan milenial saat ini.

Klo bisa buy and sell dalam jangka pendek, buat apa buy and hold forever / jangka panjang?.

Back to konsep!!!

Goal investasi kita apa di pasar modal?.

Klo naikin kekayaan, cocok buy and sell jangka pendek. Agar compounding interest bekerja dengan cepat.

Tapi klo goal kita financial freedom, ya harus dibenerin kerangka berfikirnya dulu.
Kita harus berfikirnya, membeli saham = membeli perusahaan.
Perusahaan yg seperti apa?, yg pasti perusahaan yg sehat, perusahaan yg bertumbuh, perusahaan yg 10 20 atau 30 tahun mendatang akan tetap ada dan produknya tetap dikonsumsi oleh masyarakat luas.

Pict : 25 Juli 2022, sekitar Yogyakarta

Tag :","23 Nov 22, 22:38"
122,"COMFORM $ULTJ makin anjlok, 282 hari lagi menuju gap 130, selamatkan apestasi Anda","23 Nov 22, 21:31"
123,@bamzat bukannya pak sabana udah punya $ULTJ dari dulu ya.. yang baru2 ini beliau memang beli di harga atas.. tapi dulu ?,"23 Nov 22, 19:50"
124,"Memahami Model Bisnis Perusahaan

Sebagai investor, kita harus senantiasa memandang saham sebagai tanda kepemilikan atas suatu bisnis. ""Membeli saham berarti membeli bagian bisnis."" Itu adalah pola pikir yang sangat mendasar, yang harus tertanam dalam benak kita. Karena itu, sebelum membeli suatu saham, penting bagi kita untuk benar-benar memahami model bisnisnya terlebih dahulu.

Dalam buku ""Business Model Generation"", Alexander Osterwalder dan Yves Pigneur memberikan sebuah konsep yang dapat membantu kita memahami dan mendeskripsikan model bisnis suatu perusahaan secara sistematis dan sederhana. Mereka membagi sebuah bisnis ke dalam 9 elemen dasar, sebagai berikut:

1. Customer segments: Siapakah sekmen pelanggan yang dilayani oleh perusahaan itu?
2. Value propositions: Apakah nilai yang ditawarkan perusahaan itu untuk menyelesaikan persoalan dan memenuhi keperluan pelanggannya?
3. Channels: Bagaimana perusahaan itu mengomunikasikan, menyalurkan, dan menjual nilai tersebut kepada pelanggannya?
4. Customer relationships: Bagaimana perusahaan itu membangun dan memelihara relasi dengan pelanggannya?
5. Revenue streams: Bagaimana perusahaan itu memperoleh pendapatan dari nilai yang ditawarkannya?
6. Key resources: Apa saja sumber daya yang dibutuhkan perusahaan itu untuk menjalankan seluruh operasi bisnisnya?
7. Key activities: Apa saja aktivitas yang harus dilakukan perusahaan itu untuk menjalankan seluruh operasi bisnisnya?
8. Key partnerships: Siapa saja pemasok dan mitra bisnis yang berperan penting bagi kelangsungan bisnis perusahaan itu?
9. Cost structure: Apa saja biaya yang harus dikeluarkan perusahaan itu untuk menjalankan seluruh operasi bisnisnya?

Itulah 9 elemen yang perlu kita pelajari dan selidiki saat menganalisa model bisnis perusahaan. Semakin detail pemahaman kita atas 9 elemen itu, semakin baik pemahaman kita atas model bisnisnya, dan semakin kokoh pondasi yang kita miliki untuk proses analisa selanjutnya.

Jadi, sudahkah Anda, sebagai investor, memahami model bisnis dari perusahaan-perusahaan yang sahamnya Anda miliki?

Keep learning, be excellent, and achieve your dream!

Posted by


Random tag:","23 Nov 22, 19:18"
125,Kasian bgt nyangkut pucuk $ULTJ,"23 Nov 22, 18:57"
126,Kok ada ritel AH yang nyangkut di $ULTJ 528 miliar average pucuk 1564. Kok bisa ya? Harus ikut grup stockpick premium dulu atau kelas value investing dulu kayaknya. Coba dipake goreng $BOSS ya.,"23 Nov 22, 17:51 · Edited on 23 Nov 22, 17:52"
127,"10 juta jadi berapa ya 5 tahun lagi 😭😭

$PTBA $ULTJ $HMSP $SMDR","23 Nov 22, 15:31"
128,"siapa yang duluan menangkap peluang?

kondisi ekonomi sedang penuh dengan ketidakpastian membuat banyak pihak akan berhati2 dalam mengambil keputusannya,

seorang investor jika dihadapkan dalam kondisi yang penuh dengan keadaan suram tidak sedikit yang ambil langkah untuk keluar sejenak dari medan pertarungan dan beralih ke arena yang lebih menjaminkan kepastian. salah?, tentu tidak menurut saya. karena setiap investor punya profile resiko yang berbeda2.
tapi bukankah setiap keadaan sulit akan selalu menghasilkan orang hebat baru? mereka itulah yang bisa menangkap peluang yang ditawarkan.
.
begitu pun di dunia bisnis riil. disaat situasi sedang suram, tidak sedikit pebisnis yang mengambil langkah aman seperti mendepositokan cash perusahanya, menunda pembangunan pabriknya ato malah menurunkan produksinya karena khawatir tidak terserap oleh market.

tapi sudah hatam sekali cerita pebisnis sukses yang malah usahanya semakin besar disaat ekonomi sudah mulai recover dikarenakan melakukan hal2 sebaliknya disaat pebisnis lain mengambil langkah aman, seperti mengenjot promosi, menambah kapasitas, berinovasi dan membangun pabrik2 baru.

sehingga mereka menjadi pihak yang paling siap untuk menyerap demand dari market yang telah pulih atau malah lebih besar lagi.

saya rasa prestasi seperti itu hanya dimiliki oleh Pebisnis dan Investor yang punya naluri bisnis yang tinggi. karena tidak mudah mengambil tindakan yang dianggap gila oleh banyak orang. btw investor yang hebat sudah pasti pebisnis yang hebat, begitupun sebaliknya.

di bursa kita saat periode sulit seperti 2020,2021 dan 2022 ada yang malah sibuk ekspansi disaat pesaing2nya berhati-hati terhadap modal yang dimiliki. semoga mereka bisa jadi winner disaat ekonomi sudah berjalan lebih baik lagi.

random tag","23 Nov 22, 14:02 · Edited on 23 Nov 22, 15:32"
129,senggol susu duniawi $ULTJ $TSPC $TGKA $CMRY,"23 Nov 22, 10:06"
130,"Nonton bola sambil minum bir $MLBI ❌
Nonton bola sambil minum susu overhype $ULTJ ✅","22 Nov 22, 20:14"
131,"Hasil analisis simulasi Machine Learning AWS selama 100x percobaan, Juara Piala Dunia adalah Belgia.

Karena Belgia adalah penghasil susu dan bir terkenal, sepertinya $ULTJ $MLBI $DLTA $CMRY to the moon","22 Nov 22, 19:35"
132,@midnight0909 makanya yuk sangkut $ULTJ biar dpt diskon,"22 Nov 22, 17:55"
133,@NikoTafarel tunjukin porto yg isi $ULTJ langsung dikasi segitu om,"22 Nov 22, 17:55"
134,"Akhirnya, harga jualnya naik! Selisih hampir 10% dari bulan lalu! Marjin pasti menebal! Besok borong lahhhh 🥳🥳🥳

Semoga banyak yg buki buki buki bungkuussss 🤣🤣🤣

$ULTJ $CMRY $DMND $MYOR $ICBP","22 Nov 22, 17:36"
135,"@Boem60 masa ga kenal? ini saya loh mas.

$IATA $ULTJ $ITMG $BRPT $GDST","21 Nov 22, 17:50"
136,$SPMA $BUMI $ULTJ $BBRI bs x bsk naik 😁,"20 Nov 22, 21:04"
137,"mantap.

Mei you qian, pu dong. You qian,pu dong.

@thowilZ @daudios


$PBRX $ULTJ $NISP $PWON $GDST","20 Nov 22, 11:55"
138,@bamzat Mending $ULTJ berprotein gan,"19 Nov 22, 08:56"
139,"Seorang pengusaha susu segar sedang sekarat di ICU rumah sakit.
Dia dikelilingi oleh suster, dua anak laki-lakinya, satu anak perempuan dan istrinya.
Dan ia menyampaikan wasiatnya.

""Agus, kamu sebagai anak tertua mewarisi apartemen menteng.""

Lalu kepada putrinya ia mewariskan. ""Soimah, kamu perumahan kelapa gading indah"".

""Dan untuk kamu Udin, sebagai anak bungsu, Perkantoran Mulya Tower lantai 4 sampai 15.""

""Terus untukmu istriku, dapet tiga komplek perumahan mewah dipondok indah.""

Suster yang mendengar wasiat itu jadi takjub dan bilang ke istrinya...

""Wah!... Ibu sungguh beruntung ya.
Walaupun bapak cuma pengusaha susu tapi sangat kaya dan mewariskan semua untuk keluarganya.""

Istrinya menjawab...

""Ha?!... Kaya?...
Kamu bercanda?
Yang diwariskan itu rute antar susu!
🙈🙈🙈","19 Nov 22, 00:49"
140,"$ULTJ kok mulai tertarik dengan saham ini ya, di kutip di buku multi bagger... apakah sekarang undervalue untuk di hold","18 Nov 22, 16:18"
141,"@fitbit yg bener tu, jgn sedekah ama bandar $ITMG $PTBA $BSSR $ULTJ yg bersembunyi dibalik kedok Sales Dividen diharga pucuk..

Karena sedekah ama bandar itu haram, mending ke anak yatim.. dapat pahala..

Investor cerdas itu, hidupnya dari Cuan dividen..

Kalau Apestor, hidupnya untuk menutupin FL dari dividen..

meskipun mirip, tapi hasilnya beda. bener ngak ? Wkwkwkwkkwkkkkk....","18 Nov 22, 11:40"
142,"@3KapalPerang wkjwwkwkw

$ULTJ $CAKK $SLIS $GDST","18 Nov 22, 10:26 · Edited on 18 Nov 22, 10:26"
143,"@RUJITO $KKGI tidak bagi deviden dan mencoba diversifikasi bisnis ke tambang lain selain coal + harga batu bara acuan, membentuk pola new lower low.

INGAT Ya di iris pelan2 sampai investor kurang menyadari. (Turun banyak, kemudian naik dikit dan terus berulang sampai terbentuk pola new lower low).

Bau2 aneh menyengat sudah tercium, yg sudah floating profit, cuan bungkus, jangan serakah.
Yang masih floating loss, amankan dan batasi modalmu. Ingat tidak ada uang tunggu lagi di KKGI karena NO Deviden. Apalagi dilarang bucin ya sama suatu emiten. Uangmu Bukan Chip Poker ya yg kalau habis bisa beli di warnet.

Mau invest santai tinggal bobo dan ada uang tunggu.
investlah ke , , , SIDO, EKAD, BBRI","17 Nov 22, 20:38"
144,"info A1 $ULTJ segera jual aset lalu akuisisi warkop se jabodetabek, jualan es teh manis. cuan koper koper","17 Nov 22, 19:13"
145,"$ULTJ teh kotak gak laku sama sekali gak masuk top 5 market share, akan di hukum market total big fnds konsorsimisium siap exit cekek injek sampe harga wajar 550.

Bukilah biar dpt barang bantu cekek injek menegakkan keadilan di bursa","17 Nov 22, 16:57"
146,$ULTJ rame di twitter wkwk,"17 Nov 22, 16:29"
147,"@thefing77 mantap $BBCA

$ULTJ $ADES $KMDS $OKAS","17 Nov 22, 15:42"
148,"kokooo bi rate naikk

$ULTJ $PBRX $GDST $BMTR","17 Nov 22, 14:40 · Edited on 17 Nov 22, 14:40"
149,Sambil ngerokok $HMSP dan minum susu $ULTJ lihat porto merah,"17 Nov 22, 14:31"
150,"halo, ikutan donk.. ramaikan...$WINS hiii dijual.. atuttttt

$ULTJ $ADRO $BBYB $ADMR","17 Nov 22, 12:00"
151,"Malam Loser

Sudahkah portofolio Anda Loss hari ini?

Jangan lupa tetap pesimis dan carilah cutloss dan compounding loss sedalam-dalamnya.

Salam Loss.

tag saham loss:","17 Nov 22, 11:11 · Edited on 17 Nov 22, 11:13"
152,delisting gan. sudah kalah saing $ULTJ core stock boncos kotos”,"16 Nov 22, 23:22 · Edited on 16 Nov 22, 23:23"
153,"Di sebuah sekolah dasar, suatu saat seorang guru bertanya pada salah satu muridnya.
Bu Guru : “Udin tolong jawab pertanyaan ibu yaa… Kalo ada 5 ekor burung di jendela, kemudian ditembak satu, berapa yang masih tertinggal?”
Udin : “Habis dong Bu, kan lainnya pada terbang”
Bu Guru : “Salah, harusnya dijawab masih tinggal 4 ekor, tapi saya senang dengan cara berpikir kamu…..”
Lalu Udin balik bertanya pada Bu Guru.
Udin : “Bu Guru tolong jawab pertanyaan saya… Kalo ada tiga orang cewek, masing-masing membawa es krim, cewek pertama makan es krim dengan dikunyah sedikit2, yang kedua dengan menggigit es krim dan contongnya, dan yang ketiga dengan menjilati dan mengulumnya, Manakah diantara ketiga cewek itu yang sudah menikah?”
Bu Guru : “Hmmm… pasti yang makannya dengan menjilati dan mengulum es krim yaaaa”
Udin : “Salah… harusnya dijawab yang memakai cincin kawin, tapi saya senang melihat cara berpikir Bu Guru…” 😁","16 Nov 22, 22:04"
154,"POLL
$ULTJ kapan ke 2000?","16 Nov 22, 21:52"
155,"$KKGI tidak bagi deviden dan mencoba diversifikasi bisnis ke tambang lain selain coal + harga batu bara acuan, membentuk pola new lower low.

INGAT Ya di iris pelan2 sampai investor kurang menyadari. (Turun banyak, kemudian naik dikit dan terus berulang sampai terbentuk pola new lower low).

Bau2 aneh menyengat sudah tercium, yg sudah floating profit, cuan bungkus, jangan serakah.
Yang masih floating loss, amankan dan batasi modalmu. Ingat tidak ada uang tunggu lagi di KKGI karena NO Deviden. Apalagi dilarang bucin ya sama suatu emiten. Uangmu Bukan Chip Poker ya yg kalau habis bisa beli di warnet.

Mau invest santai tinggal bobo dan ada uang tunggu.
investlah ke , , , SIDO, EKAD, BBRI","16 Nov 22, 17:09 · Edited on 16 Nov 22, 17:16"
156,$ULTJ minus di karungin @bamzat,"16 Nov 22, 15:36"
157,"Berpikir Jangka Panjang

Bila kita bermaksud untuk berinvestasi di pasar saham, bukannya berdagang, kita harus berpikir jangka panjang. Artinya, kita harus siap memegang saham itu selama berbulan-bulan hingga bertahun-tahun. Kita seharusnya tidak dipusingkan dengan fluktuasi harga saham yang terjadi setiap hari. Selama perusahaan yang sahamnya kita pegang itu tetap berkinerja baik, sesuai analisa dan ekspektasi kita, kita seharusnya tetap memegangnya.

Tentu saja, untuk dapat berpikir jangka panjang seperti itu, kita harus mengerjakan PR kita terlebih dahulu, yaitu melakukan analisa yang cermat dan mendalam atas perusahaan yang sahamnya hendak kita beli. Bila kita tidak mengerjakan PR kita dengan baik, ada 2 kemungkinan yang akan terjadi:

1. Kita berinvestasi di perusahaan yang buruk dengan tekad baja. Artinya, kita mati-matian memegang saham dari perusahaan yang berfundamental buruk dalam jangka panjang. Biasanya, hal ini terjadi karena kita terlanjur mengalami floating loss dalam persentase dan nominal yang besar.

2. Kita berinvestasi di perusahaan yang baik dengan tekad tempe. Artinya, kita mudah tergoda untuk segera menjual saham kita dalam jangka pendek, entah dalam kondisi untung atau dalam kondisi rugi, entah karena fluktuasi harga yang terjadi atau karena rumor-rumor yang beredar. Padahal, prospek perusahaannya mungkin masih sangat bagus dalam jangka panjang.

Kedua kemungkinan itu sama-sama buruk. Dalam kasus pertama, seandainya kita memperoleh keuntungan, itu bersifat ""kebetulan"" saja, dan menggantungkan investasi kita pada ""kebetulan"" seperti itu sangatlah berisiko. Dalam kasus kedua, seandainya kita menjual saham kita dalam kondisi untung, biasanya keuntungannya tidak cukup maksimal. Kita mungkin hanya memperoleh keuntungan beberapa persen, padahal saham itu mungkin masih bisa memberi kita keuntungan puluhan dan bahkan ratusan persen lagi.

Karena itu, kita perlu mengombinasikan analisa yang mendalam dan cermat dengan pemikiran jangka panjang. Jangan membeli saham dari perusahaan yang buruk dengan pemikiran jangka panjang, dan jangan membeli saham dari perusahaan yang bagus dengan pemikiran jangka pendek. Belilah saham dari perusahaan yang bagus dengan pemikiran jangka panjang.

Keep learning, be excellent, and achieve your dream!

Posted by



Random Tag:","16 Nov 22, 15:33 · Edited on 17 Nov 22, 09:43"
158,@DewaKura yg minus 1jt ini $ULTJ kyknya 😌,"16 Nov 22, 15:26"
