,comments,date
80,"Info Singkat saham untuk 2 Desember 2022 (bukan rekomendasi jual-beli) :

$FREN : Rangenya Rp 68,- (support ) s/d Rp 75,- (resistance). Posisi bandar masi keluar sebesar Rp 33,2 milyar selama seminggu terakhir. Untuk FREN sepanjang area Rp 68 tidak ditembus maka masi ada secercah harapan, seperti slogan FREN is my BEST FREN ...

$ERAA : Rangenya lebar yakni rangenya Rp 394,- (support) s/d Rp 416,- (resistance). Posisi bandar masi keluar sebesar 12,94 milliar selama seminggu terakhir. Sementara wait and see ya untuk ERAA , tunggu dia bisa break keatas area Rp 416 baru kita ukur ulang. Masi menunggu periode buyback dari PSP nya, biasanya jika buyback maka harga akan cenderung stagnan dan menurun.

: Rangenya pendek yakni Rp 232,- (support) s/d Rp 254,- (resistance). Posisi bandar masi keluar sebesar 30,97 milliar selama seminggu terakhir. Untuk SCMA sebenarnya sudah di support Rp 242,- jika ini ditembus maka potensi ke Rp 232-236 . Saham 1 ini sangat fluktuatif dan cendrung banyak technical trap.

Ingin mendapatkan informasi lengkap saham , , LSIP dan ikut polling saham-saham yang ingin dibahas setiap harinya ? yuk gabung ke grub seirine, link grub ada di profile seirine investama ya.

Harus diingat:
1. Jangan trading dengan brutal mentang-mentang melihat bandar ada didalam, gunakan money management yang baik.

2. ini hanyalah info singkat dan bukan rekomendasi jual-beli.

DISCLAIMER ON

""Semoga informasi ini berguna bagi teman-teman sekalian, support terus kami dengan ""LIKE"" dan ""FOLLOW"" akun stockbit.","1 Dec 22, 18:40"
81,$JPFA RIP retail,"1 Dec 22, 16:39"
82,$JPFA @aldi123 -17.67% since posted 😹 jadi keliatan mana stockbiters yang berkualitas,"1 Dec 22, 14:20"
83,"$JPFA lagi window dressing,semoga segera ke 900","1 Dec 22, 13:57 · Edited on 1 Dec 22, 14:00"
84,"saat toko kelontong ku $GOTO kebakaran, ayam ku kepanggang $JPFA , bajaku meleleh $KRAS , tapi bankku masih memberikan bunga $BNGA 😂.","1 Dec 22, 13:53"
85,"@setiagun udah cl
Nunggu 1050-1070
Ga dapat cari yg lain masih banyak emiten selain $JPFA","1 Dec 22, 12:34"
86,$JPFA katanya desember ada winUNDRESSING,"1 Dec 22, 12:04"
87,"$JPFA konsumsi ayam sudah jadi tradisi, ayam dan telor sudah jadi kebutuhan pokok,...","1 Dec 22, 11:39"
88,"$JPFA aduh lapar nih..
kapan ayam nya di goreng? 🍗🐔🍗","1 Dec 22, 11:26"
89,"Halo, Salam Kenal Teman teman🙏🏻
Prediksi Saya tentang harga saham emiten $JPFA
-
Jangan lupa untuk Follow & Beri TIP💰 pada postingan ini, Terimakasih Semuanya🤗
-
*Disclaimer On","1 Dec 22, 10:54"
90,"Ngeliat dari distribusi bandar yg terus masif sama teknikal yg jelek, im on your side. $JPFA masih jelek. Tapi kalo sampe harga 850, gue kurang yakin. Sampe 1100 masih oke lah buat di serok","1 Dec 22, 10:51"
91,"$JPFA jadi tadi pagi owe iseng pasang bid 1000 lot di 1335 eh kemakan juga🤣
Lihat chartnya malah mau brek down jebolin 1330 jadi besok kalau bid 1330 jebol langsung buang kiri 1325
Inilah pentingnya disiplin cutlos","30 Nov 22, 21:18"
92,"@magicianseeker sip, thank you info nya

$MAIN $CPIN $JPFA $DNET $WIRG","30 Nov 22, 20:05"
93,"$JPFA besok kalau 1330 jebol buang ya
Kita tangkap lagi di 1060 -1050","30 Nov 22, 16:00"
94,"$JPFA emiten sampah,hindari.","30 Nov 22, 15:09"
95,masih banyak yang belum yakin dengan prediksi ini 🤭 $JPFA,"30 Nov 22, 14:43"
96,$JPFA membusuk ni saham.. gk ad kemajuan,"30 Nov 22, 13:55"
97,@Panorama78 ihh enak bangettt mainin telur $JPFA $MAIN $CPIN $PNLF,"30 Nov 22, 13:36"
98,"uang penjualan sari bdmn sudah selesai saya belikan sedikit ayam naga $JPFA, baja peyot $KRAS , toko kelontong $GOTO, nambah muatan dikit di simpan pinjam $BNGA, kebakaran portonya saya 😂. saya tinggal dulu sementara semoga nanti dikasi rejeki sama om bandar.","30 Nov 22, 11:33"
99,$JPFA Data di lapangan produk mengalami kenaikan.. kok malah turun ini.. malu donk,"30 Nov 22, 11:18"
100,"Saya hari ini baca berita. Ternyata harga telur mahal, di-""main"" kan yah? saya uda mau setengah abad, baru tahu.... kalau seperti ini mainnya, jadi ada ""kartel"" kah? Yang harganya dinaiki sesuai keinginan.

Kasian tau ayam nya... belum musti mati jadi mati. Itu telur kan kebutuhan setiap orang, masak, FITNESS dll.

Kalau murah yah bagus donk, ekonomi bisa muter. orang bisa dagang mie, kue, kebutuhan telur terjamin supply nya dan harganya, ga bikin jalur inflasi baru . seingat saya , telur masih dapat dulu 21000, sekarang mainnya 31000.

Harga naik, susah turun.","30 Nov 22, 10:56"
101,"Analisa Saham JPFA | 30 November 2022
Analisa Saham JPFATertahan di area support 1330, saham JPFA berhasil mengalami teknikal rebound dan menguji area down trend resistline, sekaligus area resistance konsolidasinya dikisaran 1375-1385 (kotak kuning). Indikator teknikal MACD masih cenderung bergerak naik, sedangkan volume transaksi cende...","30 Nov 22, 07:56"
102,"Saran saya bagi teman2, mohon jangan save postingan yg ini, mengingat saya bakal hapus postingan yg ini (dan akan posting lagi postingan seperti ini next time dengan list2 yang baru)

Saran saya teman2 langsung saja ke thread2 di dalam list tersebut kemudian save apabila perlu, terima kasih.

Random tags yang mungkin msh ad hubungan dengan semua thread saya:","30 Nov 22, 07:38"
103,$JPFA setia menunggu di 1100-1200 apalagi bs dikasih diskon lagi sampai 900. harga jagung mahal,"29 Nov 22, 21:03"
104,Lagi sedih2 nya saham ayam2an bang $JPFA $CPIN $WMUU $MAIN 😌,"29 Nov 22, 19:07"
105,@Harryhidayat7579 $JPFA,"29 Nov 22, 11:45"
106,$JPFA tumben naik nih ayam. Karna harga pangan mau naik? 😄,"29 Nov 22, 11:07"
107,"NH Morning Brief – Nov. 29, 2022

Today’s Outlook
Demonstrasi anti Zero-Covid, berujung ketegangan politik domestik China, akan berdampak pada ekonomi kedua terbesar dunia tersebut. Awal pekan, investor cenderung Risk-On pada Safe Haven, dengan penurunan yield pada UST2Y dan UST10Y, atau kontras dengan bursa saham Wall Street yang konsisten bergerak di zona merah. DJIA sempat tertekan lebih dari 500 poin, sebelum akhirnya ditutup melemah 1,5%. Instrumen Safe Haven lainnya juga terapresiasi, DXY kembali diperdagangkan diatas level psikologis 105 poin. Sementara itu, minyak mentah global kembali tertekan, kontras dengan dimulainya larangan Uni Eropa terhadap impor minyak mentah Rusia per 5 Desember mendatang.

Wait and See jelang Pertemuan Tahunan BI, membuat NHKSI Research memproyeksikan IHSG hari ini berpeluang kembali bergerak sideways. Investor menantikan pandangan BI mengenai ekonomi dan kebijakan moneter tahun ini dan tahun depan, dalam Pertemuan Tahunan BI yang dijadwalkan hari Rabu 30 November. Adapun awal pekan, IHSG ditutup melemah 35 poin ke level 7.017, dengan Sektor Teknologi terdepresiasi 3,8% atau pimpin penurunan sektoral.

Foreign Transaction (IDR bn)
Buy 3,631
Sell 3,201
Net Buy (Sell) 430
Top Buy NB Val. Top Sell NS Val.
BBRI 340.9 TBIG 63.3
MDKA 61.4 TLKM 58.3
UNVR 55.4 KLBF 37.0
BBNI 51.5 ADMR 31.2
MEDC 33.9 ASII 24.7

Company News
INDY: Kuasai Kideco Jaya Agung
DMMX: Pendapatan Melesat 85%
BUMI: Private Placement IDR2,19 T

Daily Technical 29 November 2022
IHSG
Technical view: Sideways.
Crucial Neckline Inverted Head & Shoulders at 7105-7140.
Critical Support at 6960.
S: 7013-7000 / 6960 / 6900 / 6850.
R: 7040-7050 / 7105-7140 / 7250 / 7355-7377.

JPFA
Speculative Buy.
Entry Level: 1350-1340.
Average Up >1360-1365.
Target: 1390 / 1400-1410 / 1450 / 1475-1500.
Stoploss: 1325.

AGRO
Buy On Weakness.
Entry Level: 484-470.
Target: 500 / 520-525 / 560-570. .
Stoploss: 464.

ESSA
Buy.
Entry Level: 1065.
Average Up >1090.
Target: 1115-1130 / 1155-1170 / 1230 / 1265.
Stoploss: 1020.

MIKA
Speculative Buy.
Entry Level: 2700.
Average UP >2740.
Target: 2900 / 2960-3000.
Stoploss: 2590.

UNVR
Buy.
Entry Level: 4700-4660.
Average UP >4740.
Target: 4900 / 4980-5000 / 5100 / 5275.
Stoploss: 4600.

DISCLAIMER ON

Corporate Calendar
Date Event
Tuesday RUPS: MAYA, CASS
29 - Nov. Cum Dividend: UNVR, TOTO, PGLI

Wednesday RUPS: SIPD, MFMI, BUKA, BTEL, BBKP
30 - Nov. Cum Dividend: --

Thursday RUPS: VICO, FASW
1 - Dec. Cum Dividend: BBCA

Friday RUPS: TRUK, BEKS, ADCP
2 - Dec. Cum Dividend: --

Global Indices
Index Last Chg. %
Dow Jones 33,849.46 (497.57) -1.45%
S&P 500 3,963.94 (62.18) -1.54%
FTSE 100 7,474.02 (12.65) -0.17%
DAX 14,383.36 (158.02) -1.09%
Nikkei 28,162.83 (120.20) -0.42%
Hang Seng 17,297.94 (275.64) -1.57%
Shanghai 3,078.55 (23.14) -0.75%
Kospi 2,408.27 (29.59) -1.21%
EIDO 23.28 0.15 0.65%

Commodities
Commodity Last Chg. %
Gold ($/troy oz.) 1,741.4 (13.6) -0.77%
Crude Oil ($/bbl) 77.24 0.96 1.26%
Coal ($/ton) 379.00 29.60 8.47%
Nickel LME ($/MT) 25,639 223.0 0.88%
Tin LME ($/MT) 22,354 123.0 0.55%
CPO (MYR/Ton) 4,140 100.0 2.48%

Sources: Bloomberg, NHKSI Research
Opening Account :
Whatsapp : 081290872816
©NH Korindo Sekuritas Indonesia","29 Nov 22, 08:28"
108,$JPFA,"28 Nov 22, 21:10"
109,"@mazami di sektor ayam ayam an ini, sy hanya bs blg bahwa harga saham kadang tdk sejalan dgn kinerja perusahaan Om. Kinerja emiten baik baik saja, tapi saya melihat harga sahamnya downtrend. Ini terlihat dari konsistensi lower high nya. Ini berlaku untuk $JPFA, $MAIN, $CPIN, $WMUU https://stockbit.com/post/9570633","28 Nov 22, 21:02"
110,"@cuanpenting sudah di follow om
mohon analisanya
terkait industri ayam2an $MAIN
atau $JPFA $CPIN $WMUU
saya lbh cenderung ke Main krn PBV paling murah","28 Nov 22, 20:22 · Edited on 28 Nov 22, 20:23"
111,"sharing terkait harga jagung yg jd sentimen dari emiten poultry. kira2 harga skg gmn dan kpn prediksi harga turun. poultry udh lumayan lama turunya

$CPIN $JPFA $MAIN $BISI","28 Nov 22, 16:55"
112,$JPFA q3 turnaround tpi harga sahamnya ambyar🤣🤣,"28 Nov 22, 10:41"
113,$JPFA menurut karyawan nya msh bagus untuk ini perusahaan.. hehee.. kok kagak naek naek ya.. FYI harga untuk Telur aja 29-30 ribu sekilo di market.. Natal Tahun Baru apakah ada dampaknya ke perusahaan ayam ayaman $JPFA $CPIN,"28 Nov 22, 09:44"
114,"$ICBP technical view, bisa dilihat di chart ya guys untuk support dan resistantnya

disclaimer on
$INDF $MYOR $ICBP $UNVR $JPFA","28 Nov 22, 07:09"
115,"$MAPI $LPPF $CPIN $JPFA $RALS


https://cutt.ly/01zKFDv","28 Nov 22, 05:30"
116,$JPFA ada divergen di jpfa akan menarik jika lewat 1385 Dyor..,"27 Nov 22, 18:54"
117,$JPFA ga jadi dibawa ke 1200 om ndar?,"27 Nov 22, 14:30"
118,$WMUU melihat $CPIN dan $JPFA yg Q3 nya jatoh mending wns dlu tunggu konfirmasi Q3,"27 Nov 22, 09:16"
119,"saya mantan Karyawan $CPIN memang 11 12 kedua perusahaan ini, kalau melihat cuma faktor pakan dan bibit saja $JPFA agak sedikit unggul.
tetapi perlu juga riset Profit dari ""Kontrak"" ke mitra lebih menguntungkan yang mana? pemasaran, RPA (Rumah potong Ayam) , Pengolahan Daging Ayam pasca panen (Cpin punya Fiesta chicken nugget Jpfa punya sosis so nice) dan lain-lain.","26 Nov 22, 22:34"
120,"$JPFA anggap saja saya masih percaya kata temen saya....
JANGAN IKUT2 YA, KARENA GAK ADA ""SCIENCE"" DI SINI.
😅","26 Nov 22, 21:48"
121,"Tahun depan semoga panen ayam amin 🐤🐤🐤
$JPFA","25 Nov 22, 15:57"
122,"Ijin ikutan berbicara bang suhu, saya juga hold $WMUU sya jg percaya dari pembahasan setelah ipo dari pak tum karena gak mungkin seorang pak tum menipu pemegang saham nya, cuman kita hrus liat lg sektor poultry emang sedang turun, pnyebab nya karna pakan naik, adanya ppkm q1 q2 dll, apakah penurunan saham peternakan ini wajar atau tidak ? Harus di analisa lg apakah harga di bawah ini sedang Diskon ? Atw emang perushaan nya yg buruk ? $JPFA $MAIN $CPIN , kalo pengen saham nya naik terus menerus ya beli aja saham yg bagus tp cuman ada beberapa doang itu pun pasti ada turun nya. Mohon bimbingan nya para suhu investor 🙏","25 Nov 22, 14:27 · Edited on 29 Nov 22, 10:27"
123,"$WMUU jual emiten ini,

ganti ke yang waras,

$CPIN , $JPFA perusahaan bagus.","25 Nov 22, 11:30"
124,😅😅😅😅.....11-12 sama $JPFA,"25 Nov 22, 11:29"
125,$JPFA antri 1350 okkeee,"24 Nov 22, 23:54"
126,"Info Singkat saham untuk 25 November 2022 (bukan rekomendasi jual-beli) :

$CTRA : Rangenya Rp 985,- (support ) s/d Rp 1.040,- (resistance). Posisi bandar masi didalam sebesar Rp 60,31 milyar di harga rata-rata Rp 940,- selama seminggu terakhir. Untuk CTRA hari ini naik disertai dengan volume yang cukup besar, semoga saja bisa menguji area resistance disekitaran Rp 1.040.

$AISA : Rangenya lebar yakni rangenya Rp 163.- (support) s/d Rp 178,- (resistance). Posisi bandar masi keluar sebesar 2,92 milliar selama seminggu terakhir. Untuk AISA wait and see dulu, saat ini masi belum aman, sampai dia mampu kembali keatas area Rp 178.

: Rangenya pendek yakni Rp 28.900,- (support) s/d Rp 30.500 (resistance) Posisi bandar masi keluar sebesar 49,59 milliar selama seminggu terakhir. Untuk UNTR masi dalam fase technical rebound dengan target di area Rp 30,500-30.700

Ingin mendapatkan informasi lengkap saham , , HMSP dan ikut polling saham-saham yang ingin dibahas setiap harinya ? yuk gabung ke grub seirine, link grub ada di profile seirine investama ya.

Harus diingat:
1. Jangan trading dengan brutal mentang-mentang melihat bandar ada didalam, gunakan money management yang baik.

2. ini hanyalah info singkat dan bukan rekomendasi jual-beli.

DISCLAIMER ON

""Semoga informasi ini berguna bagi teman-teman sekalian, support terus kami dengan ""LIKE"" dan ""FOLLOW"" akun stockbit.","24 Nov 22, 18:52"
127,$JPFA 🐣🐥🐤,"24 Nov 22, 15:32"
128,"$JPFA apa bgt sih turun lagi?wkwwkwk ini udh mau Minggu"" windres loh","24 Nov 22, 14:07"
129,$JPFA sabar pelan pelan aja ndar belum slesai akum saya nya 🤦‍♂️,"24 Nov 22, 10:54"
130,"Yakin gak mau beli barang diskon?
$JPFA","24 Nov 22, 09:03"
131,"Prediksi Ayam lebih akurat daripada prediksi AWS Machine Learning Jepang vs Jerman gan, haka emiten ayam gan

$JPFA $CPIN $MAIN $SIPD $LUCY","23 Nov 22, 22:16 · Edited on 23 Nov 22, 22:16"
132,"$JPFA juga ternak udang pak. PT. Suri Tani Pemuka khusus di perudangan dari bibit, tambak sampai olahan udang.","23 Nov 22, 19:39"
133,"yang lain ternak ayam $JPFA $WMUU , saya pilih ternak udang aja disini $PMMP","22 Nov 22, 18:32"
134,$JPFA mau lebaran,"21 Nov 22, 16:47"
135,"$JPFA nunggu bottom paling bawah
Sekarang bandar ngiris pelan","21 Nov 22, 14:16"
136,$JPFA masih bagus sebenarnya.. Ayo gaskan..,"21 Nov 22, 10:03"
137,"@GrandpaFrogie walau soal rasa mungkin relatif, tapi buat ane emang enakan rasa produknya $$CPIN dibanding $JPFA","21 Nov 22, 09:29"
138,@GrandpaFrogie kapan keluarnya om? begitu cara untuk memaklumi barang yg harganya lebih mahal. kalau daging/ bahan mentah itu tergantung cara dan siapa yg masak. untuk kualitas menurut saya $JPFA lebih unggul dan terjangkau daripada $CPIN. silahkan bisa beli dagingnya di Best Meat/ Chio Mart untuk $JPFA atau Prima Fresh/ Kios Unggas untuk dagingnya $CPIN. silahkan langsung bandingkan,"21 Nov 22, 09:29"
139,"Info Singkat saham untuk 21 November 2022 (bukan rekomendasi jual-beli) :

$BJBR : Rangenya pendek yakni rangenya Rp 1.340,- (support) s/d Rp 1.400,- (resistance). Posisi bandar masi didalam sebesar 2,59 milliar di harga rata-rata Rp 1.350 selama seminggu terakhir. Untuk BJBR posisi bandar tidak signifikan, jadi bisa dikatakan netral. BJBR baru kembali potensial jika mampu menembus area Rp 1.400.

$JPFA : rangenya pendek yakni Rp 1.330,- (support) s/d Rp 1.380,- (resistance). Posisi bandar masi keluar senilai Rp 36,90 milliar selama seminggu terakhir. Untuk JPFA wait and see dulu ya, jika support di Rp 1.330 ditembus maka potensi lower low.

: Rangenya pendek yakni Rp 400,- (support) s/d Rp 418 (resistance) Posisi bandar masi keluar sebesar 29,11 milliar selama seminggu terakhir. Untuk ERAA masi dalam fase technical rebound dengan target terdekat di Rp 418.

Ingin mendapatkan informasi lengkap saham , , WSKT dan ikut polling saham-saham yang ingin dibahas setiap harinya ? yuk gabung ke grub seirine, link grub ada di profile seirine investama ya.

Harus diingat:
1. Jangan trading dengan brutal mentang-mentang melihat bandar ada didalam, gunakan money management yang baik.

2. ini hanyalah info singkat dan bukan rekomendasi jual-beli.

DISCLAIMER ON

""Semoga informasi ini berguna bagi teman-teman sekalian, support terus kami dengan ""LIKE"" dan ""FOLLOW"" akun stockbit.","20 Nov 22, 14:22"
140,$JPFA,"19 Nov 22, 11:39"
141,"$JPFA keren, merambah bisnis Sapi juga sekarang

source :","19 Nov 22, 03:47"
142,"$WMUU inget broh...natalan yg di olah jadi hidanga spesial itu KALKUN broh, bukan ayam wkwkw
receh banget kalo berharap ayam ayaman terbang saat natal dan tahun baru, sebab sejati nya ayam itu ""didarat"" paling terbang ke pohon sebelah atau ke genting rumah tetangga..tapi PASTI mendarat lagi ketanah.
colek $CPIN, $JPFA,$MAIN,$WMPP","17 Nov 22, 18:27"
143,"$JPFA
- eps 2018 187
- eps 2019. 151
- eps 2020. 79
- eps 2022 162 ( sd q3)
swing ahhhhh","17 Nov 22, 15:12 · Edited on 17 Nov 22, 19:55"
144,"Sumber Data dan Informasi dalam Analisis Fundamental

Ada berbagai sumber data dan informasi yang dapat digunakan untuk mempelajari dan menganalisa fundamental suatu perusahaan. Sumber-sumber data dan informasi itu dapat diklasifikasikan ke dalam 2 kelompok, yaitu sumber primer dan sumber sekunder.

1. Sumber primer adalah sumber data dan informasi yang secara resmi dikeluarkan oleh perusahaan yang bersangkutan, seperti: 
• Prospektus perusahaan
• Laporan tahunan perusahaan
• Materi public expose dan laporan hasil public expose perusahaan
• Laporan keuangan perusahaan
• Risalah rapat umum pemegang saham perusahaan
• Berbagai pengumuman dan keterbukaan informasi lainnya yang dikeluarkan perusahaan

Sumber-sumber primer ini harus menjadi dasar utama kita dalam menganalisa fundamental perusahaan. Sumber-sumber ini dapat diperoleh melalui web atau web perusahaan yang bersangkutan.

2. Sumber sekunder adalah sumber data dan informasi yang dikeluarkan oleh pihak ketiga di luar perusahaan yang bersangkutan, seperti:
• Penyedia rekap data keuangan perusahaan dan screening tools, seperti RTI Business, Yahoo Finance, Reuters, dan sebagainya
• Laporan riset analis dari berbagai sekuritas dan lembaga riset
• Berbagai publikasi dan berita
• Informasi dari kenalan yang bekerja dalam industri terkait
• Dan sebagainya

Sumber-sumber sekunder ini tidak sepatutnya menjadi dasar utama kita dalam menganalisa fundamental perusahaan. Walaupun demikian, kita dapat menggunakannya sebagai alat bantu, pelengkap, dan bahan pertimbangan tambahan dalam analisa kita.

Bila Anda ingin berinvestasi secara serius, alangkah baiknya bila Anda memiliki folder khusus yang berisi kumpulan dokumen di atas, terutama terkait dengan perusahaan yang Anda minati. Namun, jangan hanya mengoleksinya saja. Baca, analisa, kritisi, komentari, dan buat catatan Anda sendiri berkenaan dengan perusahaan itu! Singkatnya, ""tenggelamkan"" diri Anda ke dalam data dan informasi itu sampai Anda memahami perusahaan itu sedalam-dalamnya. Ingat, membeli saham berarti membeli bisnis. Dan, membeli bisnis yang tidak Anda pahami sama dengan berjudi, bukan berinvestasi.

Bagaimana? Serius ingin menjadi investor? :)

Keep learning, be excellent, and achieve your dream!

Posted by


Random tag:","17 Nov 22, 10:30"
145,"group Japfa ($JPFA) singapur masuk ITMG, produksi susu greenfield rasa black karbon dan dengan energi batu bara, sambil percepatan aktivasi tambang baru di $ITMG

siap ARA sampai langit ke 69","17 Nov 22, 07:27"
146,"Skydrugz Corner: Saham LQ45 dan Rasio-nya

Di postingan sebelumnya saya membahas tentang emiten CPO:

1. Laba Emiten CPO https://cutt.ly/AMh9qdF
2. Perbandingan luas lahan sawit tertanam http://bit.ly/3EsrhFE
3. Perbandingan efektivitas laba dan luas lahan emiten sawit https://cutt.ly/2Mk85Rv
4. Perbandingan usia tanaman sawit https://cutt.ly/2Ml3GB5
5. Perbandingan laba, valuasi, dan Luas Lahan emiten sawit https://cutt.ly/WMmfdxP

Di postingan kali ini saya hanya mau bahas perbandingan rasio keuangan emiten LQ45.

Selengkapnya bisa dibaca di sini

Disclaimer:","17 Nov 22, 06:18"
147,@Katadatacoid $CPRO $JPFA & $CPIN apakah Naik juga? 😂,"16 Nov 22, 18:52"
148,"Uda gawat ini bisa diserang NATO. Polandia kena rudal.
$BBRI $ERAA $BBTN $WINS $JPFA","16 Nov 22, 09:44 · Edited on 16 Nov 22, 17:01"
149,$JPFA Desember ke Januari siap siap cuan...💵,"16 Nov 22, 09:28"
150,"$JPFA lagi di support kuat. Saham $COAL mulai bullish apa cuma ngePRANK? $BAPA masih kuat naik? Apa kakinya masih sakit? $BBYB siap ke 1000?




https://cutt.ly/XMWr89W","16 Nov 22, 06:00"
151,"16-11-2022:
B: $KOBX $JPFA $AMRT $VRNA
W: $BNII MTWI ABBA ELPI
B: Buy, W: Watch","16 Nov 22, 05:34 · Edited on 16 Nov 22, 08:24"
152,"WL 16/11/2022 (Follow for newest updates)
$BRPT buy on area 825-830
SL < 805
Target Rebound
860
900

Disclaimer on.....
ANALISA emiten lain silahkan komen dgn tag emiten","15 Nov 22, 20:07"
153,"$JPFA $MEDC mau kemana ???

https://cutt.ly/MMnET04","15 Nov 22, 15:54"
154,Laporan Bulanan Registrasi Pemegang Efek [JPFA],"15 Nov 22, 14:53"
155,"$JPFA akhir tahun 2021 tutup di 1720 posisi sekarang (14 nov 2022) 1370 koreksi 20%

$CPIN akhir tahun 2021 tutup di 5950 posisi sekarang (14 nov 2022) 5800 koreksi 2.5%

$MAIN akhir tahun 2021 tutup di 670 posisi sekarang (14 nov 2022) 550 koreksi 17.9%

$JPFA masih ketinggalan dan layak di beli. apalagi dengan dibukanya eksport malaysia.

disc on.","15 Nov 22, 13:57"
156,$JPFA cocok nih buat windress,"15 Nov 22, 10:32"
157,$JPFA,"15 Nov 22, 10:21"
158,$JPFA mcdgc,"15 Nov 22, 06:07"
159,"Review Saham Part 565 telah tersedia, ada saham Roasting Saham $TPIA, $JPFA, MDLN, $WOOD, $AXIO, $MEDS
bisa klik link dibawah ini :

https://cutt.ly/rMcHwvH

Semoga membantu ya :)","14 Nov 22, 22:42"
160,"🕷️ Laba $CPIN & JPFA di Kuartal 3 Tahun 2022

$CPIN: Charoen Pokphand berhasil membukukan laba bersih 769 miliar rupiah pada Q3 2022, berbalik dari rugi 157 miliar rupiah pada Q3 2021. Hal ini ditopang oleh angka penjualan yang tumbuh +22,1% YoY menjadi 14,8 triliun rupiah (vs Q3 2021: 12,1 triliun rupiah). Di sisi lain, beban pokok tumbuh lebih rendah yakni +11,7% YoY akibat melandainya harga bahan baku jagung.

Kendati begitu, dibandingkan dengan Q2 2022 (QoQ), penjualan hanya naik tipis +3,2%, sedangkan beban pokok naik +7,9% sehingga laba bersih masih tertekan -37,3%.

Secara kumulatif sepanjang 9M22, penjualan neto meningkat +15,5% YoY menjadi 43,4 triliun rupiah, didorong pertumbuhan penjualan segmen broiler (+27,2%), yang berkontribusi 55,7% terhadap pendapatan (9M21: 50,6%). Sementara itu, beban pokok juga turut naik +15,5% YoY mencapai 36,5 triliun dan laba bersih tumbuh +19,1% YoY menjadi 3,2 triliun rupiah. Hal ini membuat margin laba bersih naik ke 7,3% (9M21: 7,2%). (IDX)

Pencapaian laba bersih CPIN pada 9M22 setara dengan 75,1% dari estimasi laba bersih FY22 konsensus analis senilai 4,2 triliun rupiah, sedangkan penjualan mencapai 75,5% dari estimasi sebesar 57,6 triliun rupiah.

: Japfa Comfeed berhasil membukukan laba bersih sebesar 317 miliar rupiah pada Q3 2022, membalikkan kerugian 36 miliar rupiah pada Q3 2021. Penjualan naik +15,1% YoY menjadi 12,3 triliun rupiah, ditopang segmen pengolahan hasil peternakan (+23%), pembibitan unggas (+22%), serta aquaculture (+22%). Kenaikan penjualan tersebut menopang kenaikan laba kotor +136,2% YoY menjadi 1,7 triliun rupiah (vs Q3 2021: 738 miliar rupiah).

Secara kumulatif sepanjang 9M22, laba bersih JPFA turun -5,2% menjadi 1,4 triliun rupiah dibandingkan 9M21 yang mencapai 1,5 triliun rupiah. Penjualan bersih meningkat +12,2% YoY menjadi 36,8 triliun rupiah dan didominasi oleh penjualan lokal 98%. Sejalan dengan penurunan laba bersih, margin laba bersih turun dari 4,6% (9M21) menjadi 3,9% (9M22). (IDX)

Pencapaian laba bersih JPFA pada 9M22 ini setara dengan 71,8% dari estimasi laba bersih FY22 konsensus analis senilai 2 triliun rupiah, sedangkan penjualan mencapai 75,5% dari estimasi sebesar 48,7 triliun rupiah.

Simak Stockbit Snips selengkapnya di sini:","14 Nov 22, 18:30"
161,"$JPFA serius nanya..

jpfa ada label syariah di stockbit..
itu motong ayamnya pakai bismillah?","14 Nov 22, 16:25"
162,"$JPFA reversal, pantau dulu tunggu konfirmasi akumulasi","14 Nov 22, 14:27 · Edited on 14 Nov 22, 14:28"
163,"$JPFA

emiten penjual paha dan susu, saya yakin investor pria gk nyesel klo ambil di harga sekarang

$GOTO $MPPA $LEAD $TPMA","14 Nov 22, 14:02 · Edited on 14 Nov 22, 14:05"
164,"@Hendy99 kalau dari aliran parentmology karena anak ane suka makan sosis so nice, harga wajar 1 lembar saham $JPFA tidak boleh lebih mahal dari harga 1 potong sosis so nice.","14 Nov 22, 13:36"
165,"$JPFA bagaikan mercy yang dihargai avanza, no katlos katlos, no cuan tipis tipis!

Do your own research!","14 Nov 22, 12:38"
166,"@alvinangkasa yaudah gw spill emiten diatas biar lu pegang omongan gw, tu $JPFA ya","14 Nov 22, 12:08"
167,"$JPFA liat net Profit Mentereng, kenapa loyo saham nya","14 Nov 22, 09:17"
168,$JPFA dunia ayam,"14 Nov 22, 09:10"
169,"$JPFA
RR menarik
just outlook, DYOR","13 Nov 22, 18:44"
170,"Japfa Comfeed Indonesia Tbk PT $JPFA. LEMAH! belum diakumulasi? hindari?
https://cutt.ly/VMj5asS","13 Nov 22, 14:50"
171,"$JPFA 1W. Sayang sektor konsumer khususnya JPFA ini geraknya beda dari $MEDC, gabisa seluwes MEDC.","13 Nov 22, 11:40"
172,$JPFA anak ayam ada di persimpangan jalan 13.45 ...,"12 Nov 22, 15:34"
173,"Bismillah, $JPFA 1330 buy n hold

disc on, bukan ajakan untuk membeli do your own research","12 Nov 22, 08:18"
174,$JPFA yg laen rebound hijau yg ini masih bertelor..,"11 Nov 22, 15:05"
175,"Oh sebagai tambahan, saya jug upload pertanyaan2 dari Q&A sebelumnya di highlight ""Investment Q&A"" di Instagram saya, bagi yg mau baca2, silahkan langsung ke highlight tersebut

$AKRA $SIDO $CPIN $JPFA $GOTO","11 Nov 22, 09:42"
